prodi_code,prodi_name,jenjang,akreditasi_prodi,institution_code
24790,KEBIDANAN,S1,BAIK SEKALI,2302
24791,KESEHATAN MASYARAKAT,S1,UNGGUL,2461
24792,BEDAH SARAF,SPESIALIS,UNGGUL,2666
24793,FARMASI,S1,B,2356
24794,TEKNOLOGI LABORATORIUM MEDIS,D-IV,BAIK SEKALI,1958
24795,GIZI,S1,BAIK SEKALI,1958
24796,INFORMATIKA,S1,BAIK SEKALI,4008
24797,SISTEM INFORMASI,S2,BAIK SEKALI,2231
24798,TEKNIK PERTAMBANGAN,S1,BAIK,1516
24799,KEPERAWATAN,D-III,BAIK SEKALI,624
24800,ILMU KEDOKTERAN GIGI KLINIS,S2,UNGGUL,2685
24801,KEPERAWATAN,S1,BAIK SEKALI,548
24802,NERS,PROFESI,BAIK SEKALI,548
24803,ILMU KEPERAWATAN K. JEMBRANA,S1,BAIK SEKALI,2484
24804,TEKNOLOGI LABORATORIUM MEDIS,D-IV,BAIK,457
24805,KESELAMATAN DAN KESEHATAN KERJA,D-IV,BAIK,457
24806,NERS,PROFESI,BAIK,2139
24807,KEPERAWATAN,S1,BAIK,2139
24808,BIDAN,PROFESI,BAIK,3309
24809,KEBIDANAN,S1,BAIK,3309
24810,TEKNOLOGI LABORATORIUM MEDIS,D-IV,BAIK,72
24811,BIDAN,PROFESI,BAIK,3918
24812,KEBIDANAN,S1,BAIK,3918
24813,KESELAMATAN DAN KESEHATAN KERJA,S1,BAIK,1657
24814,TEKNOLOGI RADIOLOGI PENCITRAAN,D-IV,BAIK,1657
24815,NERS,PROFESI,BAIK,1657
24816,TEKNOLOGI LABORATORIUM MEDIS,D-IV,BAIK,1657
24817,KEPERAWATAN,S1,BAIK,1657
24818,DOKTER,PROFESI,BAIK,1954
24819,KEDOKTERAN,S1,BAIK,1954
24820,KEBIDANAN,S1,BAIK,441
24821,BIDAN,PROFESI,BAIK,441
24822,"BEDAH TORAKS, KARDIAK, DAN VASKULAR",SPESIALIS,BAIK,2666
24823,KEDOKTERAN KELUARGA LAYANAN PRIMER,SPESIALIS,BAIK,2646
24824,FARMASI,S2,BAIK,3217
24825,BIDAN,PROFESI,BAIK,314
24826,KEBIDANAN,S1,BAIK,314
24827,FISIKA MEDIS,S2,UNGGUL,2665
24828,FISIKA,S2,UNGGUL,2049
24829,FISIKA,S2,UNGGUL,2325
24830,SAINS KEBUMIAN,S3,UNGGUL,2683
24831,BIOLOGI,S2,UNGGUL,2645
24832,STATISTIKA,D3,UNGGUL,1794
24833,ILMU FILSAFAT,S2,UNGGUL,1247
24834,PERHOTELAN,D-III,BAIK SEKALI,2484
24835,FILSAFAT,S1,UNGGUL,2685
24836,TEKNIK ELEKTRO,S1,BAIK SEKALI,363
24837,DOKTOR ILMU-ILMU HUMANIORA,S3,UNGGUL,2685
24838,ILMU KELAUTAN,S3,UNGGUL,2658
24839,AGROTEKNOLOGI,S1,BAIK SEKALI,1675
24840,TEKNIK SIPIL,S1,BAIK SEKALI,363
24841,DESAIN,S2,BAIK SEKALI,2477
24842,KAJIAN PENGEMBANGAN PERKOTAAN,S2,UNGGUL,2665
24843,DESAIN PRODUK,S1,UNGGUL,2672
24844,ILMU KELAUTAN,S2,UNGGUL,2658
24845,PERIKANAN TANGKAP,S1,BAIK SEKALI,287
24846,DOKTOR PENGKAJIAN AMERIKA,S3,UNGGUL,2685
24847,FITOPATOLOGI,S3,UNGGUL,2658
24848,TEKNIK PERTANIAN,S1,UNGGUL,3217
24849,ILMU PEMERINTAHAN,S1,BAIK SEKALI,2247
24850,PERENCANAAN WILAYAH DAN KOTA,S1,UNGGUL,295
24851,MANAJEMEN SUMBERDAYA PERAIRAN,S1,UNGGUL,2658
24852,SENI MUSIK,S1,BAIK SEKALI,2645
24853,ILMU HUBUNGAN INTERNASIONAL,S1,BAIK SEKALI,1602
24854,HUKUM,S3,UNGGUL,1872
24855,ILMU HUKUM,S1,BAIK SEKALI,3959
24856,AGROINDUSTRI,D-IV,UNGGUL,482
24857,ILMU ADMINISTRASI BISNIS,S1,BAIK SEKALI,3959
24858,ILMU HUBUNGAN INTERNASIONAL,S1,UNGGUL,2666
24859,TEKNOLOGI KELAUTAN,S2,UNGGUL,2658
24860,FILSAFAT KEILAHIAN,S1,UNGGUL,1103
24861,ILMU KOMUNIKASI,S1,UNGGUL,2074
24862,JURNALISTIK,S1,UNGGUL,2074
24863,ILMU KOMUNIKASI BUDDHA,S1,BAIK,444
24864,TADRIS MATEMATIKA,S1,BAIK,533
24865,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,533
24866,HUKUM KELUARGA ISLAM,S1,B,481
24867,ILMU SYARIAH,S3,BAIK,1154
24868,TEOLOGI,S1,BAIK,809
24869,SOSIAL EKONOMI PERIKANAN,S1,BAIK,2204
24870,ADMINISTRASI PUBLIK,S2,BAIK,2307
24871,HUKUM,S2,BAIK,67
24872,AGROTEKNOLOGI,S1,BAIK,2321
24873,USAHA PERJALANAN WISATA,D-IV,BAIK SEKALI,2467
24874,PERENCANAAN WILAYAH DAN KOTA,S2,BAIK,2198
24875,HUKUM,S1,BAIK,1547
24876,SENI RUPA,S1,UNGGUL,2683
24877,TEOLOGI,S2,BAIK,3750
24878,TEKNIK BUDIDAYA PERIKANAN,D-III,BAIK SEKALI,3879
24879,MEKANISASI PERIKANAN,D-III,BAIK SEKALI,3879
24880,AKUAKULTUR,S1,UNGGUL,1152
24881,ILMU HUKUM,S2,UNGGUL,1152
24882,ARSITEKTUR LANSKAP,S1,BAIK,2118
24883,BUDIDAYA PERAIRAN,S1,B,2906
24884,SASTRA INGGRIS,S1,UNGGUL,2685
24885,ILMU HUKUM,S1,UNGGUL,2027
24886,TEKNOLOGI PANGAN,S1,BAIK SEKALI,3858
24887,ILMU HUKUM,S1,B,2099
24888,BAHASA DAN SASTRA ARAB,S1,UNGGUL,1722
24889,SEJARAH PERADABAN ISLAM,S1,UNGGUL,1722
24890,HUKUM KELUARGA ISLAM,S1,UNGGUL,1234
24891,BUDI DAYA TERNAK,D-III,UNGGUL,1231
24892,AGRONOMI,S2,UNGGUL,154
24893,PETERNAKAN,S2,UNGGUL,1231
24894,ADMINISTRASI PUBLIK,S1,BAIK SEKALI,1561
24895,SASTRA INGGRIS,S1,BAIK SEKALI,3869
24896,ILMU LINGUISTIK,S2,UNGGUL,2665
24897,ILMU TANAH,S2,UNGGUL,2658
24898,ILMU ADMINISTRASI NEGARA,S1,BAIK SEKALI,3858
24899,TEKNOLOGI PANGAN,S1,UNGGUL,1231
24900,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,UNGGUL,2685
24901,AGROTEKNOLOGI,S1,UNGGUL,3447
24902,PERENCANAAN WILAYAH DAN KOTA,S1,BAIK SEKALI,3763
24903,ADMINISTRASI PUBLIK,S2,BAIK SEKALI,3222
24904,ARSITEKTUR,S1,BAIK SEKALI,607
24905,ILMU HUKUM,S1,BAIK SEKALI,682
24906,MANAJEMEN DEVISI KAMAR,D-IV,BAIK SEKALI,3707
24907,ILMU HUKUM,S3,BAIK SEKALI,1467
24908,PARIWISATA,S1,BAIK,3763
24909,BAHASA MANDARIN UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,D-IV,BAIK,3858
24910,ILMU HUKUM,S1,BAIK SEKALI,817
24911,AGRIBISNIS,S2,BAIK SEKALI,1944
24912,PERENCANAAN WILAYAH DAN KOTA,S1,BAIK SEKALI,154
24913,PENGELOLAAN PERKEBUNAN KOPI,D-IV,BAIK,2810
24914,TEKNOLOGI PASCAPANEN,S2,UNGGUL,2658
24915,KEARSIPAN,D-III,BAIK SEKALI,1242
24916,PENANGKAPAN IKAN,D-III,BAIK SEKALI,482
24917,PERHOTELAN,D-III,BAIK,2989
24918,HUKUM,S2,BAIK SEKALI,2202
24919,ILMU KOMUNIKASI,S1,BAIK,2365
24920,HUKUM,S2,BAIK SEKALI,3086
24921,ILMU TANAH,S3,UNGGUL,2658
24922,SENI,S3,UNGGUL,312
24923,ARSITEKTUR,S1,BAIK SEKALI,2024
24924,TEKNOLOGI HASIL PERTANIAN,S1,UNGGUL,2247
24925,SUMBERDAYA AKUATIK,S1,BAIK SEKALI,2247
24926,ILMU HUKUM,S3,UNGGUL,3217
24927,SASTRA JEPANG,S1,UNGGUL,2477
24928,DOKTOR ILMU PSIKOLOGI,S3,UNGGUL,2685
24929,BUDIDAYA PERAIRAN,S1,BAIK SEKALI,519
24930,MANAJEMEN KOMUNIKASI,S1,UNGGUL,2074
24931,PETERNAKAN,S1,UNGGUL,743
24932,NAUTIKA,D-III,BAIK SEKALI,3053
24933,ARSITEKTUR,S1,BAIK SEKALI,1147
24934,BIOKEWIRAUSAHAAN,S2,TERAKREDITASI SEMENTARA,67
24935,BAHASA INGGRIS UNTUK INDUSTRI PARIWISATA,D-IV,BAIK,432
24936,PSIKOLOGI,S1,BAIK SEKALI,1101
24937,ILMU KOMUNIKASI,S1,BAIK SEKALI,2096
24938,PERPUSTAKAAN,D-III,UNGGUL,2247
24939,SUMBER DAYA PERAIRAN PESISIR & KELAUTAN,S2,BAIK SEKALI,289
24940,ILMU TANAH,S1,BAIK SEKALI,2247
24941,ILMU KELAUTAN,S1,BAIK SEKALI,2247
24942,AGRIBISNIS,S2,BAIK SEKALI,605
24943,BIOSAIN,S2,UNGGUL,2421
24944,MAGISTER TEKNIK PERTANIAN,S2,UNGGUL,2685
24945,TEKNOLOGI PANGAN,S1,UNGGUL,308
24946,AGROTEKNOLOGI,S2,BAIK SEKALI,605
24947,PROTEKSI TANAMAN,S1,UNGGUL,3297
24948,ILMU KOMUNIKASI,S1,BAIK SEKALI,261
24949,PERPUSTAKAAN DAN SAINS INFORMASI,S1,UNGGUL,2074
24950,MANAJEMEN,S1,BAIK SEKALI,3959
24951,ILMU KOMUNIKASI,S1,UNGGUL,1023
24952,TEKNOLOGI HASIL PERTANIAN,S1,BAIK SEKALI,566
24953,AGROTEKNOLOGI,S1,BAIK SEKALI,566
24954,MANAJEMEN,S1,BAIK SEKALI,447
24955,MANAJEMEN SUMBERDAYA PERAIRAN,S1,BAIK SEKALI,1242
24956,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,2701
24957,PENDIDIKAN AGAMA KRISTEN,S1,B,3531
24958,PENDIDIKAN PROFESI GURU,PROFESI,BAIK,2459
24959,PENDIDIKAN PROFESI GURU,PROFESI,BAIK,1624
24960,PENDIDIKAN PROFESI GURU,PROFESI,BAIK,2238
24961,PENDIDIKAN PROFESI GURU,PROFESI,BAIK,2565
24962,PENDIDIKAN PROFESI GURU,PROFESI,BAIK,749
24963,PENDIDIKAN PROFESI GURU,PROFESI,BAIK,2314
24964,PENDIDIKAN PROFESI GURU,PROFESI,BAIK,447
24965,PENDIDIKAN MATEMATIKA,S1,BAIK,781
24966,PENDIDIKAN  BAHASA INGGRIS,S1,BAIK,781
24967,TEKNIK SIPIL,S1,BAIK,140
24968,TEKNIK MESIN OTOMOTIF,D-III,BAIK,217
24969,MANAJEMEN REKAYASA,S1,BAIK,3298
24970,TEKNIK INDUSTRI,S1,BAIK,27
24971,REKAYASA GEOLOGI,S1,BAIK,2224
24972,KEBIDANAN,D-III,BAIK,3423
24973,SISTEM INFORMASI,D-III,BAIK SEKALI,31
24974,MANAJEMEN,S1,B,180
24975,ADMINISTRASI BISNIS,D-III,BAIK SEKALI,432
24976,BISNIS DIGITAL,S1,BAIK SEKALI,389
24977,MANAJEMEN,S1,UNGGUL,2658
24978,AKUNTANSI SYARI`AH,S1,BAIK SEKALI,2055
24979,MANAJEMEN,S1,UNGGUL,2186
24980,MANAJEMEN,S1,BAIK SEKALI,1825
24981,MANAJEMEN,S1,BAIK SEKALI,2170
24982,MANAJEMEN ZAKAT DAN WAKAF,S1,BAIK SEKALI,1053
24983,MANAJEMEN,S1,UNGGUL,305
24984,MANAJEMEN,S1,BAIK SEKALI,3683
24985,EKONOMI SYARI'AH,S1,BAIK SEKALI,602
24986,MANAJEMEN,S1,UNGGUL,2024
24987,MANAJEMEN,S1,BAIK SEKALI,441
24988,AKUNTANSI,S1,UNGGUL,1858
24989,MANAJEMEN,S1,BAIK SEKALI,992
24990,MANAJEMEN RITEL,S1,BAIK,3268
24991,MANAJEMEN,S2,BAIK SEKALI,3035
24992,MANAJEMEN,S2,BAIK SEKALI,389
24993,ILMU AKUNTANSI KAMPUS JAKARTA,S3,BAIK SEKALI,2160
24994,KIMIA,S1,UNGGUL,1231
24995,MATEMATIKA,S1,BAIK,2659
24996,ILMU KELAUTAN,S2,UNGGUL,2589
24997,BIOLOGI,S1,UNGGUL,2645
24998,MATEMATIKA,S1,UNGGUL,2645
24999,BIOLOGI,S1,BAIK SEKALI,1506
25000,MATEMATIKA,S1,BAIK SEKALI,3575
25001,HUKUM KELUARGA,S1,B,2590
25002,HUKUM TATANEGARA,S1,BAIK SEKALI,816
25003,HUKUM KELUARGA,S2,B,1611
25004,PSIKOLOGI,S1,BAIK,2161
25005,ILMU PERIKANAN,S2,B,585
25006,HUKUM TATA NEGARA,S1,B,1101
25007,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,612
25008,USAHA PERJALANAN WISATA,D-III,B,3859
25009,PSIKOLOGI,S1,B,740
25010,OSEANOGRAFI,S1,B,1819
25011,ILMU HUKUM,S1,B,2533
25012,PENGELOLAAN SUMBERDAYA PEMBANGUNAN,S2,B,2680
25013,LINGUISTIK INDONESIA,S1,BAIK,750
25014,TEKNIK LEPAS PANTAI,S1,BAIK,2198
25015,ADMINISTRASI PUBLIK,S1,BAIK SEKALI,1528
25016,PENGELOLAAN SUMBER DAYA ALAM,S2,B,2049
25017,PEMIKIRAN POLITIK ISLAM,S1,BAIK,602
25018,PERIKLANAN,D-III,BAIK,3718
25019,PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,519
25020,TEKNOLOGI PANGAN,S1,BAIK SEKALI,2024
25021,AGROTEKNOLOGI,S1,B,1816
25022,BAHASA DAN SASTRA ARAB,S1,A,2048
25023,AGRIBISNIS,S1,B,2533
25024,AGROTEKNOLOGI,S1,B,2275
25025,ADMINISTRASI PUBLIK,S1,BAIK SEKALI,83
25026,ILMU PETERNAKAN,S3,UNGGUL,2074
25027,ILMU PETERNAKAN,S2,UNGGUL,2074
25028,PSIKOLOGI,S1,BAIK SEKALI,1954
25029,AGRIBISNIS,S2,UNGGUL,2247
25030,ADMINISTRASI PERKANTORAN,D-III,BAIK SEKALI,2247
25031,DOKTOR ILMU PANGAN,S3,UNGGUL,2685
25032,ILMU TANAH,S1,UNGGUL,2685
25033,PSIKOLOGI,S1,UNGGUL,1611
25034,PARIWISATA,S1,BAIK,2024
25035,ADMINISTRASI PUBLIK,S1,UNGGUL,308
25036,AGROBISNIS PERIKANAN,S1,UNGGUL,1023
25037,ILMU PETERNAKAN,S2,UNGGUL,2049
25038,MANAJEMEN SUMBERDAYA AKUATIK,S1,UNGGUL,2685
25039,TEKNIK INFORMATIKA,S1,BAIK,443
25040,BINA WISATA,D-III,B,3088
25041,ILMU HUKUM,S1,B,3028
25042,PERHOTELAN,D-I,B,2601
25043,ILMU KETEKNIKAN PERTANIAN,S3,A,2658
25044,ILMU PSIKOLOGI,S3,A,2665
25045,ARSITEKTUR,S1,BAIK,2897
25046,SEKRETARI,D-III,B,714
25047,ASURANSI,D-III,BAIK,2367
25048,AGROTEKNOLOGI,S1,BAIK SEKALI,1757
25049,ILMU HUKUM,S1,B,2923
25050,PEDAGOGI,S2,B,3085
25051,KESEHATAN MASYARAKAT,S2,BAIK,449
25052,KEPERAWATAN,S1,BAIK,1795
25053,TEKNIK SIPIL,S2,BAIK,2707
25054,REKAM MEDIS DAN INFORMASI KESEHATAN,S1,BAIK SEKALI,45
25055,BIDAN,PROFESI,BAIK SEKALI,1226
25056,KEBIDANAN,S1,BAIK SEKALI,1226
25057,APOTEKER,PROFESI,BAIK,290
25058,FARMASI,D-III,BAIK,290
25059,APOTEKER,PROFESI,UNGGUL,1242
25060,FARMASI,S1,UNGGUL,1242
25061,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,261
25062,AKUNTANSI,S1,UNGGUL,2491
25063,TEKNOLOGI REKAYASA INSTALASI LISTRIK,D-IV,BAIK,3927
25064,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN AIR,D-IV,BAIK,1789
25065,PROMOSI KESEHATAN,D-IV,BAIK SEKALI,3577
25066,FISIKA,S2,BAIK,585
25067,KIMIA,S2,UNGGUL,2683
25068,ILMU SOSIOLOGI,S3,UNGGUL,2665
25069,FARMASI,S1,BAIK SEKALI,217
25070,KEPERAWATAN,D-III,BAIK SEKALI,217
25071,KEBIDANAN,D-III,BAIK SEKALI,217
25072,TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI,D-III,BAIK SEKALI,199
25073,ADMINISTRASI RUMAH SAKIT,S1,BAIK,184
25074,KEPERAWATAN,D-III,BAIK SEKALI,184
25075,KEPERAWATAN,D-III,BAIK SEKALI,305
25076,TEKNIK ELEKTRO,S1,BAIK,2481
25077,TEKNIK SIPIL,S1,BAIK,2481
25078,GEOFISIKA,S1,BAIK SEKALI,347
25079,BIOLOGI,S1,BAIK SEKALI,2659
25080,KIMIA,S1,BAIK SEKALI,2659
25081,MATEMATIKA,S1,UNGGUL,287
25082,SAINS ATMOSFIR DAN KEPLANETAN,S1,UNGGUL,3763
25083,GEOLOGI,S1,BAIK,529
25084,TEKNOLOGI PANGAN,D-III,BAIK,3927
25085,MANAJEMEN ADMINISTRASI,D-III,BAIK,1866
25086,PSIKOLOGI,S2,B,1623
25087,KRIYA,S1,UNGGUL,3298
25088,ILMU PERTANIAN,S3,UNGGUL,287
25089,KEHUTANAN,S1,BAIK SEKALI,387
25090,TEKNIK PERTANIAN,S1,UNGGUL,1231
25091,ADMINISTRASI BISNIS,S1,BAIK SEKALI,61
25092,ILMU PEMERINTAHAN,S2,BAIK SEKALI,2247
25093,HUKUM,S2,BAIK SEKALI,83
25094,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,3261
25095,KAJIAN BUDAYA,S2,BAIK SEKALI,287
25096,ILMU KESEJAHTERAAN SOSIAL,S2,UNGGUL,2074
25097,ILMU HUKUM,S1,BAIK,61
25098,TEKNOLOGI AKUAKULTUR,D-IV,UNGGUL,3346
25099,ILMU TEOLOGI,S1,UNGGUL,1247
25100,ILMU PANGAN,S3,UNGGUL,2658
25101,PERMESINAN PERIKANAN,D-IV,B,3346
25102,ADMINISTRASI PUBLIK,S1,BAIK,979
25103,LINGUISTIK TERAPAN BAHASA INGGRIS,S3,B,2334
25104,ILMU HUKUM,S1,BAIK SEKALI,1722
25105,TEOLOGI,S1,BAIK,2158
25106,HUKUM,S1,BAIK,964
25107,ILMU AL-QURAN DAN TAFSIR,S1,BAIK SEKALI,601
25108,PENGEMBANGAN MASYARAKAT ISLAM,S2,BAIK SEKALI,1026
25109,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,3261
25110,ILMU PETERNAKAN,S2,UNGGUL,1102
25111,ARSITEKTUR LANSKAP,S1,UNGGUL,2658
25112,ILMU KELAUTAN,S1,BAIK SEKALI,1242
25113,SENI MUSIK,S1,UNGGUL,2024
25114,PERENCANAAN WILAYAH DAN KOTA,S1,BAIK SEKALI,2354
25115,PETERNAKAN,S1,UNGGUL,1231
25116,REKAYASA KOSMETIK,S1,BAIK,3763
25117,ADMINISTRASI PUBLIK,S2,BAIK SEKALI,1772
25118,ILMU KEOLAHRAGAAN,S2,UNGGUL,3283
25119,INSTALASI DAN PEMELIHARAAN KABEL BERTEGANGAN RENDAH,D-II,BAIK,3862
25120,PSIKOLOGI,S1,BAIK,287
25121,ILMU LINGKUNGAN,S3,BAIK SEKALI,2247
25122,ANTROPOLOGI,S1,BAIK SEKALI,1895
25123,MAGISTER KEPENDUDUKAN,S2,UNGGUL,2685
25124,HUKUM,S1,BAIK,967
25125,WAWASAN PERTAHANAN NASIONAL,S2,UNGGUL,2160
25126,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,1739
25127,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,519
25128,KOMUNIKASI,S1,BAIK SEKALI,1954
25129,PERIKANAN,S1,UNGGUL,2074
25130,ILMU PETERNAKAN,S2,BAIK SEKALI,743
25131,ILMU POLITIK,S1,UNGGUL,2665
25132,ILMU KOMUNIKASI,S1,BAIK SEKALI,1943
25133,AGRIBISNIS,S1,BAIK SEKALI,566
25134,ADMINISTRASI NEGARA,S1,UNGGUL,1101
25135,PENGELOLAAN SUMBERDAYA PESISIR DAN LAUTAN,S3,UNGGUL,2658
25136,AKUAKULTUR,S1,UNGGUL,2685
25137,MAGISTER EKONOMI PERTANIAN,S2,UNGGUL,2685
25138,ILMU PERTANIAN,S3,BAIK SEKALI,2247
25139,PROTEKSI TANAMAN,S1,BAIK SEKALI,2247
25140,ARSITEKTUR,S1,BAIK,757
25141,KEBIDANAN,D-III,BAIK SEKALI,2046
25142,FARMASI,D-III,UNGGUL,2081
25143,SISTEM INFORMASI,S1,BAIK,30
25144,ILMU KOMPUTER,S1,BAIK,30
25145,REKAYASA PERANGKAT LUNAK,S1,BAIK,30
25146,SISTEM INFORMASI,S1,BAIK,3187
25147,TEKNOLOGI INFORMASI,S1,BAIK,217
25148,INFORMATIKA,S1,BAIK,3187
25149,FISIKA,S1,BAIK SEKALI,623
25150,KIMIA,S1,BAIK,816
25151,MATEMATIKA,S2,BAIK,2684
25152,ILMU AKTUARIA,S1,BAIK,3225
25153,BIOTEKNOLOGI,S1,BAIK,2684
25154,BIOTEKNOLOGI,S1,BAIK,1809
25155,AGRIBISNIS,S1,B,979
25156,MANAJEMEN INFORMASI KESEHATAN,D-IV,BAIK,217
25157,NERS,PROFESI,BAIK,217
25158,KEPERAWATAN,S1,BAIK,217
25159,FARMASI,S1,BAIK SEKALI,199
25160,GIZI,S1,BAIK,1815
25161,MAGISTER KIMIA,S2,UNGGUL,2685
25162,DOKTOR KIMIA,S3,UNGGUL,2685
25163,DOKTOR FISIKA,S3,UNGGUL,2685
25164,FISIKA,S2,UNGGUL,2683
25165,HUBUNGAN INTERNASIONAL,S1,BAIK,347
25166,BIMBINGAN DAN KONSELING,S1,BAIK SEKALI,3036
25167,TADRIS ILMU PENGETAHUAN SOSIAL,S1,UNGGUL,3272
25168,PENDIDIKAN GURU,S2,BAIK,3186
25169,PENDIDIKAN BAHASA INDONESIA,S2,BAIK,1836
25170,PENDIDIKAN BIOLOGI,S2,BAIK,462
25171,ADMINISTRASI KESEHATAN,S1,BAIK,2321
25172,TEKNOLOGI INFORMASI,D-III,BAIK,2229
25173,INFORMATIKA,S1,BAIK,2481
25174,TEKNOLOGI INFORMASI,S1,BAIK,27
25175,KEBIDANAN,S1,BAIK,3423
25176,BIDAN,PROFESI,BAIK,3423
25177,DOKTOR ILMU GEOGRAFI,S3,UNGGUL,2685
25178,MAGISTER PENGINDERAAN JAUH,S2,UNGGUL,2685
25179,KEBIDANAN,D-III,BAIK,1076
25180,BISNIS DIGITAL,S1,BAIK,2034
25181,KEWIRAUSAHAAN,S1,BAIK,1533
25182,AKUNTANSI,S1,BAIK SEKALI,441
25183,PERBANKAN SYARIAH,S1,BAIK,1764
25184,MANAJEMEN,S2,BAIK,1086
25185,MANAJEMEN,S1,BAIK SEKALI,1763
25186,AKUNTANSI,S1,BAIK SEKALI,1683
25187,KEUANGAN DAERAH,D-IV,BAIK SEKALI,1102
25188,AKUNTANSI,S1,BAIK SEKALI,83
25189,MANAJEMEN,S1,BAIK,3735
25190,MANAJEMEN KEUANGAN SYARIAH,S1,BAIK SEKALI,604
25191,EKONOMI SYARIAH,S1,BAIK,389
25192,BISNIS DIGITAL,D-IV,BAIK,1850
25193,MATEMATIKA,S2,UNGGUL,2049
25194,BIOLOGI,S2,BAIK,462
25195,ILMU KELAUTAN,S1,BAIK,1516
25196,MATEMATIKA,S1,UNGGUL,1613
25197,KIMIA,S1,UNGGUL,1613
25198,FARMASI,S1,BAIK,2620
25199,KEDOKTERAN,S1,A,2665
25200,DOKTER,PROFESI,A,2665
25201,MANAJEMEN INFORMASI KESEHATAN,D-IV,BAIK,457
25202,TEKNIK MESIN,S2,BAIK,2684
25203,TEKNIK SIPIL,S2,BAIK,2684
25204,FISIKA,S2,UNGGUL,2649
25205,KIMIA,S1,UNGGUL,347
25206,FISIKA,S1,UNGGUL,1231
25207,MATEMATIKA,S1,UNGGUL,2247
25208,MATEMATIKA,S1,BAIK SEKALI,2021
25209,KIMIA,S1,UNGGUL,2021
25210,FISIKA,S1,BAIK SEKALI,318
25211,BIOLOGI,S1,BAIK SEKALI,1567
25212,HUBUNGAN MASYARAKAT,D-III,BAIK SEKALI,3772
25213,PARIWISATA,S3,UNGGUL,3217
25214,ILMU HUKUM,S1,UNGGUL,2048
25215,ILMU PERAIRAN,S2,UNGGUL,2680
25216,TEOLOGI KEPENDETAAN,S1,BAIK,3389
25217,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK,161
25218,ARSITEKTUR,S1,BAIK SEKALI,741
25219,ILMU HUKUM,S1,UNGGUL,3447
25220,ARSITEKTUR,S1,BAIK,3283
25221,ILMU ADMINISTRASI NEGARA,S1,BAIK SEKALI,817
25222,USAHA PERJALANAN WISATA,D-IV,BAIK SEKALI,1992
25223,ILMU TANAH,S1,UNGGUL,462
25224,TEKNIK PENGELASAN DAN FABRIKASI,D-II,BAIK,3887
25225,SAINS AGRIBISNIS,S3,BAIK SEKALI,2658
25226,ILMU HUKUM,S1,BAIK,3709
25227,ILMU HUKUM,S1,BAIK SEKALI,3824
25228,FARMASI,S1,BAIK SEKALI,1834
25229,APOTEKER,PROFESI,BAIK SEKALI,1834
25230,FISIOTERAPI,S1,BAIK,449
25231,ADMINISTRASI RUMAH SAKIT,S1,BAIK,1338
25232,ADMINISTRASI RUMAH SAKIT,S1,BAIK,2825
25233,KESELAMATAN DAN KESEHATAN KERJA,S1,BAIK,184
25234,DOKTER GIGI,PROFESI,BAIK,2186
25235,DOKTER,PROFESI,BAIK,2186
25236,KEDOKTERAN GIGI,S1,BAIK,2186
25237,APOTEKER,PROFESI,BAIK,845
25238,DOKTER,PROFESI,BAIK,3506
25239,KEDOKTERAN,S1,BAIK,3228
25240,DOKTOR MATEMATIKA,S3,UNGGUL,2685
25241,ILMU FISIKA,S2,UNGGUL,2421
25242,KIMIA TERAPAN,D4,BAIK,2646
25243,REKAYASA KESELAMATAN PROSES,S1,BAIK,2198
25244,KIMIA,S2,BAIK,585
25245,STATISTIKA,D3,BAIK SEKALI,287
25246,MIKROBIOLOGI,S2,UNGGUL,2658
25247,ILMU KEPERAWATAN,S1,BAIK SEKALI,954
25248,NERS,PROFESI,BAIK SEKALI,954
25249,TEKNOLOGI REKAYASA OTOMOTIF,D-IV,BAIK,2810
25250,MATEMATIKA,S1,UNGGUL,1101
25251,AKUNTANSI SYARI`AH,S1,BAIK,190
25252,OBSTETRI DAN GINEKOLOGI,SPESIALIS,UNGGUL,2646
25253,AKUNTANSI SEKTOR PUBLIK,D-IV,BAIK,663
25254,BISNIS DIGITAL,D-IV,BAIK,663
25255,MANAJEMEN BISNIS SYARIAH,S1,BAIK,411
25256,MANAJEMEN,S2,BAIK,2261
25257,MANAJEMEN,S1,BAIK,217
25258,MANAJEMEN BISNIS INTERNASIONAL,S1,BAIK,3706
25259,EKONOMI SYARIAH,S1,BAIK,3842
25260,BISNIS DIGITAL,S1,BAIK,184
25261,KEWIRAUSAHAAN,S1,BAIK,184
25262,BISNIS DIGITAL,S1,BAIK,3351
25263,BISNIS DIGITAL,S1,BAIK,3298
25264,PENGELOLAAN KONVENSI DAN ACARA,D-IV,BAIK,899
