institution_name,province,campus_accreditation,acc_score,cost_per_year,cluster_lokasi_lvl1,cluster_institusi_lvl2
UNIVERSITAS PRIMAGRAHA,BANTEN,BAIK,1.0,1100000.0,,
SEKOLAH TINGGI ILMU EKONOMI DARUL FALAH,JAWA TIMUR,BAIK,1.0,900000.0,1.0,1.0
UNIVERSITAS BAKTI TUNAS HUSADA,JAWA BARAT,TERAKREDITASI,0.0,900000.0,,
INSTITUT TEKNOLOGI DAN BISNIS KARYA PEMBANGUNAN PAPUA,PAPUA,BAIK,1.0,800000.0,,
UNIVERSITAS AMIR HAMZAH,SUMATERA UTARA,BAIK,1.0,12350000.0,,
STISIP BANTEN RAYA,BANTEN,BAIK,1.0,300000.0,,
STKIP MUHAMMADIYAH KALABAHI,NUSA TENGGARA TIMUR,BAIK SEKALI,3.0,200000.0,,
UNIVERSITAS BANI SALEH,JAWA BARAT,BAIK SEKALI,3.0,25450000.0,,
STKIP AGAMA HINDU AMLAPURA,BALI,BAIK,1.0,6290000.0,,
UNIVERSITAS NURUL JADID,JAWA TIMUR,BAIK SEKALI,3.0,14100000.0,1.0,3.0
SEKOLAH TINGGI ILMU KOMPUTER YOS SUDARSO,JAWA TENGAH,BAIK,1.0,11965000.0,,
UNIVERSITAS MUHAMMADIYAH SIDOARJO,JAWA TIMUR,B,2.0,48525000.0,1.0,3.0
