average_semester_fee,student_amount,lecturer_amount,faculty,edu_level,accreditation,body_type,province,campus_accreditation,klaster
14000000.0,965.0,61.0,FAKULTAS EKONOMI DAN BISNIS,S1,C,SWASTA,DKI JAKARTA,BAIK SEKALI,2
14000000.0,965.0,61.0,FAKULTAS TEKNIK,S1,C,SWASTA,DKI JAKARTA,BAIK SEKALI,2
14000000.0,965.0,61.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,DKI JAKARTA,BAIK SEKALI,2
14000000.0,965.0,61.0,FAKULTAS HUKUM,S1,C,SWASTA,DKI JAKARTA,BAIK SEKALI,2
14000000.0,965.0,61.0,FAKULTAS EKONOMI DAN BISNIS,S1,C,SWASTA,DKI JAKARTA,BAIK SEKALI,2
14000000.0,965.0,61.0,FAKULTAS TEKNIK,S1,C,SWASTA,DKI JAKARTA,BAIK SEKALI,2
8000000.0,24507.0,742.0,FAKULTAS EKONOMI & BISNIS,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS SAINS DAN TEKNOLOGI TERAPAN,S1,A,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS EKONOMI & BISNIS,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS FARMASI,S1,A,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS KESEHATAN MASYARAKAT,S1,BAIK SEKALI,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS HUKUM,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS SASTRA BUDAYA DAN KOMUNIKASI,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,A,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,KEDOKTERAN,S1,BAIK SEKALI,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS KESEHATAN MASYARAKAT,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS EKONOMI & BISNIS,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS PSIKOLOGI,S1,A,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS SASTRA BUDAYA DAN KOMUNIKASI,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS SASTRA BUDAYA DAN KOMUNIKASI,S1,A,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS SAINS DAN TEKNOLOGI TERAPAN,S1,B,SWASTA,DI YOGYAKARTA,A,4
8000000.0,24507.0,742.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK SEKALI,SWASTA,DI YOGYAKARTA,A,4
2109962.0,2776.0,68.0,FAKULTAS ILMU PERTANIAN,S1,BAIK,SWASTA,SULAWESI BARAT,BAIK SEKALI,2
2109962.0,2776.0,68.0,FAKULTAS ILMU PERTANIAN,S1,BAIK,SWASTA,SULAWESI BARAT,BAIK SEKALI,2
2109962.0,2776.0,68.0,FAKULTAS ILMU SOSIAL DAN PEMERINTAHAN,S1,BAIK,SWASTA,SULAWESI BARAT,BAIK SEKALI,2
2109962.0,2776.0,68.0,FAKULTAS ILMU KOMPUTER,S1,BAIK SEKALI,SWASTA,SULAWESI BARAT,BAIK SEKALI,2
2109962.0,2776.0,68.0,FAKULTAS KESEHATAN MASYARAKAT,S1,B,SWASTA,SULAWESI BARAT,BAIK SEKALI,2
2109962.0,2776.0,68.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,SULAWESI BARAT,BAIK SEKALI,2
2109962.0,2776.0,68.0,FAKULTAS ILMU SOSIAL DAN PEMERINTAHAN,S1,B,SWASTA,SULAWESI BARAT,BAIK SEKALI,2
2109962.0,2776.0,68.0,FAKULTAS ILMU PERTANIAN,S1,B,SWASTA,SULAWESI BARAT,BAIK SEKALI,2
2109962.0,2776.0,68.0,FAKULTAS ILMU KOMPUTER,S1,BAIK,SWASTA,SULAWESI BARAT,BAIK SEKALI,2
10000000.0,3133.0,124.0,FAKUTAS EKONOMI DAN BISNIS,S1,B,SWASTA,DKI JAKARTA,B,3
10000000.0,3133.0,124.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,A,SWASTA,DKI JAKARTA,B,3
10000000.0,3133.0,124.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,DKI JAKARTA,B,3
10000000.0,3133.0,124.0,FAKULTAS PSIKOLOGI DAN PENDIDIKAN,S1,C,SWASTA,DKI JAKARTA,B,3
10000000.0,3133.0,124.0,FAKULTAS ILMU SOSIAL DAN POLITIK,S1,B,SWASTA,DKI JAKARTA,B,3
10000000.0,3133.0,124.0,FAKULTAS HUKUM,S1,B,SWASTA,DKI JAKARTA,B,3
10000000.0,3133.0,124.0,FAKULTAS ILMU SOSIAL DAN POLITIK,S1,A,SWASTA,DKI JAKARTA,B,3
10000000.0,3133.0,124.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,DKI JAKARTA,B,3
10000000.0,3133.0,124.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,DKI JAKARTA,B,3
5150000.0,889.0,304.0,FAKULTAS EKONOMI DAN SOSIAL,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS EKONOMI DAN SOSIAL,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS EKONOMI DAN SOSIAL,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS EKONOMI DAN SOSIAL,S1,B,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS ILMU KOMPUTER,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS ILMU KOMPUTER,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS EKONOMI DAN SOSIAL,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
5150000.0,889.0,304.0,FAKULTAS ILMU KOMPUTER,S1,UNGGUL,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,2
9000000.0,9381.0,9381.0,FAKULTAS BISNIS DAN EKONOMIKA,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS TEKNIK,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS TEKNOBIOLOGI,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS BISNIS DAN EKONOMIKA,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS HUKUM,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS ILMU SOSIAL DAN POLITIK,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS BISNIS DAN EKONOMIKA,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,PROGRAM INTERNASIONAL,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,UNGGUL,SWASTA,D.I. YOGYAKARTA,A,4
9000000.0,9381.0,9381.0,FAKULTAS ILMU SOSIAL DAN POLITIK,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
16375000.0,3300.0,400.0,FAKULTAS EKONOMI DAN ILMU SOSIAL,S1,A,SWASTA,D.K.I. JAKARTA,B,3
16375000.0,3300.0,400.0,FAKULTAS EKONOMI DAN ILMU SOSIAL,S1,A,SWASTA,D.K.I. JAKARTA,B,3
16375000.0,3300.0,400.0,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,B,3
16375000.0,3300.0,400.0,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,B,3
16375000.0,3300.0,400.0,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,B,3
16375000.0,3300.0,400.0,FAKULTAS EKONOMI DAN ILMU SOSIAL,S1,B,SWASTA,D.K.I. JAKARTA,B,3
16375000.0,3300.0,400.0,FAKULTAS EKONOMI DAN ILMU SOSIAL,S1,A,SWASTA,D.K.I. JAKARTA,B,3
16375000.0,3300.0,400.0,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,B,3
16375000.0,3300.0,400.0,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,B,3
16375000.0,3300.0,400.0,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,B,3
3000000.0,2202.0,105.0,FAKULTAS PERTANIAN,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,2202.0,105.0,FAKULTAS EKONOMI,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,2202.0,105.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,2202.0,105.0,FAKULTAS TEKNOLOGI INFORMASI,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,2202.0,105.0,FAKULTAS ILMU KESEHATAN,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,2202.0,105.0,FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,2202.0,105.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,2202.0,105.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,2202.0,105.0,FAKULTAS TEKNOLOGI INFORMASI,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
2900000.0,5979.0,183.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,LAMPUNG,B,2
2900000.0,5979.0,183.0,FAKULTAS HUKUM,S1,A,SWASTA,LAMPUNG,B,3
2900000.0,5979.0,183.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,LAMPUNG,B,3
2900000.0,5979.0,183.0,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,LAMPUNG,B,3
2900000.0,5979.0,183.0,FAKULTAS EKONOMI DAN BISNIS,S1,UNGGUL,SWASTA,LAMPUNG,B,3
2900000.0,5979.0,183.0,FAKULTAS TEKNIK,S1,UNGGUL,SWASTA,LAMPUNG,B,3
2900000.0,5979.0,183.0,FAKULTAS TEKNIK,S1,UNGGUL,SWASTA,LAMPUNG,B,3
2900000.0,5979.0,183.0,FAKULTAS ILMU KOMPUTER,S1,BAIK SEKALI,SWASTA,LAMPUNG,B,2
3950250.0,7254.0,7254.0,FAKULTAS PERTANIAN,S1,B,SWASTA,JAMBI,BAIK SEKALI,3
3950250.0,7254.0,7254.0,FAKULTAS PERTANIAN,S1,B,SWASTA,JAMBI,BAIK SEKALI,3
3950250.0,7254.0,7254.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAMBI,BAIK SEKALI,3
3950250.0,7254.0,7254.0,FAKULTAS HUKUM,S1,B,SWASTA,JAMBI,BAIK SEKALI,3
3950250.0,7254.0,7254.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAMBI,BAIK SEKALI,3
3950250.0,7254.0,7254.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAMBI,BAIK SEKALI,3
3950250.0,7254.0,7254.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,JAMBI,BAIK SEKALI,2
3950250.0,7254.0,7254.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAMBI,BAIK SEKALI,3
3950250.0,7254.0,7254.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,JAMBI,BAIK SEKALI,2
11037500.0,7780.0,242.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11037500.0,7780.0,242.0,FAKULTAS HUKUM,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11037500.0,7780.0,242.0,FAKULTAS ILMU KOMUNIKASI,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11037500.0,7780.0,242.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11037500.0,7780.0,242.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11037500.0,7780.0,242.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11037500.0,7780.0,242.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11037500.0,7780.0,242.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11037500.0,7780.0,242.0,FAKULTAS TEKNIK,S1,C,SWASTA,D.K.I. JAKARTA,B,3
11037500.0,7780.0,242.0,FAKULTAS PSIKOLOGI,S1,B,SWASTA,D.K.I. JAKARTA,B,3
17751000.0,5775.0,173.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA TIMUR,B,3
17751000.0,5775.0,173.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,3
17751000.0,5775.0,173.0,FAKULTAS HUKUM,S1,B,SWASTA,JAWA TIMUR,B,3
17751000.0,5775.0,173.0,FAKULTAS ILMU SOSIAL DAN POLITIK,S1,A,SWASTA,JAWA TIMUR,B,2
17751000.0,5775.0,173.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,3
17751000.0,5775.0,173.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA TIMUR,B,3
17751000.0,5775.0,173.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,3
5750000.0,7229.0,232.0,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS ILMU KOMUNIKASI,S1,A,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS TEKNIK,S1,C,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS ILMU KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS PSIKOLOGI,S1,B,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS BAHASA DAN SASTRA,S1,B,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS TEKNIK,S1,B,SWASTA,SUMATERA SELATAN,B,3
5750000.0,7229.0,232.0,FAKULTAS ILMU KOMPUTER,S1,A,SWASTA,SUMATERA SELATAN,B,3
47629750.0,45000.0,1600.0,SCHOOL OF ACCOUNTING,S1,B,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF ENGINEERING,S1,A,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF ENGINEERING,S1,BAIK,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,DOUBLE DEGREE PROGRAMS,S1,BAIK,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,SCHOOL OF DESIGN,S1,BAIK,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,SCHOOL OF DESIGN,S1,BAIK,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,SCHOOL OF DESIGN,S1,B,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF HUMANITIES,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF HUMANITIES,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF DIGITAL COMMUNICATION AND HOTEL & TOURISM,S1,B,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF HUMANITIES,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF DIGITAL COMMUNICATION AND HOTEL & TOURISM,S1,A,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF ENGINEERING,S1,B,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,SCHOOL OF COMPUTER SCIENCE,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,BUSINESS SCHOOL,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,DOUBLE DEGREE PROGRAMS,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF DIGITAL COMMUNICATION AND HOTEL & TOURISM,S1,B,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF HUMANITIES,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF HUMANITIES,S1,A,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF HUMANITIES,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF ENGINEERING,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,MASTER TRACK PROGRAMS,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,DOUBLE DEGREE PROGRAMS,S1,B,SWASTA,D.K.I. JAKARTA,UNGGUL,4
47629750.0,45000.0,1600.0,FACULTY OF ENGINEERING,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,4
11550000.0,1668.0,119.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,TIDAK TERAKREDITASI,SWASTA,D.K.I. JAKARTA,C,3
11550000.0,1668.0,119.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,C,2
11550000.0,1668.0,119.0,FAKULTAS FISIOTERAPI,S1,B,SWASTA,D.K.I. JAKARTA,C,3
11550000.0,1668.0,119.0,FAKULTAS KESEHATAN MASYARAKAT,S1,B,SWASTA,D.K.I. JAKARTA,C,3
11550000.0,1668.0,119.0,FAKULTAS KEPERAWATAN DAN KEBIDANAN,S1,BAIK,SWASTA,D.K.I. JAKARTA,C,3
11550000.0,1668.0,119.0,FAKULTAS KEPERAWATAN DAN KEBIDANAN,S1,B,SWASTA,D.K.I. JAKARTA,C,3
11550000.0,1668.0,119.0,FAKULTAS SOSIAL DAN HUMANIORA,S1,BAIK,SWASTA,D.K.I. JAKARTA,C,3
11550000.0,1668.0,119.0,FAKULTAS KESEHATAN MASYARAKAT,S1,BAIK,SWASTA,D.K.I. JAKARTA,C,3
11550000.0,1668.0,119.0,FAKULTAS EKONOMI BISNIS,S1,C,SWASTA,D.K.I. JAKARTA,C,3
11550000.0,1668.0,119.0,FAKULTAS SOSIAL DAN HUMANIORA,S1,BAIK,SWASTA,D.K.I. JAKARTA,C,3
5195000.0,3443.0,172.0,FAKULTAS BISNIS,S1,B,SWASTA,BANTEN,BAIK,3
5195000.0,3443.0,172.0,FAKULTAS SOSIAL DAN HUMANIORA,S1,BAIK,SWASTA,BANTEN,BAIK,2
5195000.0,3443.0,172.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,BANTEN,BAIK,2
5195000.0,3443.0,172.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,BANTEN,BAIK,2
5195000.0,3443.0,172.0,FAKULTAS BISNIS,S1,BAIK SEKALI,SWASTA,BANTEN,BAIK,2
5195000.0,3443.0,172.0,FAKULTAS SOSIAL DAN HUMANIORA,S1,B,SWASTA,BANTEN,BAIK,3
5195000.0,3443.0,172.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,BANTEN,BAIK,2
11500000.0,10772.0,445.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,10772.0,445.0,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,3
10250000.0,8441.0,316.0,FAKULTAS ILMU SOSIAL DAN HUMANIORA,S1,UNGGUL,SWASTA,DKI JAKARTA,B,3
10250000.0,8441.0,316.0,FAKULTAS TEKNOLOGI DAN DESAIN,S1,BAIK SEKALI,SWASTA,DKI JAKARTA,B,3
10250000.0,8441.0,316.0,FAKULTAS TEKNOLOGI DAN DESAIN,S1,BAIK,SWASTA,DKI JAKARTA,B,3
10250000.0,8441.0,316.0,FAKULTAS ILMU SOSIAL DAN HUMANIORA,S1,B,SWASTA,DKI JAKARTA,B,3
10250000.0,8441.0,316.0,FAKULTAS TEKNOLOGI DAN DESAIN,S1,A,SWASTA,DKI JAKARTA,B,3
10250000.0,8441.0,316.0,FAKULTAS TEKNOLOGI DAN DESAIN,S1,B,SWASTA,DKI JAKARTA,B,3
10250000.0,8441.0,316.0,BUNDA MULIA LONG DISTANCE LEARNING,S1,B,SWASTA,DKI JAKARTA,B,3
10250000.0,8441.0,316.0,FAKULTAS ILMU SOSIAL DAN HUMANIORA,S1,B,SWASTA,DKI JAKARTA,B,3
10250000.0,8441.0,316.0,FAKULTAS ILMU SOSIAL DAN HUMANIORA,S1,A,SWASTA,DKI JAKARTA,B,3
10250000.0,8441.0,316.0,FAKULTAS TEKNOLOGI DAN DESAIN,S1,B,SWASTA,DKI JAKARTA,B,3
8902000.0,8625.0,8625.0,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA BARAT,B,3
8902000.0,8625.0,8625.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,SUMATERA BARAT,B,3
8902000.0,8625.0,8625.0,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,S1,B,SWASTA,SUMATERA BARAT,B,3
8902000.0,8625.0,8625.0,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,S1,A,SWASTA,SUMATERA BARAT,B,3
8902000.0,8625.0,8625.0,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA BARAT,B,3
8902000.0,8625.0,8625.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,SUMATERA BARAT,B,3
8902000.0,8625.0,8625.0,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,S1,B,SWASTA,SUMATERA BARAT,B,3
8902000.0,8625.0,8625.0,FAKULTAS HUKUM,S1,B,SWASTA,SUMATERA BARAT,B,3
