average_semester_fee,student_amount,lecturer_amount,institution_name,faculty,edu_level,accreditation,body_type,province,campus_accreditation,klaster
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS HUKUM,S1,A,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS KEDOKTERAN,S1,B,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,C,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS TEKNIK,S1,B,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,C,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS SASTRA DAN BAHASA,S1,B,SWASTA,DKI JAKARTA,B,2
15000000.0,5761.0,360.0,UNIVERSITAS KRISTEN INDONESIA,FAKULTAS TEKNIK,S1,B,SWASTA,DKI JAKARTA,B,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,S1,B,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,S1,BAIK,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS PSIKOLOGI,S1,A,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS ILMU SOSIAL DAN HUMANIORA,S1,B,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,C,2
28000000.0,3000.0,300.0,UNIVERSITAS KRISTEN KRIDA WACANA,FAKULTAS TEKNIK DAN ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,C,2
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,SCHOOL OF BUSINESS AND MANAGEMENT,S1,A,SWASTA,JAWA TIMUR,A,1
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,CIVIL ENGINEERING AND PLANNING,S1,A,SWASTA,JAWA TIMUR,A,1
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,HUMANITIES AND CREATIVE INDUSTRIES,S1,A,SWASTA,JAWA TIMUR,A,1
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,HUMANITIES AND CREATIVE INDUSTRIES,S1,A,SWASTA,JAWA TIMUR,A,1
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,TEACHER EDUCATION,S1,BAIK,SWASTA,JAWA TIMUR,A,3
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,TEACHER EDUCATION,S1,C,SWASTA,JAWA TIMUR,A,3
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,HUMANITIES AND CREATIVE INDUSTRIES,S1,A,SWASTA,JAWA TIMUR,A,1
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,INDUSTRIAL TECHNOLOGY,S1,A,SWASTA,JAWA TIMUR,A,1
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,INDUSTRIAL TECHNOLOGY,S1,A,SWASTA,JAWA TIMUR,A,1
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,HUMANITIES AND CREATIVE INDUSTRIES,S1,B,SWASTA,JAWA TIMUR,A,2
14000000.0,7260.0,348.0,UNIVERSITAS KRISTEN PETRA,CIVIL ENGINEERING AND PLANNING,S1,A,SWASTA,JAWA TIMUR,A,1
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS PERTANIAN DAN BISNIS,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS PERTANIAN DAN BISNIS,S1,A,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS EKONOMIKA DAN BISNIS,S1,UNGGUL,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS BIOLOGI,S1,A,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS TEKNIK ELEKTRONIKA DAN KOMPUTER,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS SAINS DAN MATEMATIKA,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,S1,C,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS ILMU SOSIAL DAN ILMU KOMUNIKASI,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS HUKUM,S1,A,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS ILMU SOSIAL DAN ILMU KOMUNIKASI,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS SAINS DAN MATEMATIKA,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS TEKNIK ELEKTRONIKA DAN KOMPUTER,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS PSIKOLOGI,S1,A,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS BAHASA DAN SENI,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS BAHASA DAN SENI,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS TEKNOLOGI INFORMASI,S1,A,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS ILMU SOSIAL DAN ILMU KOMUNIKASI,S1,A,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,A,4
138425000.0,10706.0,461.0,UNIVERSITAS KRISTEN SATYA WACANA,FAKULTAS TEOLOGI,S1,A,SWASTA,JAWA TENGAH,A,4
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,EKONOMI DAN BISNIS,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,TEKNIK,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,TEKNIK,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,HUKUM,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,TEKNIK,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,TEKNIK,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,EKONOMI DAN BISNIS,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,JAWA BARAT,B,2
5750000.0,7872.0,259.0,UNIVERSITAS LANGLANGBUANA,TEKNIK,S1,B,SWASTA,JAWA BARAT,B,2
10200000.0,1706.0,83.0,UNIVERSITAS MA CHUNG,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,JAWA TIMUR,B,2
10200000.0,1706.0,83.0,UNIVERSITAS MA CHUNG,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,JAWA TIMUR,B,2
10200000.0,1706.0,83.0,UNIVERSITAS MA CHUNG,FAKULTAS SAINS DAN TEKNOLOGI,S1,C,SWASTA,JAWA TIMUR,B,3
10200000.0,1706.0,83.0,UNIVERSITAS MA CHUNG,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,JAWA TIMUR,B,2
10200000.0,1706.0,83.0,UNIVERSITAS MA CHUNG,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,JAWA TIMUR,B,2
10200000.0,1706.0,83.0,UNIVERSITAS MA CHUNG,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,JAWA TIMUR,B,2
10200000.0,1706.0,83.0,UNIVERSITAS MA CHUNG,FAKULTAS BAHASA DAN SENI,S1,A,SWASTA,JAWA TIMUR,B,3
10200000.0,1706.0,83.0,UNIVERSITAS MA CHUNG,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,JAWA TIMUR,B,2
6672400.0,9118.0,312.0,UNIVERSITAS MAHASARASWATI DENPASAR,FAKULTAS PERTANIAN,S1,B,SWASTA,BALI,UNGGUL,2
6672400.0,9118.0,312.0,UNIVERSITAS MAHASARASWATI DENPASAR,FAKULTAS PERTANIAN,S1,B,SWASTA,BALI,UNGGUL,2
6672400.0,9118.0,312.0,UNIVERSITAS MAHASARASWATI DENPASAR,FAKULTAS EKONOMI,S1,B,SWASTA,BALI,UNGGUL,2
6672400.0,9118.0,312.0,UNIVERSITAS MAHASARASWATI DENPASAR,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,BALI,UNGGUL,2
6672400.0,9118.0,312.0,UNIVERSITAS MAHASARASWATI DENPASAR,FAKULTAS HUKUM,S1,B,SWASTA,BALI,UNGGUL,2
6672400.0,9118.0,312.0,UNIVERSITAS MAHASARASWATI DENPASAR,FAKULTAS KEDOKTERAN GIGI,S1,A,SWASTA,BALI,UNGGUL,1
6672400.0,9118.0,312.0,UNIVERSITAS MAHASARASWATI DENPASAR,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,BALI,UNGGUL,2
6672400.0,9118.0,312.0,UNIVERSITAS MAHASARASWATI DENPASAR,FAKULTAS TEKNIK,S1,B,SWASTA,BALI,UNGGUL,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS EKONOMI,S1,B,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS KEDOKTERAN,S1,BAIK SEKALI,SWASTA,LAMPUNG,B,3
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS HUKUM,S1,BAIK,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS TEKNIK,S1,C,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS KEDOKTERAN,S1,B,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS KEDOKTERAN,S1,B,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS KEDOKTERAN,S1,B,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS KESEHATAN MASYARAKAT,S1,B,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS TEKNIK,S1,B,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS EKONOMI,S1,C,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS TEKNIK,S1,C,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS KEDOKTERAN,S1,BAIK,SWASTA,LAMPUNG,B,2
13500000.0,5556.0,301.0,UNIVERSITAS MALAHAYATI,FAKULTAS TEKNIK,S1,C,SWASTA,LAMPUNG,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS PERTANIAN,S1,A,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS PERTANIAN,S1,BAIK SEKALI,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS TEKNIK,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS BIOLOGI,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS HUKUM,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS TEKNIK,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS TEKNIK,S1,C,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS TEKNIK,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS PSIKOLOGI,S1,B,SWASTA,SUMATERA UTARA,B,2
8625000.0,9103.0,9103.0,UNIVERSITAS MEDAN AREA,FAKULTAS TEKNIK,S1,B,SWASTA,SUMATERA UTARA,B,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS EKONOMI DAN BISNIS,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS DESAIN DAN SENI KREATIF,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS DESAIN DAN SENI KREATIF,S1,B,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS DESAIN DAN SENI KREATIF,S1,B,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS TEKNIK,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS ILMU KOMUNIKASI,S1,A,SWASTA,D.K.I. JAKARTA,UNGGUL,1
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS TEKNIK,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS ILMU KOMPUTER,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS EKONOMI DAN BISNIS,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS TEKNIK,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS PSIKOLOGI,S1,B,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS TEKNIK,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,2
5000000.0,22492.0,1080.0,UNIVERSITAS MERCU BUANA,FAKULTAS ILMU KOMPUTER,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,3
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS HUKUM,S1,A,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS PSIKOLOGI,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,2
9500000.0,7861.0,172.0,UNIVERSITAS MERDEKA MALANG,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,JAWA TIMUR,B,2
25000000.0,4687.0,167.0,UNIVERSITAS METHODIST INDONESIA,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA UTARA,B,2
25000000.0,4687.0,167.0,UNIVERSITAS METHODIST INDONESIA,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA UTARA,B,2
25000000.0,4687.0,167.0,UNIVERSITAS METHODIST INDONESIA,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA UTARA,B,2
25000000.0,4687.0,167.0,UNIVERSITAS METHODIST INDONESIA,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,SUMATERA UTARA,B,2
25000000.0,4687.0,167.0,UNIVERSITAS METHODIST INDONESIA,FAKULTAS KEDOKTERAN,S1,C,SWASTA,SUMATERA UTARA,B,2
25000000.0,4687.0,167.0,UNIVERSITAS METHODIST INDONESIA,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA UTARA,B,2
25000000.0,4687.0,167.0,UNIVERSITAS METHODIST INDONESIA,FAKULTAS SASTRA,S1,B,SWASTA,SUMATERA UTARA,B,2
25000000.0,4687.0,167.0,UNIVERSITAS METHODIST INDONESIA,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,SUMATERA UTARA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS EKONOMI,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS TEKNIK,S1,C,SWASTA,D.K.I. JAKARTA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS HUKUM,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS ILMU KOMUNIKASI,S1,C,SWASTA,D.K.I. JAKARTA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS TEKNIK,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS TEKNIK,S1,C,SWASTA,D.K.I. JAKARTA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS EKONOMI,S1,C,SWASTA,D.K.I. JAKARTA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS TEKNIK,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,2
5668500.0,2102.0,110.0,UNIVERSITAS MPU TANTULAR,FAKULTAS TEKNIK,S1,C,SWASTA,D.K.I. JAKARTA,B,2
7752500.0,5808.0,168.0,UNIVERSITAS MUHAMMADIYAH ACEH,FAKULTAS EKONOMI,S1,BAIK SEKALI,SWASTA,ACEH,BAIK SEKALI,3
7752500.0,5808.0,168.0,UNIVERSITAS MUHAMMADIYAH ACEH,FAKULTAS TEKNIK,S1,BAIK,SWASTA,ACEH,BAIK SEKALI,3
7752500.0,5808.0,168.0,UNIVERSITAS MUHAMMADIYAH ACEH,FAKULTAS HUKUM,S1,B,SWASTA,ACEH,BAIK SEKALI,3
7752500.0,5808.0,168.0,UNIVERSITAS MUHAMMADIYAH ACEH,FAKULTAS KESEHATAN MASYARAKAT,S1,UNGGUL,SWASTA,ACEH,BAIK SEKALI,3
7752500.0,5808.0,168.0,UNIVERSITAS MUHAMMADIYAH ACEH,FAKULTAS EKONOMI,S1,BAIK SEKALI,SWASTA,ACEH,BAIK SEKALI,3
