parent_institution_name,prodi_name,jenjang,wilayah,no_sk,tahun_sk,akreditasi_prodi,tanggal_kadaluarsa
Universitas Negeri Manado,Pendidikan IPS,S1,PTN,6799/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-27
Universitas Hindu Indonesia,Pendidikan Seni Karawitan Keagamaan Hindu,S1,08,6566/SK/BAN-PT/Akred/S/X/2020,2020,A,2025-10-20
STMIK Primakara,Teknik Informatika,S1,08,6761/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-27
Institut Agama Islam Negeri Palu,Pendidikan Agama Islam,S2,PTAN,6730/SK/BAN-PT/Akred/M/X/2020,2020,A,2025-10-27
Universitas Negeri Jakarta,Pendidikan Fisika,S1,PTN,6621/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-20
Universitas Subang,Ilmu Administrasi Negara,S1,04,6758/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-27
Institut Pertanian Bogor,Ekonomi Kelautan Tropika,S3,PTN,6570/SK/BAN-PT/Akred/D/X/2020,2020,A,2025-10-20
Sekolah Tinggi Pariwisata Triatma Jaya,Pariwisata,D-III,08,6589/SK/BAN-PT/Akred/Dipl-III/X/2020,2020,B,2025-10-20
Universitas Islam Madura,Pendidikan Guru Pendidikan Anak Usia Dini,S1,07,6597/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-20
Universitas Muhammadiyah Gresik,Pendidikan Islam Anak Usia Dini,S1,07,6644/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-21
STAI Yayasan Nurul Islam (YASNI) Muara Bungo,Pendidikan Guru Madrasah Ibtidaiyah (PGMI),S1,PTAS,6768/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-27
Sekolah Tinggi Ilmu Syariah (STIS) Ummul Ayman Pidie Jaya,Hukum Keluarga (Ahwal Al-Syakhsiyah),S1,PTAS,6769/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-27
Universitas Teknologi Yogyakarta,Sistem Komputer,S1,05,6620/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-20
Universitas Muhammadiyah Sukabumi,Pendidikan Teknologi Informasi,S1,04,6592/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-20
Universitas Sam Ratulangi,Teknologi Pangan,S1,PTN,6740/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-27
STKIP Suar Bangli,Pendidikan Guru Sekolah Dasar,S1,08,6757/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-27
Universitas Andi Djemma Palopo,Ekonomi Pembangunan,S1,09,6602/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-20
Institut Ilmu Kesehatan Bhakti Wiyata Kediri,Biologi,S1,07,6754/SK/BAN-PT/Akred/S/X/2020,2020,B,2025-10-27
Universitas Azzahra,Teknik Sipil,S1,03,6648/SK/BAN-PT/Akred/S/X/2020,2020,Baik,2025-10-21
Universitas Mochammad Sroedji,Teknik Sipil,S1,07,6608/SK/BAN-PT/Akred/S/X/2020,2020,Baik,2025-10-20
Sekolah Tinggi Teknologi Banten,Teknik Industri,S1,04,6792/SK/BAN-PT/Akred/S/X/2020,2020,Baik,2025-10-27
Universitas Gajayana,Psikologi,S1,07,6595/SK/BAN-PT/Akred/S/X/2020,2020,Baik Sekali,2025-10-20
Politeknik Pembangunan Pertanian Manokwari,Penyuluhan Pertanian Berkelanjutan,D-IV,PTKL,6772/SK/BAN-PT/Akred/ST/X/2020,2020,Baik Sekali,2025-10-27
Universitas WR Supratman,Ilmu Administrasi,S2,07,1252/SK/BAN-PT/Ak-PPJ/M/III/2021,2021,B,2025-12-30
Sekolah Tinggi Ilmu Ekonomi Eka Prasetya,Akuntansi,S1,01,6942/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
STAI Al-Fithrah Surabaya,Ilmu Al-Qur'an Dan Tafsir,S1,PTAS,7041/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
STKIP Nias Selatan,Pendidikan Bahasa Inggris,S1,01,6931/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Madako Toli-toli,Ilmu Pemerintahan,S1,16,7018/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Madako Toli-toli,Manajemen,S1,16,6969/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
STMIK Jabar,Sistem Informasi,S1,04,6987/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Kristen Indonesia Toraja,Teologi,S1,09,7081/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Tjut Nyak Dhien,Manajemen,S1,01,7004/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Pandanaran,Manajemen,S1,06,7035/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Panca Bhakti,Ilmu Hukum,S1,11,6872/SK/BAN-PT/Akred/S/XI/2020,2020,A,2025-11-03
Universitas Malikussaleh,Pendidikan Kimia,S1,PTN,7032/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Katolik Soegijapranata,Perpajakan,D-III,06,6877/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,A,2025-11-03
Politeknik Negeri Jember,Teknik Produksi Benih,D-IV,PTN,7079/SK/BAN-PT/Akred/ST/XI/2020,2020,B,2025-11-03
STMIK Time,Sistem Informasi,S1,01,7010/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Singaperbangsa Karawang,Manajemen Pendidikan Islam,S1,PTN,7031/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Prof Dr Hazairin SH,Hukum,S1,02,6891/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Katolik Santo Thomas,Pendidikan Guru Sekolah Dasar,S1,01,6941/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Politeknik Negeri Media Kreatif,Desain Grafis (Kampus Medan),D-III,PTN,6889/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,B,2025-11-03
Universitas Ivet,Teknik Bangunan Kapal,D-III,06,6964/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,B,2025-11-03
STIE Bumi Persada Lhokseumawe,Manajemen,S1,13,7082/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
STKIP Nias Selatan,Pendidikan Bahasa Dan Sastra Indonesia,S1,01,6976/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Tadulako,Akuntansi,D-III,PTN,6886/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,B,2025-11-03
Universitas Internasional Batam,Pariwisata,S1,17,6909/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
"STAI Nahdlatul Ulama (STAINU), Temanggung, Jawa Tengah",Manajemen Pendidikan Islam,S1,PTAS,6986/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Halu Oleo,Sastra Inggris,S1,PTN,6977/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-03
Universitas Nahdlatul Ulama Lampung,Pendidikan  Bahasa Inggris,S1,02,7078/SK/BAN-PT/Akred/S/XI/2020,2020,Baik,2025-11-03
Universitas Pembangunan Nasional Veteran Jawa Timur,Ilmu Lingkungan,S2,PTN,7074/SK/BAN-PT/Akred/M/XI/2020,2020,Baik,2025-11-03
Universitas Winaya Mukti,Arsitektur,S1,04,7069/SK/BAN-PT/Akred/S/XI/2020,2020,Baik,2025-11-03
Universitas Serang Raya,Ilmu Hukum,S1,04,7072/SK/BAN-PT/Akred/S/XI/2020,2020,Baik,2025-11-03
Universitas Muhammadiyah Luwuk Banggai,Budidaya Perairan,S1,16,7020/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-10-25
Sekolah Tinggi Ilmu Hukum Soelthan M Tsjafioeddin,Ilmu Hukum,S1,11,7026/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas HKBP Nommensen,Sastra Inggris,S1,01,7013/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Negeri Surabaya,Akuntansi,D-III,PTN,6930/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
STAI Diniyah Pekanbaru,Pendidikan Agama Islam,S1,PTAS,6940/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
STKIP PGRI Jombang,Pendidikan Pancasila Dan Kewarganegaraan,S1,07,6907/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Politeknik Manufaktur Ceper,Pengecoran,D-III,06,7025/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Universitas Lambung Mangkurat,Teknologi Hasil Perikanan,S1,PTN,6939/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Kristen Immanuel,Manajemen,S1,05,6906/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas 17 Agustus 1945 Banyuwangi,Pendidikan Bahasa Inggris,S1,07,6952/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Khairun,Agroteknologi,S1,PTN,7001/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Pattimura,Pendidikan Sejarah,S1,PTN,6896/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Tadulako,Teknik Mesin,D-III,PTN,7000/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Universitas Islam Negeri Sunan Kalijaga Yogyakarta,Perbandingan Mazhab,S1,PTAN,6863/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,A,2025-11-01
Universitas Mercu Buana Yogyakarta,Psikologi,S2,05,6992/SK/BAN-PT/Ak-PPJ/M/XI/2020,2020,B,2025-11-01
Sekolah Tinggi Ilmu Tarbiyah Al-Fattah Siman,Pendidikan Agama Islam,S1,PTAS,6991/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Negeri Jakarta,Pendidikan Geografi,S1,PTN,6868/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,A,2025-11-01
Universitas Negeri Jakarta,Teknik Elektronika,D-III,PTN,6916/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Universitas Negeri Jakarta,Teknik Sipil,D-III,PTN,6949/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Universitas Negeri Malang,Psikologi,S1,PTN,6926/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Sekolah Tinggi Ilmu Tarbiyah Kabupaten Tebo,Pendidikan Agama Islam,S1,PTAS,7034/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Sekolah Tinggi Agama Islam Yogyakarta,Pendidikan Bahasa Arab,S1,PTAS,7033/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Institut Keguruan Dan Ilmu Pendidikan PGRI Pontianak,Pendidikan Pancasila Dan Kewarganegaraan,S1,11,6917/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Islam Negeri Ar-Raniry Banda Aceh,Ilmu Perpustakaan,S1,PTAN,6925/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Institut Agama Islam Negeri Salatiga,Pendidikan Agama Islam,S1,PTAN,6874/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,A,2025-11-01
Universitas Galuh Ciamis,Teknik Industri,S1,04,7039/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Institut Agama Islam Al-Aziziyah Samalanga Biereuen Aceh,Pendidikan Agama Islam,S1,PTAS,6962/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Islam Negeri Antasari Banjarmasin,Perbankan Syariah,D-III,PTAN,6998/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Institut Agama Islam Ma'arif Metro Lampung,Pendidikan Agama Islam,S1,PTAS,6951/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tanjung Redeb,Ekonomi Pembangunan,S1,11,7007/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tanjung Redeb,Akuntansi,S1,11,6961/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Institut Hindu Dharma Negeri Denpasar,Pendidikan Agama Hindu,S1,PTAN,6934/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Sekolah Tinggi Agama Islam Al-Gazali Soppeng,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAS,7028/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Politeknik Negeri Batam,Teknik Elektronika,D-III,PTN,6921/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Kuningan,Pendidikan Bahasa Dan Sastra Daerah,S1,04,7023/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Prasetiya Mulya,Manajemen,S1,03,6837/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,A,2025-11-01
Universitas Siliwangi,Ilmu Politik,S1,PTN,6971/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Sekolah Tinggi Manajemen Informatika Dan Komputer Widya Pratama,Sistem Informasi,S1,06,6979/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Akademi Teknologi Adi Unggul Bhirawa (AUB) Surakarta,Teknik Elektronika,D-III,06,7012/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Universitas Islam Lamongan,Manajemen Sumber Daya Perairan,S1,07,6954/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Mochammad Sroedji,Ilmu Administrasi Negara,S1,07,6899/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Kristen Duta Wacana,Desain Produk,S1,05,6892/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Institut Pertanian Stiper,Teknik Pertanian,S1,05,6911/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Katolik Indonesia Atma Jaya,Psikologi,S2,03,6948/SK/BAN-PT/Ak-PPJ/M/XI/2020,2020,B,2025-11-01
Universitas Muhammadiyah Jakarta,Pendidikan Matematika,S1,03,7017/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Muhammadiyah Jakarta,Komunikasi Penyiaran Islam,S1,03,6984/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Bung Hatta,Sastra Indonesia,S1,10,6950/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Politeknik Mandiri Bina Prestasi,Akuntansi,D-III,01,7022/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Politeknik Mandiri Bina Prestasi,Administrasi Bisnis,D-III,01,6967/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Politeknik Negeri Lhokseumawe,Akuntansi,D-III,PTN,6965/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Politeknik Negeri Lhokseumawe,Administrasi Bisnis,D-III,PTN,6973/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Universitas Negeri Padang,Psikologi,S1,PTN,6919/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Negeri Padang,Pendidikan Luar Sekolah,S1,PTN,6850/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,A,2025-11-01
Universitas Muhammadiyah Kendari,Pendidikan Agama Islam,S1,09,6937/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Widya Gama,Agroteknologi,S1,07,6983/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Institut Keguruan Dan Ilmu Pendidikan PGRI Bojonegoro,Pendidikan Bahasa Dan Sastra Indonesia,S1,07,7005/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
STKIP PGRI Bandar Lampung,Pendidikan Matematika,S1,02,6994/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Abulyatama,Agribisnis,S1,13,7038/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Politeknik Negeri Lhokseumawe,Perbankan Dan Keuangan,D-III,PTN,7019/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-01
Universitas Borneo Tarakan,Akuakultur,S1,PTN,6970/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Ma Chung,Akuntansi,S1,07,6932/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-03
Universitas Negeri Medan,Pendidikan Geografi,S1,PTN,7087/SK/BAN-PT/Akred/S/XI/2020,2020,A,2025-11-04
Universitas Majalengka,Pendidikan Biologi,S1,04,7092/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-04
Institut Ilmu Kesehatan Bhakti Wiyata Kediri,Kimia,S1,07,7096/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-04
Sekolah Tinggi Ilmu Ekonomi Widya Gama,Akuntansi,S1,07,7165/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
IAIN Salatiga,Manajemen Bisnis Syariah,S1,PTAN,7211/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Institut Kesenian Jakarta - LPKJ,Seni Musik,S1,03,7239/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Universitas Islam Syekh Yusuf,Ilmu Hukum,S2,04,7203/SK/BAN-PT/Akred/M/XI/2020,2020,B,2025-11-10
Institut Seni Indonesia Padang Panjang,Seni Tari,S1,PTN,7130/SK/BAN-PT/Akred/S/XI/2020,2020,A,2025-11-10
Institut Seni Indonesia Padang Panjang,Seni Karawitan,S1,PTN,7135/SK/BAN-PT/Akred/S/XI/2020,2020,A,2025-11-10
STKIP Rokania,Pendidikan Bahasa Dan Sastra Indonesia,S1,10,7162/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Universitas Telkom,Manajemen Pemasaran,D-III,04,7168/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,B,2025-11-10
Institut Agama Islam As'adiyah Sengkang,Pendidikan Agama Islam,S2,PTAS,7196/SK/BAN-PT/Akred/M/XI/2020,2020,B,2025-11-10
Universitas Widyatama,Manajemen,D-III,04,7155/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,A,2025-11-10
Universitas Islam Makassar,Pendidikan Guru Sekolah Dasar,S1,09,7163/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Universitas Suryakancana,Agroteknologi,S1,04,7179/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Universitas Jenderal Soedirman,Bahasa Mandarin,D-III,PTN,7238/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,A,2025-11-10
Universitas Negeri Jakarta,Pendidikan Bahasa Perancis,S1,PTN,7237/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Politeknik Negeri Jember,Teknologi Industri Pangan,D-III,PTN,7154/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,A,2025-11-10
STKIP Bina Insan Mandiri,Pendidikan Guru Pendidikan Anak Usia Dini,S1,07,7171/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Universitas Negeri Jakarta,Ilmu Pendidikan Bahasa,S3,PTN,7134/SK/BAN-PT/Akred/D/XI/2020,2020,A,2025-11-10
STKIP Kusumanegara,Pendidikan Olah Raga,S1,03,7240/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Institut Teknologi Nasional Bandung,Desain Produk,S1,04,7132/SK/BAN-PT/Akred/S/XI/2020,2020,A,2025-11-10
Universitas Cenderawasih,Ilmu Manajemen,S3,PTN,7188/SK/BAN-PT/Akred/D/XI/2020,2020,B,2025-11-10
Universitas Bengkulu,Laboratorium Sains,D-III,PTN,7184/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,B,2025-11-10
Universitas Papua,Kehutanan,S2,PTN,7194/SK/BAN-PT/Akred/M/XI/2020,2020,B,2025-11-10
Universitas Alwashliyah,Ilmu Hukum,S1,01,7206/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Sekolah Tinggi Ilmu Ekonomi Hidayatullah Depok,Manajemen,S1,04,7187/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-10
Universitas Halu Oleo,Arkeologi,S1,PTN,7156/SK/BAN-PT/Akred/S/XI/2020,2020,A,2025-11-10
Universitas Nahdlatul Ulama Lampung,Statistika,S1,02,7230/SK/BAN-PT/Akred/S/XI/2020,2020,Baik,2025-11-10
Politeknik Darussalam,Akuntansi,D-III,02,7226/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,Baik,2025-11-10
Universitas Wijaya Kusuma Surabaya,Agribisnis,S2,07,7175/SK/BAN-PT/Akred/M/XI/2020,2020,Baik Sekali,2025-11-10
STKIP Bima,Pendidikan Kimia,S1,08,7220/SK/BAN-PT/Akred/S/XI/2020,2020,Baik,2025-11-10
Universitas Gajah Putih,Agribisnis,S1,13,7224/SK/BAN-PT/Akred/S/XI/2020,2020,Baik,2025-11-10
Universitas HKBP Nommensen Pematangsiantar,Pendidikan Kimia,S1,01,7231/SK/BAN-PT/Akred/S/XI/2020,2020,Baik,2025-11-10
Universitas Esa Unggul,Teknik Industri,S1,03,7177/SK/BAN-PT/Akred/S/XI/2020,2020,Baik Sekali,2025-11-10
Institut Sains Dan Teknologi Annuqayah,Biologi,S1,07,7232/SK/BAN-PT/Akred/S/XI/2020,2020,Baik,2025-11-10
Universitas Singaperbangsa Karawang,Ilmu Hukum,S1,PTN,7185/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Institut Agama Kristen Negeri Ambon,Musik Gereja,S1,PTAN,7173/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-01
Universitas Indo Global Mandiri,Akuntansi,S1,02,7199/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-08
Universitas Pembinaan Masyarakat Indonesia,Manajemen,S1,01,7209/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-08
Universitas Lancang Kuning,Sastra Daerah,S1,17,7172/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-08
Universitas Kristen Duta Wacana,Ilmu Teologi,S2,05,7133/SK/BAN-PT/Ak-PPJ/M/XI/2020,2020,A,2025-11-08
Sekolah Tinggi Manajemen Informatika Dan Komputer AKAKOM Yogyakarta,Manajemen Informatika,D-III,05,7198/SK/BAN-PT/Ak-PPJ/Dipl-III/XI/2020,2020,B,2025-11-08
Sekolah Tinggi Ilmu Ekonomi Pertiwi,Manajemen,S1,04,7180/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-08
Sekolah Tinggi Ilmu Ekonomi YPPI,Akuntansi,S1,06,7191/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-08
Universitas Bandar Lampung,Teknik Informatika,S1,02,7197/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-08
Universitas Muhammadiyah Kupang,Manajemen,S1,15,7204/SK/BAN-PT/Ak-PPJ/S/XI/2020,2020,B,2025-11-08
STIT Miftahul Ulum Bangkalan,Pendidikan Agama Islam,S1,PTAS,7265/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-11
Sekolah Tinggi Ilmu Tarbiyah Al- Kifayah Riau,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAS,7271/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-11
Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang,Manajemen,S1,06,7273/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-11
STAI Ahsanta Jambi,Manajemen Pendidikan Islam,S1,PTAS,7269/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-11
Universitas Halu Oleo,Hukum,S2,PTN,7266/SK/BAN-PT/Akred/M/XI/2020,2020,B,2025-11-11
STIA & Pemerintahan Annisa Dwi Salfarizi,Ilmu Administrasi Negara,S1,02,7280/SK/BAN-PT/Akred/S/XI/2020,2020,Baik,2025-11-11
Universitas Doktor Nugroho Magetan,Teknik Industri,S1,07,7234/SK/BAN-PT/Ak-TMSP/S/XI/2020,2020,Tidak Terakreditasi,
STAI Haji Agus Salim Cikarang Bekasi,Hukum Ekonomi Syariah (Muamalah),S1,PTAS,1258/SK/BAN-PT/Akred/S/III/2021,2021,B,2026-03-03
STKIP Nias Selatan,Pendidikan Matematika,S1,01,1248/SK/BAN-PT/Akred/S/III/2021,2021,B,2026-03-03
Universitas Pramita Indonesia,Ilmu Komunikasi,S1,04,7476/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-17
Sekolah Tinggi Ilmu Ekonomi LMII,Akuntansi,D-III,01,7435/SK/BAN-PT/Akred/Dipl-III/XI/2020,2020,B,2025-11-17
IAIN Tulungagung,Pendidikan Guru Madrasah Ibtidaiyyah,S2,PTAN,7373/SK/BAN-PT/Akred/M/XI/2020,2020,B,2025-11-17
Universitas Pasir Pengaraian,Ilmu Hukum,S1,17,7461/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-17
STAI Al-Amin Gersik Kediri Lombok Barat,Pendidikan Agama Islam,S1,PTAS,7459/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-17
Universitas Madako Toli-toli,Ekonomi Pembangunan,S1,16,7480/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-17
Institut Pesantren KH. Abdul Chalim Pacet Mojokerto,Ilmu Al-Qur'an Dan Tafsir,S1,PTAS,7401/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-17
Institut Agama Islam (IAI) Al-Khoziny,Hukum Keluarga (Ahwal Al Syakhshiyah),S1,PTAS,7478/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-17
Universitas Sam Ratulangi,Arsitektur,S2,PTN,7398/SK/BAN-PT/Akred/M/XI/2020,2020,B,2025-11-17
STAI Diponegoro Tulungagung,Pendidikan Agama Islam,S1,PTAS,7383/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-17
Universitas Halu Oleo,Ilmu Hukum,S1,PTN,7344/SK/BAN-PT/Akred/S/XI/2020,2020,A,2025-11-17
Institut Seni Indonesia Surakarta,Fotografi,S1,PTN,7397/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-17
Institut Agama Islam Bunga Bangsa Cirebon,Komunikasi Dan Penyiaran Islam,S1,PTAS,7392/SK/BAN-PT/Akred/S/XI/2020,2020,B,2025-11-17
Institut Manajemen Koperasi Indonesia,Manajemen,S2,04,7540/SK/BAN-PT/Akred/M/XI/2020,2020,B,2025-11-17
