prodi_code,institution_code,faculty,prodi,akreditasi_prodi
prodi-2767,rencanamu-95,UNKNOWN,PENDIDIKAN BIOLOGI,A
prodi-2768,rencanamu-95,UNKNOWN,PENDIDIKAN FISIKA,A
prodi-2769,rencanamu-95,UNKNOWN,PENDIDIKAN GURU PAUD,B
prodi-2770,rencanamu-95,UNKNOWN,PENDIDIKAN GURU SD,B
prodi-2771,rencanamu-95,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2772,rencanamu-95,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,A
prodi-2773,rencanamu-95,UNKNOWN,ILMU KESEHATAN MASYARAKAT,B
prodi-2774,rencanamu-95,UNKNOWN,BIOLOGI,A
prodi-2775,rencanamu-95,UNKNOWN,MATEMATIKA,B
prodi-2776,rencanamu-95,UNKNOWN,SISTEM INFORMASI,B
prodi-2777,rencanamu-95,UNKNOWN,ILMU KOMUNIKASI,B
prodi-2778,rencanamu-95,UNKNOWN,SASTRA INDONESIA,B
prodi-2779,rencanamu-95,UNKNOWN,SASTRA INGGRIS,A
prodi-2780,rencanamu-95,UNKNOWN,PSIKOLOGI,A
prodi-2781,rencanamu-95,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2782,rencanamu-95,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2783,rencanamu-95,UNKNOWN,TEKNIK INFORMATIKA,A
prodi-2784,rencanamu-95,UNKNOWN,TEKNIK KIMIA,B
prodi-2785,rencanamu-95,UNKNOWN,PENDIDIKAN FISIKA,B
prodi-2786,rencanamu-95,UNKNOWN,FARMASI,B
prodi-2787,rencanamu-95,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2788,rencanamu-95,UNKNOWN,MANAJEMEN PENDIDIKAN,B
prodi-2789,rencanamu-222,UNKNOWN,AKUNTANSI,A
prodi-2790,rencanamu-222,UNKNOWN,EKONOMI PEMBANGUNAN,A
prodi-2791,rencanamu-222,UNKNOWN,MANAJEMEN,A
prodi-2792,rencanamu-222,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2793,rencanamu-222,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2794,rencanamu-222,UNKNOWN,TEKNIK MESIN,B
prodi-2795,rencanamu-222,UNKNOWN,TEKNIK SIPIL,A
prodi-2796,rencanamu-222,UNKNOWN,FARMASI,B
prodi-2797,rencanamu-222,UNKNOWN,ILMU KEPERAWATAN,B
prodi-2798,rencanamu-222,UNKNOWN,KEDOKTERAN GIGI,A
prodi-2799,rencanamu-222,UNKNOWN,PENDIDIKAN KEDOKTERAN,B
prodi-2800,rencanamu-222,UNKNOWN,AGROTEKNOLOGI,A
prodi-2801,rencanamu-222,UNKNOWN,AGRIBISNIS,A
prodi-2802,rencanamu-222,UNKNOWN,MUAMALAT,A
prodi-2803,rencanamu-222,UNKNOWN,KOMUNIKASI DAN PENYIARAN ISLAM,A
prodi-2804,rencanamu-222,UNKNOWN,PENDIDIKAN AGAMA ISLAM,A
prodi-2805,rencanamu-222,UNKNOWN,ILMU HUKUM,A
prodi-2806,rencanamu-222,UNKNOWN,ILMU HUBUNGAN INTERNASIONAL,A
prodi-2807,rencanamu-222,UNKNOWN,ILMU KOMUNIKASI,A
prodi-2808,rencanamu-222,UNKNOWN,ILMU PEMERINTAHAN,A
prodi-2809,rencanamu-222,UNKNOWN,PENDIDIKAN BAHASA ARAB,B
prodi-2810,rencanamu-222,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,A
prodi-2811,rencanamu-222,UNKNOWN,PENDIDIKAN BAHASA JEPANG,B
prodi-2812,rencanamu-23,UNKNOWN,TEKNIK KIMIA,B
prodi-2813,rencanamu-23,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2814,rencanamu-23,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2815,rencanamu-23,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2816,rencanamu-23,UNKNOWN,TEKNIK MESIN,B
prodi-2817,rencanamu-23,UNKNOWN,TEKNIK GEOLOGI,B
prodi-2818,rencanamu-23,UNKNOWN,STATISTIKA,B
prodi-2819,rencanamu-23,UNKNOWN,SISTEM KOMPUTER,B
prodi-2820,rencanamu-23,UNKNOWN,TEKNIK LINGKUNGAN,B
prodi-2821,rencanamu-176,UNKNOWN,BIOLOGI,A
prodi-2822,rencanamu-176,UNKNOWN,AKUNTANSI,B
prodi-2823,rencanamu-176,UNKNOWN,MANAJEMEN,B
prodi-2824,rencanamu-176,UNKNOWN,ARSITEKTUR,A
prodi-2825,rencanamu-176,UNKNOWN,DESAIN PRODUK,B
prodi-2826,rencanamu-176,UNKNOWN,ILMU TEOLOGI,A
prodi-2827,rencanamu-176,UNKNOWN,SISTEM INFORMASI,B
prodi-2828,rencanamu-176,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2829,rencanamu-176,UNKNOWN,KEDOKTERAN,B
prodi-2830,rencanamu-176,UNKNOWN,ARSITEKTUR,B
prodi-2831,rencanamu-176,UNKNOWN,KAJIAN KONFLIK DAN PERDAMAIAN,B
prodi-2832,rencanamu-176,UNKNOWN,MANAJEMEN,-
prodi-2833,rencanamu-100,UNKNOWN,AKUNTANSI,A
prodi-2834,rencanamu-100,UNKNOWN,EKONOMI PEMBANGUNAN,A
prodi-2835,rencanamu-100,UNKNOWN,MANAJEMEN,A
prodi-2836,rencanamu-100,UNKNOWN,ILMU HUKUM,A
prodi-2837,rencanamu-100,UNKNOWN,BIOLOGI,A
prodi-2838,rencanamu-100,UNKNOWN,ILMU KOMUNIKASI,A
prodi-2839,rencanamu-100,UNKNOWN,SOSIOLOGI,A
prodi-2840,rencanamu-100,UNKNOWN,ARSITEKTUR,A
prodi-2841,rencanamu-100,UNKNOWN,TEKNIK INDUSTRI,A
prodi-2842,rencanamu-100,UNKNOWN,TEKNIK INFORMATIKA,A
prodi-2843,rencanamu-100,UNKNOWN,TEKNIK SIPIL,A
prodi-2844,rencanamu-100,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2845,rencanamu-100,UNKNOWN,TEKNIK SIPIL,B
prodi-2846,rencanamu-259,UNKNOWN,AKUNTANSI,B
prodi-2847,rencanamu-259,UNKNOWN,MANAJEMEN,B
prodi-2848,rencanamu-259,UNKNOWN,ILMU SEJARAH,B
prodi-2849,rencanamu-259,UNKNOWN,SASTRA INDONESIA,A
prodi-2850,rencanamu-259,UNKNOWN,SASTRA INGGRIS,A
prodi-2851,rencanamu-259,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-2852,rencanamu-259,UNKNOWN,ILMU AGAMA KATOLIK,A
prodi-2853,rencanamu-259,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A
prodi-2854,rencanamu-259,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,A
prodi-2855,rencanamu-259,UNKNOWN,PENDIDIKAN BIOLOGI,A
prodi-2856,rencanamu-259,UNKNOWN,PENDIDIKAN EKONOMI,A
prodi-2857,rencanamu-259,UNKNOWN,PENDIDIKAN FISIKA,A
prodi-2858,rencanamu-259,UNKNOWN,PENDIDIKAN GURU SD,A
prodi-2859,rencanamu-259,UNKNOWN,PENDIDIKAN MATEMATIKA,A
prodi-2860,rencanamu-259,UNKNOWN,PENDIDIKAN SEJARAH,A
prodi-2861,rencanamu-259,UNKNOWN,MATEMATIKA,B
prodi-2862,rencanamu-259,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2863,rencanamu-259,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2864,rencanamu-259,UNKNOWN,TEKNIK MESIN,B
prodi-2865,rencanamu-259,UNKNOWN,ILMU PSIKOLOGI,A
prodi-2866,rencanamu-259,UNKNOWN,FARMASI,A
prodi-2867,rencanamu-259,UNKNOWN,ILMU TEOLOGI,A
prodi-2868,rencanamu-196,UNKNOWN,PETERNAKAN,B
prodi-2869,rencanamu-196,UNKNOWN,TEKNOLOGI HASIL PERTANIAN,B
prodi-2870,rencanamu-196,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,C
prodi-2871,rencanamu-196,UNKNOWN,PENDIDIKAN MATEMATIKA,C
prodi-2872,rencanamu-196,UNKNOWN,AKUNTANSI,B
prodi-2873,rencanamu-196,UNKNOWN,MANAJEMEN,B
prodi-2874,rencanamu-196,UNKNOWN,PSIKOLOGI,A
prodi-2875,rencanamu-196,UNKNOWN,SISTEM INFORMASI,C
prodi-2876,rencanamu-196,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2877,rencanamu-196,UNKNOWN,ILMU KOMUNIKASI,C
prodi-2878,rencanamu-72,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2879,rencanamu-72,UNKNOWN,TEKNIK GEOLOGI,B
prodi-2880,rencanamu-72,UNKNOWN,TEKNIK MESIN,B
prodi-2881,rencanamu-72,UNKNOWN,TEKNIK PERTAMBANGAN,B
prodi-2882,rencanamu-72,UNKNOWN,TEKNIK SIPIL,B
prodi-2883,rencanamu-72,UNKNOWN,TEKNIK ELEKTRO,C
prodi-2884,rencanamu-72,UNKNOWN,TEKNIK MESIN,C
prodi-2885,rencanamu-59,UNKNOWN,AKUNTANSI,-
prodi-2886,rencanamu-59,UNKNOWN,AKUNTANSI,A
prodi-2887,rencanamu-59,UNKNOWN,MANAJEMEN,A
prodi-2888,rencanamu-59,UNKNOWN,MANAJEMEN,-
prodi-2889,rencanamu-260,UNKNOWN,AGRIBISNIS,B
prodi-2890,rencanamu-260,UNKNOWN,AGROTEKNOLOGI,B
prodi-2891,rencanamu-260,UNKNOWN,AKUNTANSI,A
prodi-2892,rencanamu-260,UNKNOWN,MANAJEMEN,A
prodi-2893,rencanamu-260,UNKNOWN,ILMU PSIKOLOGI,B
prodi-2894,rencanamu-260,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2895,rencanamu-260,UNKNOWN,TEKNIK SIPIL,B
prodi-2896,rencanamu-260,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-2897,rencanamu-260,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2898,rencanamu-260,UNKNOWN,PENDIDIKAN FISIKA,A
prodi-2899,rencanamu-260,UNKNOWN,PENDIDIKAN GURU SD,A
prodi-2900,rencanamu-260,UNKNOWN,PENDIDIKAN ILMU PENGETAHUAN ALAM,B
prodi-2901,rencanamu-260,UNKNOWN,PENDIDIKAN KESEJAHTERAAN KELUARGA,B
prodi-2902,rencanamu-260,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2903,rencanamu-260,UNKNOWN,PENDIDIKAN SENI RUPA,B
prodi-2904,rencanamu-260,UNKNOWN,PENDIDIKAN TEKNIK MESIN,A
prodi-2905,rencanamu-160,UNKNOWN,ILMU HUKUM,A
prodi-2906,rencanamu-160,UNKNOWN,AKUNTANSI,B
prodi-2907,rencanamu-160,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2908,rencanamu-160,UNKNOWN,MANAJEMEN,B
prodi-2909,rencanamu-160,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2910,rencanamu-160,UNKNOWN,TEKNIK MESIN,B
prodi-2911,rencanamu-160,UNKNOWN,TEKNIK SIPIL,B
prodi-2912,rencanamu-160,UNKNOWN,AGRIBISNIS,A
prodi-2913,rencanamu-252,UNKNOWN,MANAJEMEN,B
prodi-2914,rencanamu-252,UNKNOWN,TEKNIK MESIN,C
prodi-2915,rencanamu-252,UNKNOWN,TEKNIK PERMINYAKAN,C
prodi-2916,rencanamu-252,UNKNOWN,ILMU HUKUM,C
prodi-2917,rencanamu-252,UNKNOWN,PSIKOLOGI,C
prodi-2918,rencanamu-252,UNKNOWN,ILMU ADMINISTRASI NEGARA,B
prodi-2919,rencanamu-278,UNKNOWN,TEKNOLOGI PANGAN,C
prodi-2920,rencanamu-278,UNKNOWN,SOSIOLOGI,B
prodi-2921,rencanamu-278,UNKNOWN,ADMINISTRASI NEGARA,B
prodi-2922,rencanamu-278,UNKNOWN,MANAJEMEN,B
prodi-2923,rencanamu-278,UNKNOWN,AKUNTANSI,C
prodi-2924,rencanamu-278,UNKNOWN,ILMU HUKUM,C
prodi-2925,rencanamu-278,UNKNOWN,TEKNIK INDUSTRI,C
prodi-2926,rencanamu-278,UNKNOWN,ARSITEKTUR,C
prodi-2927,rencanamu-65,UNKNOWN,MANAJEMEN INFORMATIKA,A
prodi-2928,rencanamu-65,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2929,rencanamu-65,UNKNOWN,SISTEM INFORMASI,B
prodi-2930,rencanamu-98,UNKNOWN,ILMU KEPERAWATAN,-
prodi-2931,rencanamu-98,UNKNOWN,ILMU GIZI,B
prodi-2932,rencanamu-98,UNKNOWN,ADMINISTRASI RUMAH SAKIT,B
prodi-2933,rencanamu-98,UNKNOWN,ILMU FARMASI,C
prodi-2934,rencanamu-98,UNKNOWN,KEBIDANAN,-
prodi-2935,rencanamu-98,UNKNOWN,PENDIDIKAN AGAMA ISLAM,B
prodi-2936,rencanamu-98,UNKNOWN,PENDIDIKAN GURU MI,B
prodi-2937,rencanamu-98,UNKNOWN,EKONOMI SYARIAH,B
prodi-2938,rencanamu-98,UNKNOWN,PERBANKAN SYARIAH,B
prodi-2939,rencanamu-98,UNKNOWN,PENDIDIKAN MATEMATIKA,C
prodi-2940,rencanamu-98,UNKNOWN,PENDIDIKAN GURU SD,C
prodi-2941,rencanamu-98,UNKNOWN,MANAJEMEN,C
prodi-2942,rencanamu-98,UNKNOWN,AKUNTANSI,C
prodi-2943,rencanamu-98,UNKNOWN,SISTEM INFORMASI,-
prodi-2944,rencanamu-98,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2945,rencanamu-70,UNKNOWN,HOSPITALITY,A
prodi-2946,rencanamu-70,UNKNOWN,PERHOTELAN,B
prodi-2947,rencanamu-6,UNKNOWN,PERHOTELAN,B
prodi-2948,rencanamu-272,UNKNOWN,AKUNTANSI,A
prodi-2949,rencanamu-272,UNKNOWN,MANAJEMEN,A
prodi-2950,rencanamu-272,UNKNOWN,TEKNIK INFORMATIKA,A
prodi-2951,rencanamu-272,UNKNOWN,SISTEM INFORMASI,B
prodi-2952,rencanamu-272,UNKNOWN,SASTRA INGGRIS,A
prodi-2953,rencanamu-272,UNKNOWN,PSIKOLOGI,B
prodi-2954,rencanamu-272,UNKNOWN,SISTEM KOMPUTER,B
prodi-2955,rencanamu-272,UNKNOWN,TEKNIK SIPIL,B
prodi-2956,rencanamu-272,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2957,rencanamu-272,UNKNOWN,ARSITEKTUR,A
prodi-2958,rencanamu-272,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2959,rencanamu-272,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-2960,rencanamu-272,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2961,rencanamu-272,UNKNOWN,PENDIDIKAN TEKNOLOGI ARGOINDUSTRI,B
prodi-2962,rencanamu-272,UNKNOWN,MANAJEMEN INFORMATIKA,A
prodi-2963,rencanamu-272,UNKNOWN,BAHASA JEPANG,B
prodi-2964,rencanamu-248,UNKNOWN,PENDIDIKAN SEJARAH,B
prodi-2965,rencanamu-248,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-2966,rencanamu-248,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2967,rencanamu-248,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2968,rencanamu-248,UNKNOWN,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,B
prodi-2969,rencanamu-248,UNKNOWN,BAHASA DAN SASTRA INDONESIA,C
prodi-2970,rencanamu-248,UNKNOWN,BAHASA INGGRIS,C
prodi-2971,rencanamu-248,UNKNOWN,AKUNTANSI,B
prodi-2972,rencanamu-248,UNKNOWN,MANAJEMEN,A
prodi-2973,rencanamu-248,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2974,rencanamu-248,UNKNOWN,AGROTEKNOLOGI,C
prodi-2975,rencanamu-255,UNKNOWN,ILMU GIZI,B
prodi-2976,rencanamu-255,UNKNOWN,ILMU KEPERAWATAN,B
prodi-2977,rencanamu-255,UNKNOWN,ILMU KESEHATAN MASYARAKAT,B
prodi-2978,rencanamu-255,UNKNOWN,KEBIDANAN,B
prodi-2979,rencanamu-255,UNKNOWN,PENDIDIKAN BIDAN,B
prodi-2980,rencanamu-255,UNKNOWN,SISTEM INFORMASI,C
prodi-2981,rencanamu-255,UNKNOWN,TEKNIK ELEKTRO,C
prodi-2982,rencanamu-255,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2983,rencanamu-255,UNKNOWN,MANAJEMEN INFORMATIKA,B
prodi-2984,rencanamu-22,UNKNOWN,AGRIBISNIS,B
prodi-2985,rencanamu-22,UNKNOWN,AGROTEKNOLOGI,B
prodi-2986,rencanamu-22,UNKNOWN,TEKNIK PERTANIAN,B
prodi-2987,rencanamu-22,UNKNOWN,TEKNOLOGI HASIL PERTANIAN,B
prodi-2988,rencanamu-22,UNKNOWN,KEHUTANAN,C
prodi-2989,rencanamu-22,UNKNOWN,BUDIDAYA HUTAN,C
prodi-2990,rencanamu-189,UNKNOWN,AKUNTANSI,B
prodi-2991,rencanamu-189,UNKNOWN,MANAJEMEN,B
prodi-2992,rencanamu-189,UNKNOWN,AGRIBISNIS,B
prodi-2993,rencanamu-189,UNKNOWN,AGROTEKNOLOGI,B
prodi-2994,rencanamu-189,UNKNOWN,TEKNIK SIPIL,B
prodi-2995,rencanamu-189,UNKNOWN,ILMU HUKUM,B
prodi-2996,rencanamu-189,UNKNOWN,PENDIDIKAN DOKTER GIGI,A
prodi-2997,rencanamu-189,UNKNOWN,PENDIDIKAN PROFESI DOKTER GIGI,A
prodi-2998,rencanamu-189,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A
prodi-2999,rencanamu-189,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-3000,rencanamu-189,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-3001,rencanamu-189,UNKNOWN,BIOLOGI,B
prodi-3002,rencanamu-189,UNKNOWN,ILMU SEJARAH,B
prodi-3003,rencanamu-79,UNKNOWN,TEKNIK INFORMATIKA,-
prodi-3004,rencanamu-79,UNKNOWN,SISTEM KOMPUTER,-
prodi-3005,rencanamu-41,UNKNOWN,MANAJEMEN PERHOTELAN,-
prodi-3006,rencanamu-41,UNKNOWN,PERHOTELAN,-
prodi-3007,rencanamu-41,UNKNOWN,CULINARY ARTS,-
prodi-3008,rencanamu-124,UNKNOWN,AKUNTANSI,C
prodi-3009,rencanamu-124,UNKNOWN,MANAJEMEN,B
prodi-3010,rencanamu-124,UNKNOWN,D4 PERHOTELAN,C
prodi-3011,rencanamu-124,UNKNOWN,PENDIDIKAN GURU PAUD,B
prodi-3012,rencanamu-124,UNKNOWN,PENDIDIKAN KESEJAHTERAAN KELUARGA,C
prodi-3013,rencanamu-124,UNKNOWN,SASTRA INGGRIS,C
prodi-3014,rencanamu-124,UNKNOWN,FISIOTERAPI,B
prodi-3015,rencanamu-124,UNKNOWN,ILMU GIZI,C
prodi-3016,rencanamu-124,UNKNOWN,ILMU KESEHATAN MASYARAKAT,B
prodi-3017,rencanamu-124,UNKNOWN,ILMU PSIKOLOGI,C
prodi-3018,rencanamu-124,UNKNOWN,PEREKAM DAN INFORMASI KESEHATAN,B
prodi-3019,rencanamu-124,UNKNOWN,BIOLOGI,B
prodi-3020,rencanamu-124,UNKNOWN,ILMU KOMPUTER,-
prodi-3021,rencanamu-124,UNKNOWN,SISTEM INFORMASI,C
prodi-3022,rencanamu-124,UNKNOWN,MANAJEMEN PEMASARAN,C
prodi-3023,rencanamu-128,UNKNOWN,ILMU HUKUM,B
prodi-3024,rencanamu-128,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-3025,rencanamu-128,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA DAERAH,B
prodi-3026,rencanamu-128,UNKNOWN,PENDIDIKAN GURU SD,C
prodi-3027,rencanamu-128,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,C
prodi-3028,rencanamu-128,UNKNOWN,ARSITEKTUR,B
prodi-3029,rencanamu-128,UNKNOWN,ILMU KOMUNIKASI,B
prodi-3030,rencanamu-128,UNKNOWN,AGROTEKNOLOGI,B
prodi-3031,rencanamu-128,UNKNOWN,AGRIBISNIS,B
prodi-3032,rencanamu-80,UNKNOWN,PENDIDIKAN MATEMATIKA,C
prodi-3033,rencanamu-80,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-3034,rencanamu-80,UNKNOWN,PENDIDIKAN FISIKA,C
prodi-3035,rencanamu-80,UNKNOWN,SOSIOLOGI,C
prodi-3036,rencanamu-210,UNKNOWN,TEKNIK SIPIL,B
prodi-3037,rencanamu-210,UNKNOWN,PERENCANAAN WILAYAH DAN KOTA,B
prodi-3038,rencanamu-210,UNKNOWN,TEKNIK PERTANIAN,B
prodi-3039,rencanamu-210,UNKNOWN,TEKNOLOGI HASIL PERTANIAN,C
prodi-3040,rencanamu-210,UNKNOWN,ILMU ADMINISTRASI NEGARA,B
prodi-3041,rencanamu-210,UNKNOWN,ILMU ADMINISTRASI NIAGA,B
prodi-3042,rencanamu-210,UNKNOWN,ILMU PEMERINTAHAN,B
prodi-3043,rencanamu-210,UNKNOWN,ILMU HUKUM,B
prodi-3044,rencanamu-210,UNKNOWN,PENDIDIKAN FISIKA,B
prodi-3045,rencanamu-210,UNKNOWN,PENDIDIKAN MATEMATIKA,C
prodi-3046,rencanamu-210,UNKNOWN,PENDIDIKAN GEOGRAFI,B
prodi-3047,rencanamu-210,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-3048,rencanamu-210,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-3049,rencanamu-210,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-3050,rencanamu-210,UNKNOWN,PENDIDIKAN SEJARAH,C
prodi-3051,rencanamu-210,UNKNOWN,PENDIDIKAN BAHASA ARAB,C
prodi-3052,rencanamu-210,UNKNOWN,KEBIDANAN,C
prodi-3053,rencanamu-210,UNKNOWN,FARMASI,C
prodi-3054,rencanamu-210,UNKNOWN,TEKNIK PERTAMBANGAN,C
prodi-3055,rencanamu-210,UNKNOWN,ILMU PERPUSTAKAAN,B
prodi-3056,rencanamu-14,UNKNOWN,TEKNOLOGI PENDIDIKAN,-
prodi-3057,rencanamu-14,UNKNOWN,BIMBINGAN DAN KONSELING,-
prodi-3058,rencanamu-14,UNKNOWN,ADMINISTRASI PENDIDIKAN,-
prodi-3059,rencanamu-14,UNKNOWN,PENDIDIKAN LUAR SEKOLAH,-
prodi-3060,rencanamu-14,UNKNOWN,MATEMATIKA,C
prodi-3061,rencanamu-14,UNKNOWN,FISIKA,-
prodi-3062,rencanamu-14,UNKNOWN,KIMIA,-
prodi-3063,rencanamu-14,UNKNOWN,BIOLOGI,-
prodi-3064,rencanamu-14,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,C
prodi-3065,rencanamu-14,UNKNOWN,PENDIDIKAN OLAHRAGA DAN KESEHATAN,C
prodi-3066,rencanamu-137,UNKNOWN,SISTEM INFORMASI,B
prodi-3067,rencanamu-137,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-3068,rencanamu-137,UNKNOWN,TEKNIK KOMPUTER,-
prodi-3069,rencanamu-137,UNKNOWN,TEKNIK LINGKUNGAN,C
prodi-3070,rencanamu-137,UNKNOWN,STATISTIKA,C
prodi-3071,rencanamu-137,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-3072,rencanamu-137,UNKNOWN,PENDIDIKAN BIOLOGI,B
prodi-3073,rencanamu-137,UNKNOWN,PENDIDIKAN FISIKA,B
prodi-3074,rencanamu-137,UNKNOWN,PENDIDIKAN INFORMATIKA,B
prodi-3075,rencanamu-137,UNKNOWN,FARMASI,C
prodi-3076,rencanamu-137,UNKNOWN,PENDIDIKAN BAHASA INDONESIA,B
prodi-3077,rencanamu-137,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-3078,rencanamu-137,UNKNOWN,"PENDIDIKAN SENI DRAMA, TARI DAN MUSIK",B
prodi-3079,rencanamu-137,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-3080,rencanamu-137,UNKNOWN,PENDIDIKAN GURU SD,B
prodi-3081,rencanamu-137,UNKNOWN,PENDIDIKAN GURU PAUD,B
prodi-3082,rencanamu-137,UNKNOWN,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",B
prodi-3083,rencanamu-137,UNKNOWN,PENDIDIKAN EKONOMI,B
prodi-3084,rencanamu-137,UNKNOWN,PENDIDIKAN SEJARAH,B
prodi-3085,rencanamu-137,UNKNOWN,PENDIDIKAN GEOGRAFI,B
prodi-3086,rencanamu-137,UNKNOWN,PENDIDIKAN SOSIOLOGI,B
prodi-3087,rencanamu-132,UNKNOWN,MANAJEMEN,B
prodi-3088,rencanamu-132,UNKNOWN,EKONOMI PEMBANGUNAN,C
prodi-3089,rencanamu-132,UNKNOWN,AKUNTANSI,C
prodi-3090,rencanamu-132,UNKNOWN,ILMU HUKUM,B
prodi-3091,rencanamu-132,UNKNOWN,TEKNIK SIPIL,C
prodi-3092,rencanamu-132,UNKNOWN,ARSITEKTUR,B
prodi-3093,rencanamu-132,UNKNOWN,PENDIDIKAN SEJARAH,B
prodi-3094,rencanamu-132,UNKNOWN,PENDIDIKAN FISIKA,C
prodi-3095,rencanamu-132,UNKNOWN,BAHASA DAN SASTRA INDONESIA,B
prodi-3096,rencanamu-132,UNKNOWN,PENDIDIKAN EKONOMI,C
prodi-3097,rencanamu-132,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-3098,rencanamu-132,UNKNOWN,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,C
prodi-3099,rencanamu-132,UNKNOWN,SASTRA INGGRIS,B
prodi-3100,rencanamu-132,UNKNOWN,AGROTEKNOLOGI,C
prodi-3101,rencanamu-172,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-3102,rencanamu-172,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,C
prodi-3103,rencanamu-172,UNKNOWN,PENDIDIKAN FISIKA,B
prodi-3104,rencanamu-172,UNKNOWN,PENDIDIKAN BIOLOGI,B
prodi-3105,rencanamu-172,UNKNOWN,PENDIDIKAN KIMIA,C
prodi-3106,rencanamu-172,UNKNOWN,PENDIDIKAN MATEMATIKA,C
prodi-3107,rencanamu-172,UNKNOWN,TEKNIK SIPIL,C
prodi-3108,rencanamu-172,UNKNOWN,ARSITEKTUR,B
prodi-3109,rencanamu-172,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-3110,rencanamu-172,UNKNOWN,MANAJEMEN,B
prodi-3111,rencanamu-172,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-3112,rencanamu-172,UNKNOWN,AKUNTANSI,B
prodi-3113,rencanamu-172,UNKNOWN,ADMINISTRASI NEGARA,B
prodi-3114,rencanamu-172,UNKNOWN,ILMU PEMERINTAHAN,B
prodi-3115,rencanamu-172,UNKNOWN,ILMU KOMUNIKASI,B
prodi-3116,rencanamu-172,UNKNOWN,ILMU HUKUM,B
prodi-3117,rencanamu-172,UNKNOWN,ILMU FILSAFAT,-
prodi-3118,rencanamu-172,UNKNOWN,KIMIA,C
prodi-3119,rencanamu-172,UNKNOWN,BIOLOGI,B
prodi-3120,rencanamu-231,UNKNOWN,AGRIBISNIS,B
