institution_code,institution_name,akreditasi_institusi,no_sk,tahun_sk,wilayah,tanggal_kadaluarsa
banpt-785,Akademi Komunitas Darussalam Blokagung,Baik,111/SK/BAN-PT/Ak/PT/II/2025,2025,07,2030-02-25
banpt-786,Sekolah Tinggi Agama Islam Raden Abdullah Yaqin,Baik,87/SK/BAN-PT/Ak.P/PT/II/2025,2025,PTAS,2027-02-18
banpt-787,Universitas Muhammadiyah Semarang,Unggul,101/SK/BAN-PT/Ak/PT/II/2025,2025,06,2030-02-18
banpt-788,Politeknik Darma Ganesha,Baik,102/SK/BAN-PT/Ak.P/PT/II/2025,2025,02,2027-02-18
banpt-789,Universitas Bali Internasional,Baik Sekali,107/SK/BAN-PT/Ak/PT/II/2025,2025,08,2030-02-18
banpt-790,Universitas Pertiba,Baik Sekali,85/SK/BAN-PT/Ak/PT/II/2025,2025,02,2030-02-18
banpt-791,STIKES Assyifa Aceh,Baik,82/SK/BAN-PT/Ak/PT/II/2025,2025,13,2030-02-18
banpt-792,Sekolah Tinggi Ilmu Kesehatan Sumber Waras,Baik,105/SK/BAN-PT/Ak/PT/II/2025,2025,03,2030-02-18
banpt-793,Politeknik Nest,Baik,81/SK/BAN-PT/Ak/PT/II/2025,2025,06,2030-02-18
banpt-794,STIPAR Ende,Baik,84/SK/BAN-PT/Ak/PT/II/2025,2025,PTAS,2030-02-18
banpt-795,STIPAS Tahasak Danum Pambelum Keuskupan Palangkaraya,Baik,83/SK/BAN-PT/Ak/PT/II/2025,2025,PTAS,2030-02-18
banpt-796,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Pekanbaru,Baik,106/SK/BAN-PT/Ak/PT/II/2025,2025,17,2030-02-18
banpt-797,Akademi Komunitas Al-Kahfi,Baik,104/SK/BAN-PT/Ak/PT/II/2025,2025,06,2030-02-18
banpt-798,Universitas Teknologi Nusantara,Baik,103/SK/BAN-PT/Ak/PT/II/2025,2025,04,2030-02-18
banpt-799,Sekolah Tinggi Ilmu Tarbiyah Fatahillah,Baik,98/SK/BAN-PT/Ak.P/PT/II/2025,2025,PTAS,2027-02-18
banpt-800,Akademi Keperawatan Bahrul  Ulum Jombang,Baik,88/SK/BAN-PT/Ak.P/PT/II/2025,2025,07,2027-02-18
banpt-801,STIT Sirojul Falah Bogor,Baik,108/SK/BAN-PT/Ak.B/PT/II/2025,2025,PTAS,2027-02-18
banpt-802,STIT Al-Ibrohimy Bangkalan,Baik,99/SK/BAN-PT/Ak.S/PT/II/2025,2025,PTAS,9999-01-01
banpt-803,Akademi Teknik Biak,Baik,92/SK/BAN-PT/Ak.P/PT/II/2025,2025,14,2027-02-18
banpt-804,"STAI Nurul Iman Parung, Bogor",Baik,100/SK/BAN-PT/Ak.S/PT/II/2025,2025,PTAS,9999-01-01
banpt-805,STT Sangkakala Jakarta,Baik,94/SK/BAN-PT/Ak.P/PT/II/2025,2025,PTAS,2027-02-18
banpt-806,Institut Teknologi dan Bisnis Master,Baik,95/SK/BAN-PT/Ak.P/PT/II/2025,2025,17,2027-02-18
banpt-807,Sekolah Tinggi Ilmu Tarbiyah Tihamah Cirebon,Baik,96/SK/BAN-PT/Ak.P/PT/II/2025,2025,PTAS,2027-02-18
banpt-808,Sekolah Tinggi Pastoral Reinha  Larantuka,Baik Sekali,86/SK/BAN-PT/Ak/PT/II/2025,2025,PTAS,2030-02-18
banpt-809,Sekolah Tinggi Manajemen Informatika dan Komputer PGRI Arungbinang Kebumen,Baik,59/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,06,2026-07-31
banpt-810,Universitas Jenderal Achmad Yani,Unggul,68/SK/BAN-PT/Ak/PT/II/2025,2025,04,2030-02-11
banpt-811,Universitas Medan Area,Unggul,67/SK/BAN-PT/Ak/PT/II/2025,2025,01,2030-02-11
banpt-812,Universitas Pembangunan Nasional Veteran Jakarta,Baik Sekali,75/SK/BAN-PT/Ak.KP/PT/II/2025,2025,PTN,2028-11-28
banpt-813,Universitas Nusa Cendana,Unggul,69/SK/BAN-PT/Ak/PT/II/2025,2025,PTN,2030-02-11
banpt-814,Universitas Andi Djemma Palopo,Baik Sekali,72/SK/BAN-PT/Ak.KP/PT/II/2025,2025,09,2029-03-20
banpt-815,Universitas Presiden,Unggul,76/SK/BAN-PT/Ak.KP/PT/II/2025,2025,04,2028-12-20
banpt-816,Poltekkes Kemenkes Bandung,Baik Sekali,71/SK/BAN-PT/Ak.KP/PT/II/2025,2025,PTKL,2027-10-11
banpt-817,Sekolah Tinggi Ilmu Ekonomi Widya Persada,Baik,78/SK/BAN-PT/Ak/PT/II/2025,2025,03,2030-02-11
banpt-818,Poltekkes Kemenkes Aceh,Baik Sekali,74/SK/BAN-PT/Ak.KP/PT/II/2025,2025,PTKL,2028-07-18
banpt-819,Universitas Baturaja,Baik Sekali,73/SK/BAN-PT/Ak.KP/PT/II/2025,2025,02,2028-05-03
banpt-820,Universitas Pembangunan Nasional Veteran Jawa Timur,Unggul,77/SK/BAN-PT/Ak.KP/PT/II/2025,2025,PTN,2026-12-21
banpt-821,Universitas Islam Batang Hari,Baik,58/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,PTAS,2027-09-06
banpt-822,Universitas Sains Indonesia,Baik,61/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,04,2026-02-16
banpt-823,Institut Agama Islam Padang Lawas,Baik,63/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,PTAS,2029-05-28
banpt-824,Institut Agama Islam Abuya Salek Sarolangun,Baik,64/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,PTAS,2029-05-08
banpt-825,Universitas Al-Amien Prenduan,Baik,65/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,PTAS,2026-07-15
banpt-826,Universitas Sindang Kasih Majalengka,Baik,62/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,04,2027-09-07
banpt-827,Universitas Matana,Baik,60/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,04,2025-11-03
banpt-828,Universitas Mpu Tantular,B,80/SK/BAN-PT/Ak.Ppj/PT/II/2025,2025,03,2030-02-05
banpt-829,Universitas Halim sanusi,Baik,79/SK/BAN-PT/Ak/PT/II/2025,2025,04,2030-02-11
banpt-830,Universitas Sari Putra Indonesia Tomohon,Baik,52/SK/BAN-PT/Ak.S/PT/II/2025,2025,16,9999-01-01
banpt-831,Akademi Keperawatan Baramuli,Baik,56/SK/BAN-PT/Ak.B/PT/II/2025,2025,16,2027-02-05
banpt-832,STIT Bustanul `Ulum Lampung Tengah,Baik,51/SK/BAN-PT/Ak.S/PT/II/2025,2025,PTAS,9999-01-01
banpt-833,Institut Teknologi Mojosari,Baik,55/SK/BAN-PT/Ak.B/PT/II/2025,2025,07,2027-02-05
banpt-834,Sekolah Tinggi Teologi Syalom Bandar Lampung,Baik,53/SK/BAN-PT/Ak.B/PT/II/2025,2025,PTAS,2027-02-05
banpt-835,Sekolah Tinggi Teologi Pentakosta Mooat,Baik,54/SK/BAN-PT/Ak.B/PT/II/2025,2025,PTAS,2027-02-05
banpt-836,Institut Kesehatan Hermina,Baik Sekali,43/SK/BAN-PT/Ak.Ppj/PT/II/2025,2025,03,2029-10-17
banpt-837,STT Seapin Filadelfia Pinangunian Bitung,Baik,41/SK/BAN-PT/Ak.P/PT/II/2025,2025,PTAS,2027-02-04
banpt-838,Universitas Akprind Indonesia,Baik Sekali,44/SK/BAN-PT/Ak.Ppj/PT/II/2025,2025,05,2029-11-27
banpt-839,Sekolah Tinggi Farmasi Muhammadiyah Cirebon,Baik Sekali,45/SK/BAN-PT/Ak/PT/II/2025,2025,04,2030-02-04
banpt-840,Universitas Mangku Wiyata,Tidak Terakreditasi,48/SK/BAN-PT/Ak-TMSP/PT/II/2025,2025,04,
banpt-841,Akademi Perpajakan Panca Bhakti,Tidak Terakreditasi,50/SK/BAN-PT/Ak-TMSP/PT/II/2025,2025,11,
banpt-842,Akademi Manajemen Perusahaan Panca Bhakti,Tidak Terakreditasi,47/SK/BAN-PT/Ak-TMSP/PT/II/2025,2025,11,
banpt-843,Sekolah Tinggi Ilmu Tarbiyah Muhammad Mardiyana,Baik,28/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-844,Institut Agama Islam Darul A'mal Lampung,Baik,29/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-845,Akademi Keperawatan Justitia,Baik,31/SK/BAN-PT/Ak.P/PT/I/2025,2025,16,2027-01-21
banpt-846,Sekolah Tinggi Teologi IKI El-Shaddai,Baik,33/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-847,Sekolah Tinggi Agama Islam Persatuan Islam Jakarta,Baik,36/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-848,Sekolah Tinggi Ilmu Tarbiyah Internasional Muhammadiyah Batam,Baik,38/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-849,Sekolah Tinggi Ilmu al-Qur'an Zad Cianjur,Baik,39/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-850,STAI Sukabumi,Baik,27/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-851,Universitas Islam Mulia Yogyakarta,Baik,26/SK/BAN-PT/Ak.P/PT/I/2025,2025,05,2027-01-21
banpt-852,Akademi Refraksi Optisi Leprindo Jakarta,Baik,25/SK/BAN-PT/Ak.P/PT/I/2025,2025,03,2027-01-21
banpt-853,STT INJILI INDONESIA KUPANG,Baik,14/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-854,Sekolah Tinggi Ilmu Tarbiyah Darul Ishlah,Baik,19/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-855,AMIK Widya Loka Medan,Baik,21/SK/BAN-PT/Ak.P/PT/I/2025,2025,01,2027-01-21
banpt-856,Sekolah Tinggi Agama Islam Internasional Bonyan,Baik,22/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-857,Sekolah Tinggi Ilmu Tarbiyah Al Wasi Kaur,Baik,23/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21
banpt-858,Akademi Refraksi Optisi Kartika Indera Persada,Baik,24/SK/BAN-PT/Ak.P/PT/I/2025,2025,03,2027-01-21
banpt-859,Politeknik Merdeka Belajar Indonesia,Baik,40/SK/BAN-PT/Ak.P/PT/I/2025,2025,04,2027-01-21
banpt-860,Institut Agama Islam An-Nadwah Kuala Tungkal,Baik,11/SK/BAN-PT/Ak-PNB/PT/I/2025,2025,PTAS,2027-11-01
banpt-861,Akademi Kesehatan 17 Agustus 1945 Semarang,Baik,10/SK/BAN-PT/Ak-PNB/PT/I/2025,2025,06,2029-04-10
banpt-862,STT SKRIPTURA INDONESIA,Baik,2/SK/BAN-PT/Ak.B/PT/I/2025,2025,PTAS,2027-01-14
banpt-863,Sekolah Tinggi Teologi Pantekosta Poso,Baik,8/SK/BAN-PT/Ak.S/PT/I/2025,2025,PTAS,9999-01-01
banpt-864,Politeknik Madyathika,Baik,9/SK/BAN-PT/Ak/PT/I/2025,2025,06,2030-01-14
banpt-865,Universitas Imelda Medan,Baik Sekali,2238/SK/BAN-PT/Ak/PT/XII/2024,2024,01,2029-12-15
banpt-866,Sekolah Tinggi Teologi Sabda Agung (STTSA),Baik,2261/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-15
banpt-867,Institut Sains Teknologi dan Kesehatan Insan Cendekia Husada Bojonegoro,Baik Sekali,2240/SK/BAN-PT/Ak/PT/XII/2024,2024,07,2029-12-15
banpt-868,STT INJILI ARASTAMAR NABIRE,Baik,2246/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-15
banpt-869,Sekolah Tinggi Ilmu Hukum Jenderal Sudirman,Baik Sekali,2239/SK/BAN-PT/Ak/PT/XII/2024,2024,07,2029-12-15
banpt-870,Akademi Teknologi Radiologi,Baik,2248/SK/BAN-PT/Ak/PT/XII/2024,2024,04,2029-12-15
banpt-871,Sekolah Tinggi Pastoral Kateketik St. Benediktus,Baik,2252/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-15
banpt-872,Sekolah Tinggi Manajemen Informatika dan Komputer Kalirejo Lampung,Baik,2250/SK/BAN-PT/Ak/PT/XII/2024,2024,02,2029-12-15
banpt-873,Akademi Farmasi YPPM Mandiri,Baik,2262/SK/BAN-PT/Ak/PT/XII/2024,2024,13,2029-12-15
banpt-874,Sekolah Tinggi Teologi Rajawali Arastamar Indonesia Batam,Baik,2245/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-15
banpt-875,STKIP Veteran Sidrap,Baik,2249/SK/BAN-PT/Ak/PT/XII/2024,2024,09,2029-12-15
banpt-876,Universitas Almarisah Madani,Baik Sekali,2243/SK/BAN-PT/Ak/PT/XII/2024,2024,09,2029-12-15
banpt-877,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Abdul Mujib Laewang Dampal Selatan,Baik,2260/SK/BAN-PT/Ak/PT/XII/2024,2024,16,2029-12-15
banpt-878,Sekolah Tinggi Manajemen Pariwisata dan Logistik Lentera Mondial,Baik,2247/SK/BAN-PT/Ak/PT/XII/2024,2024,03,2029-12-15
banpt-879,Institut Teknologi dan Bisnis Indobaru Nasional,Baik,2253/SK/BAN-PT/Ak.P/PT/XII/2024,2024,17,2026-12-15
banpt-880,Sekolah Tinggi Teknik Atlas Nusantara,Baik,2257/SK/BAN-PT/Ak.Ppj/PT/XII/2024,2024,07,2029-12-19
banpt-881,Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,Unggul,2237/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAN,2029-12-15
banpt-882,Universitas Mahendradatta,Baik Sekali,2244/SK/BAN-PT/Ak/PT/XII/2024,2024,08,2029-12-15
banpt-883,IAIN Pontianak,Baik Sekali,2256/SK/BAN-PT/Ak.KP/PT/XII/2024,2024,PTAN,2029-03-06
banpt-884,Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar,Unggul,2236/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAN,2029-12-15
banpt-885,Universitas Muhammadiyah Sampit,Baik Sekali,2241/SK/BAN-PT/Ak/PT/XII/2024,2024,11,2029-12-15
banpt-886,Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,Baik,2258/SK/BAN-PT/Ak.Ppj/PT/XII/2024,2024,03,2029-05-01
banpt-887,Universitas Pramita Indonesia,Baik,2259/SK/BAN-PT/Ak.Ppj/PT/XII/2024,2024,04,2029-04-24
banpt-888,Sekolah Tinggi Ilmu Kesehatan Darmo,Baik,2251/SK/BAN-PT/Ak/PT/XII/2024,2024,01,2029-12-15
banpt-889,Sekolah Tinggi Hindu Dharma Klaten Jawa Tengah,Baik Sekali,2242/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAN,2029-12-15
banpt-890,Universitas Teknologi Surabaya,Baik,2212/SK/BAN-PT/Ak/PT/XII/2024,2024,07,2029-12-11
banpt-891,Sekolah Tinggi Guru Huria HKBP Sipoholon,Baik,2208/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-11
banpt-892,SEKOLAH TINGGI PASTORAL-YAYASAN INSTITUT PASTORAL INDONESIA MALANG,Baik Sekali,2191/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-11
banpt-893,Politeknik Takumi,Baik,2210/SK/BAN-PT/Ak/PT/XII/2024,2024,04,2029-12-11
banpt-894,Politeknik Lembaga Pendidikan dan Pengembangan Profesi Indonesia,Baik Sekali,2190/SK/BAN-PT/Ak/PT/XII/2024,2024,04,2029-12-11
banpt-895,STIE YA Bangko,Baik,2197/SK/BAN-PT/Ak/PT/XII/2024,2024,10,2029-12-11
banpt-896,Sekolah Tinggi Ilmu Ekonomi Cakrawala,Baik,2209/SK/BAN-PT/Ak/PT/XII/2024,2024,17,2029-12-11
banpt-897,Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra,Baik,2198/SK/BAN-PT/Ak/PT/XII/2024,2024,03,2029-12-11
banpt-898,Sekolah Tinggi Ilmu Kesehatan Arta Kabanjahe,Baik,2214/SK/BAN-PT/Ak/PT/XII/2024,2024,01,2029-12-11
banpt-899,Akademi Keperawatan Karya Bhakti Nusantara,Baik,2218/SK/BAN-PT/Ak/PT/XII/2024,2024,06,2029-12-11
banpt-900,Universitas Dian Nusantara,Baik Sekali,2189/SK/BAN-PT/Ak/PT/XII/2024,2024,03,2029-12-11
banpt-901,STIM LPI Makassar,Baik,2220/SK/BAN-PT/Ak/PT/XII/2024,2024,09,2029-12-11
banpt-902,Universitas Sipatokkong Mambo,Baik,2215/SK/BAN-PT/Ak/PT/XII/2024,2024,09,2029-12-11
banpt-903,Sekolah Tinggi Ilmu Ekonomi Paripurna,Baik,2196/SK/BAN-PT/Ak/PT/XII/2024,2024,04,2029-12-11
banpt-904,Sekolah Tinggi Ilmu Administrasi Pembangunan Palu,Baik,2219/SK/BAN-PT/Ak/PT/XII/2024,2024,16,2029-12-11
banpt-905,Akademi Maritim Bina Bahari,Baik,2213/SK/BAN-PT/Ak/PT/XII/2024,2024,02,2029-12-11
banpt-906,Akademi Kebidanan Konawe,Baik,2216/SK/BAN-PT/Ak/PT/XII/2024,2024,09,2029-12-11
banpt-907,Universitas Kristen Tentena,Baik,2223/SK/BAN-PT/Ak/PT/XII/2024,2024,16,2029-12-11
banpt-908,Sekolah Tinggi Ilmu Ekonomi Profesional Indonesia,Baik,2202/SK/BAN-PT/Ak/PT/XII/2024,2024,01,2029-12-11
banpt-909,Universitas Alma Ata,Unggul,2187/SK/BAN-PT/Ak/PT/XII/2024,2024,05,2029-12-11
banpt-910,Universitas Mandala Waluya,Baik Sekali,2192/SK/BAN-PT/Ak/PT/XII/2024,2024,09,2029-12-11
banpt-911,Sekolah Tinggi Teknologi Informatika Sony Sugema,Baik,2201/SK/BAN-PT/Ak/PT/XII/2024,2024,04,2029-12-11
banpt-912,Sekolah Tinggi Pastoral Kateketik Santo Yohanes Rasul Jayapura,Baik,2207/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-11
banpt-913,Politeknik Kepulauan Simeulue,Baik,2203/SK/BAN-PT/Ak/PT/XII/2024,2024,13,2029-12-11
banpt-914,Sekolah Tinggi Ilmu Kesehatan Abdurahman Palembang,Baik,2221/SK/BAN-PT/Ak/PT/XII/2024,2024,02,2029-12-11
banpt-915,Akademi Komunitas Dharma Bhakti Bangka,Baik,2217/SK/BAN-PT/Ak/PT/XII/2024,2024,02,2029-12-11
banpt-916,Sekolah Tinggi Teologi Imanuel (SETITEL) Teluk Dalam Kabupaten Nias Selatan,Baik,2233/SK/BAN-PT/Ak.B/PT/XII/2024,2024,PTAS,2026-12-11
banpt-917,Institut Studi Islam Sunan Doe,Baik,2231/SK/BAN-PT/Ak.P/PT/XII/2024,2024,PTAS,2026-12-11
banpt-918,Universitas Stella Maris Sumba,Baik,2230/SK/BAN-PT/Ak.P/PT/XII/2024,2024,15,2026-12-11
banpt-919,Akademi Teknologi Aeronautika Siliwangi,Baik,2229/SK/BAN-PT/Ak.P/PT/XII/2024,2024,04,2026-12-11
banpt-920,Institut Agama Islam Jami`at Khair Jakarta Pusat,Baik,2232/SK/BAN-PT/Ak.B/PT/XII/2024,2024,PTAS,2026-12-11
banpt-921,Universitas Salakanagara,B,2227/SK/BAN-PT/Ak-PNB/PT/XII/2024,2024,04,2028-08-01
banpt-922,Universitas Cipta Mandiri,Baik,2224/SK/BAN-PT/Ak-PNB/PT/XII/2024,2024,13,2028-08-08
banpt-923,Institut Teknologi Bisnis dan Administrasi Al Gazali Barru,Baik,2225/SK/BAN-PT/Ak-PNB/PT/XII/2024,2024,09,2027-05-10
banpt-924,Sekolah Tinggi Ilmu Pelayaran Jakarta,Unggul,2188/SK/BAN-PT/Ak/PT/XII/2024,2024,PTKL,2029-12-11
banpt-925,Universitas Nahdlatul Ulama Nusa Tenggara Barat,Baik Sekali,2194/SK/BAN-PT/Ak/PT/XII/2024,2024,08,2029-12-11
banpt-926,Institut Agama Islam Al-Fatimah Bojonegoro,Baik,2199/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-11
banpt-927,Universitas Parna Raya,Baik,2204/SK/BAN-PT/Ak/PT/XII/2024,2024,16,2029-12-11
banpt-928,Sekolah Tinggi Ilmu Ekonomi Pioner Manado,Baik,2206/SK/BAN-PT/Ak/PT/XII/2024,2024,16,2029-12-11
banpt-929,Akademi Perekam Medis Dan Infokes Bhumi Husada,Baik,2222/SK/BAN-PT/Ak/PT/XII/2024,2024,03,2029-12-11
banpt-930,STMIK Widuri,Baik,2211/SK/BAN-PT/Ak/PT/XII/2024,2024,03,2029-12-11
banpt-931,STMIK Kuwera,Baik,2200/SK/BAN-PT/Ak/PT/XII/2024,2024,03,2029-12-11
banpt-932,"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan",Baik Sekali,2235/SK/BAN-PT/Ak.KP/PT/XII/2024,2024,PTAS,2028-12-05
banpt-933,Universitas Muhammadiyah Bangka Belitung,Baik Sekali,2195/SK/BAN-PT/Ak/PT/XII/2024,2024,02,2029-12-11
banpt-934,Sekolah Tinggi Agama Islam Kuningan,Baik,2205/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-11
banpt-935,Universitas Maarif Hasyim Latif,Baik Sekali,2193/SK/BAN-PT/Ak/PT/XII/2024,2024,07,2029-12-11
banpt-936,STEI Al-Ishlah Bobos Dukupuntang Cirebon,Baik,2169/SK/BAN-PT/Ak.P/PT/XII/2024,2024,PTAS,2026-12-02
banpt-937,Institut Teknologi Kelautan Buton,Baik,2165/SK/BAN-PT/Ak/PT/XII/2024,2024,09,2029-12-02
banpt-938,Akademi Fisioterapi Harapan Bangsa Banda Aceh,Baik,2166/SK/BAN-PT/Ak/PT/XII/2024,2024,13,2029-12-02
banpt-939,Institut Teknologi Lombok,Baik,2157/SK/BAN-PT/Ak/PT/XII/2024,2024,08,2029-12-02
banpt-940,Akademi Kesehatan Muhammadiyah Temanggung,Baik,2156/SK/BAN-PT/Ak/PT/XII/2024,2024,06,2029-12-02
banpt-941,STIT Al-Muslihun Tlogo Kanaigoro Blitar,Baik,2167/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-02
banpt-942,Politeknik Muhammadiyah Magelang,Baik,2160/SK/BAN-PT/Ak/PT/XII/2024,2024,06,2029-12-02
banpt-943,Sekolah Tinggi Ilmu Kesehatan Bethesda Yakkum,B,2180/SK/BAN-PT/Ak.Ppj/PT/XII/2024,2024,05,2029-04-10
banpt-944,STIKES Raflesia,Baik,2159/SK/BAN-PT/Ak/PT/XII/2024,2024,04,2029-12-02
banpt-945,Universitas Al Asyariah Mandar,Baik Sekali,2182/SK/BAN-PT/Ak.KP/PT/XII/2024,2024,09,2028-12-20
banpt-946,"STAI DDI Pinrang, Sulawesi Selatan",Baik Sekali,2158/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-02
banpt-947,Akademi Farmasi Santo Fransiskus Xaverius,Baik,2163/SK/BAN-PT/Ak/PT/XII/2024,2024,15,2029-12-02
banpt-948,Universitas Nagoya Indonesia,Baik,2162/SK/BAN-PT/Ak/PT/XII/2024,2024,17,2029-12-02
banpt-949,Sekolah Tinggi Teologi Siloam Medan,Baik,2164/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-02
banpt-950,Institut Dharma Bharata Grup,Baik,2161/SK/BAN-PT/Ak/PT/XII/2024,2024,09,2029-12-02
banpt-951,Universitas Nasional Pasim,Baik,2181/SK/BAN-PT/Ak.Ppj/PT/XII/2024,2024,04,2029-09-11
banpt-952,Sekolah Tinggi Ilmu Ekonomi Fajar,Baik,2170/SK/BAN-PT/Ak.P/PT/XII/2024,2024,04,2026-12-02
banpt-953,Universitas Sulawesi Raya,Baik,2171/SK/BAN-PT/Ak.P/PT/XII/2024,2024,09,2026-12-02
banpt-954,"STAI Seram Timur Geser, Maluku",Baik,2172/SK/BAN-PT/Ak.P/PT/XII/2024,2024,PTAS,2026-12-02
banpt-955,Sekolah Tinggi Ilmu Syariah al-Syaikh Abdul Wahid Bau-Bau,Baik,2173/SK/BAN-PT/Ak.P/PT/XII/2024,2024,PTAS,2026-12-02
banpt-956,Universitas Royal,B,2183/SK/BAN-PT/Ak-PNB/PT/XII/2024,2024,01,2028-12-20
banpt-957,Institut Agama Islam At-Taqwa Bondowoso,Baik,2186/SK/BAN-PT/Ak-PNB/PT/XII/2024,2024,PTAS,2026-07-28
banpt-958,Sekolah Tinggi Keguruan dan Ilmu Pendidikan An-nur Nanggroe Aceh Darussalam,Baik,2168/SK/BAN-PT/Ak.S/PT/XII/2024,2024,13,9999-01-01
banpt-959,Politeknik Bisnis Digital Indonesia,Baik,2176/SK/BAN-PT/Ak.P/PT/XII/2024,2024,04,2026-12-02
banpt-960,STISIP Bina Putera Banjar,Baik,2179/SK/BAN-PT/Ak.Ppj/PT/XII/2024,2024,04,2029-11-27
banpt-961,Akademi Sekretari Dan Manajemen Insulindo,Baik,2155/SK/BAN-PT/Ak/PT/XII/2024,2024,04,2029-12-02
banpt-962,STT Gereja Kristen Sumba,Baik,2134/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-26
banpt-963,Sekolah Tinggi Agama Islam Sadra,C,2154/SK/BAN-PT/Ak-PNB/PT/XI/2024,2024,PTAS,2026-08-18
banpt-964,Universitas Pendidikan Nasional,Unggul,2131/SK/BAN-PT/Ak/PT/XI/2024,2024,08,2029-11-26
banpt-965,Universitas Muhammadiyah Surabaya,Unggul,2132/SK/BAN-PT/Ak/PT/XI/2024,2024,07,2029-11-26
banpt-966,Politeknik Akamigas Palembang,Baik Sekali,2124/SK/BAN-PT/Ak/PT/XI/2024,2024,02,2029-11-26
banpt-967,Sekolah Tinggi Ilmu Ekonomi Syari'ah Babussalam,Baik,2123/SK/BAN-PT/Ak/PT/XI/2024,2024,PTAS,2029-11-26
banpt-968,Sekolah Tinggi Ilmu Ekonomi El Hakim,Baik,2122/SK/BAN-PT/Ak/PT/XI/2024,2024,10,2029-11-26
banpt-969,Sekolah Tinggi Ilmu Hukum Muhammadiyah Takengon,Baik Sekali,2130/SK/BAN-PT/Ak/PT/XI/2024,2024,13,2029-11-26
banpt-970,STKIP Islam Sabilal Muhtadin Banjarmasin,Baik,2129/SK/BAN-PT/Ak/PT/XI/2024,2024,11,2029-11-26
banpt-971,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Persada Evav Tual,Baik,2121/SK/BAN-PT/Ak/PT/XI/2024,2024,12,2029-11-26
banpt-972,Sekolah Tinggi Ilmu Ekonomi Jambatan Bulan,Baik,2128/SK/BAN-PT/Ak/PT/XI/2024,2024,14,2029-11-26
banpt-973,"STAI Al-Haudl Ketapang, Kalimantan Barat",Baik,2120/SK/BAN-PT/Ak/PT/XI/2024,2024,PTAS,2029-11-26
banpt-974,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Tanjungpura,Baik,2119/SK/BAN-PT/Ak/PT/XI/2024,2024,11,2029-11-26
banpt-975,Universitas Muhammadiyah Bogor Raya,Baik Sekali,2126/SK/BAN-PT/Ak/PT/XI/2024,2024,04,2029-11-26
banpt-976,Universitas Widya Husada Semarang,B,2133/SK/BAN-PT/Ak.Ppj/PT/XI/2024,2024,06,2029-04-10
banpt-977,Institut Teknologi dan Bisnis Trenggalek,Baik,2118/SK/BAN-PT/Ak/PT/XI/2024,2024,07,2029-11-26
