quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation,institution_code,cluster_kmodes,cluster_category
-,-,banpt-1108,-,-,TEKNIK MESIN,MESIN,S1,BAIK,658,0,Ekonomi & Bisnis
quipper-645,-,-,-,FAKULTAS TEKNIK,ILMU TEKNIK,,S1,-,186,1,Teknik & Rekayasa
-,rencanamu-222,banpt-2722,-,-,AGRIBISNIS,AGRIBISNIS,S1,A,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS PERTANIAN,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,A,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,A,186,2,Pendidikan & Keguruan
quipper-645,-,banpt-2722,-,FAKULTAS EKONOMI DAN BISNIS,ILMU EKONOMI,EKONOMI,S1,UNGGUL,186,0,Ekonomi & Bisnis
-,rencanamu-222,-,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,A,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,B,186,1,Teknik & Rekayasa
-,rencanamu-222,banpt-2722,-,-,FARMASI,FARMASI,S1,B,186,0,Ekonomi & Bisnis
quipper-645,-,-,-,FAKULTAS PENDIDIKAN BAHASA,KEGURUAN & PENDIDIKAN,GURU,S1,-,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,HUBUNGAN INTERNASIONAL,HUBUNGAN INTERNASIONAL,S1,A,186,0,Ekonomi & Bisnis
-,rencanamu-222,banpt-2722,-,-,ILMU HUKUM,HUKUM,S1,A,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,A,186,0,Ekonomi & Bisnis
-,rencanamu-222,-,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,PENDIDIKAN DOKTER,KEDOKTERAN,S1,B,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,PENDIDIKAN DOKTER GIGI,KEDOKTERAN GIGI,S1,A,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,B,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,MANAJEMEN,S1,A,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,B,186,1,Teknik & Rekayasa
-,rencanamu-222,banpt-2722,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,A,186,0,Ekonomi & Bisnis
quipper-645,rencanamu-222,banpt-2722,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,A,186,1,Teknik & Rekayasa
-,-,banpt-2722,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,UNGGUL,186,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,TERAKREDITASI SEMENTARA,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,FARMASI,FARMASI,S1,BAIK,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,PENDIDIKAN GURU ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,HUKUM,HUKUM,S1,BAIK,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,1133,0,Ekonomi & Bisnis
-,-,banpt-689,-,-,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,TEKNOLOGI PANGAN,S1,TERAKREDITASI SEMENTARA,1133,0,Ekonomi & Bisnis
-,-,banpt-2640,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK,359,0,Ekonomi & Bisnis
-,-,banpt-2640,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK,359,0,Ekonomi & Bisnis
-,-,banpt-2640,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,359,0,Ekonomi & Bisnis
-,-,banpt-2640,-,-,MANAJEMEN,MANAJEMEN,S1,B,359,0,Ekonomi & Bisnis
-,-,banpt-2640,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI,359,0,Ekonomi & Bisnis
quipper-369,rencanamu-223,-,-,FAKULTAS BISNIS,AKUNTANSI,AKUNTANSI,S1,A,185,2,Pendidikan & Keguruan
quipper-369,rencanamu-223,-,-,FAKULTAS SENI DAN DESAIN,ARSITEKTUR,ARSITEKTUR,S1,B,185,0,Ekonomi & Bisnis
quipper-369,-,-,-,FAKULTAS SENI DAN DESAIN,DESAIN,DESAIN,S1,-,185,0,Ekonomi & Bisnis
-,rencanamu-223,banpt-UNIVERSITAS MULTIMEDIA NUSANTARA,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,A,185,0,Ekonomi & Bisnis
quipper-369,rencanamu-223,banpt-UNIVERSITAS MULTIMEDIA NUSANTARA,-,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,TEKNIK ELEKTRO,ELEKTRO,S1,B,185,0,Ekonomi & Bisnis
quipper-369,rencanamu-223,-,-,FAKULTAS SENI DAN DESAIN,FILM DAN TELEVISI,FILM,S1,B,185,0,Ekonomi & Bisnis
quipper-369,rencanamu-223,banpt-UNIVERSITAS MULTIMEDIA NUSANTARA,-,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,FISIKA,FISIKA,S1,B,185,0,Ekonomi & Bisnis
quipper-369,rencanamu-223,banpt-UNIVERSITAS MULTIMEDIA NUSANTARA,-,FAKULTAS ILMU KOMUNIKASI,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,A,185,0,Ekonomi & Bisnis
quipper-369,rencanamu-223,-,-,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,185,1,Teknik & Rekayasa
quipper-369,rencanamu-223,-,-,FAKULTAS ILMU KOMUNIKASI,JURNALISTIK,JURNALISTIK,S1,B,185,0,Ekonomi & Bisnis
quipper-369,-,banpt-UNIVERSITAS MULTIMEDIA NUSANTARA,-,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,ILMU KOMPUTER,KOMPUTER,S1,B,185,0,Ekonomi & Bisnis
quipper-369,rencanamu-223,-,-,FAKULTAS BISNIS,MANAJEMEN,MANAJEMEN,S1,A,185,0,Ekonomi & Bisnis
-,rencanamu-223,-,-,-,PERHOTELAN,PERHOTELAN,S1,C,185,0,Ekonomi & Bisnis
quipper-369,rencanamu-223,banpt-UNIVERSITAS MULTIMEDIA NUSANTARA,-,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,SISTEM INFORMASI,SISTEM INFORMASI,S1,B,185,4,Teknologi Industri
-,rencanamu-223,-,-,-,SISTEM KOMPUTER,SISTEM KOMPUTER,S1,B,185,0,Ekonomi & Bisnis
-,-,banpt-2280,-,-,AKUNTANSI,AKUNTANSI,S1,UNGGUL,145,0,Ekonomi & Bisnis
-,-,banpt-2280,-,-,ARSITEKTUR,ARSITEKTUR,S1,BAIK SEKALI,145,0,Ekonomi & Bisnis
-,-,banpt-2280,-,-,FILM,FILM,S1,B,145,0,Ekonomi & Bisnis
-,-,banpt-2280,-,-,PJJ ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B,145,0,Ekonomi & Bisnis
-,-,banpt-2280,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,145,0,Ekonomi & Bisnis
-,-,banpt-2280,-,-,JURNALISTIK,JURNALISTIK,S1,B,145,0,Ekonomi & Bisnis
-,-,banpt-2280,-,-,MANAJEMEN,MANAJEMEN,S1,UNGGUL,145,0,Ekonomi & Bisnis
-,-,banpt-136,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK,698,0,Ekonomi & Bisnis
-,rencanamu-224,banpt-136,-,-,BIMBINGAN KONSELING,BIMBINGAN KONSELING,S1,B,698,0,Ekonomi & Bisnis
-,-,banpt-332,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK,959,0,Ekonomi & Bisnis
-,-,banpt-332,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK SEKALI,959,0,Ekonomi & Bisnis
-,-,banpt-332,-,-,HUKUM,HUKUM,S1,BAIK,959,0,Ekonomi & Bisnis
-,-,banpt-332,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,959,0,Ekonomi & Bisnis
-,-,banpt-332,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,959,0,Ekonomi & Bisnis
-,-,banpt-332,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,959,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,B,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,B,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,AGRIBISNIS,AGRIBISNIS,S1,B,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,AKUNTANSI,AKUNTANSI,S1,B,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,ILMU LINGKUNGAN,LINGKUNGAN,S1,BAIK,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,BAIK,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,PETERNAKAN,PETERNAKAN,S1,B,880,0,Ekonomi & Bisnis
-,-,banpt-483,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,880,0,Ekonomi & Bisnis
-,-,banpt-2628,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK,1253,0,Ekonomi & Bisnis
-,-,banpt-2628,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK,1253,0,Ekonomi & Bisnis
-,-,banpt-2628,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK,1253,0,Ekonomi & Bisnis
-,-,banpt-2628,-,-,PENDIDIKAN GEOGRAFI,GEOGRAFI,S1,BAIK,1253,0,Ekonomi & Bisnis
-,-,banpt-2628,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK,1253,0,Ekonomi & Bisnis
-,-,banpt-2628,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK,1253,0,Ekonomi & Bisnis
-,-,banpt-2628,-,-,PETERNAKAN,PETERNAKAN,S1,BAIK,1253,0,Ekonomi & Bisnis
-,-,banpt-2114,-,-,AGRIBISNIS,AGRIBISNIS,S1,UNGGUL,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS PERTANIAN,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,UNGGUL,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,UNGGUL,1114,2,Pendidikan & Keguruan
quipper-716,-,banpt-2114,-,FAKULTAS TEKNIK,ARSITEKTUR,ARSITEKTUR,S1,BAIK,1114,1,Teknik & Rekayasa
quipper-716,-,banpt-2114,-,FAKULTAS PERIKANAN DAN KELAUTAN,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,BAIK SEKALI,1114,0,Ekonomi & Bisnis
quipper-716,-,-,-,FAKULTAS EKONOMI,ILMU EKONOMI,EKONOMI,S1,-,1114,0,Ekonomi & Bisnis
-,-,banpt-2114,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,UNGGUL,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,B,1114,1,Teknik & Rekayasa
quipper-716,-,banpt-2114,-,FAKULTAS FARMASI,FARMASI,FARMASI,S1,BAIK SEKALI,1114,0,Ekonomi & Bisnis
quipper-716,-,-,-,FAKULTAS SASTRA,KEGURUAN & PENDIDIKAN,GURU,S1,-,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,UNGGUL,1114,3,Hukum
quipper-716,-,banpt-2114,-,FAKULTAS AGAMA ISLAM,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK SEKALI,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INDUSTRI,INDUSTRI,S1,UNGGUL,1114,4,Teknologi Industri
quipper-716,-,banpt-2114,-,FAKULTAS ILMU KOMPUTER,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,1114,1,Teknik & Rekayasa
quipper-716,-,-,-,FAKULTAS KEDOKTERAN,KEBIDANAN,KEBIDANAN,S1,-,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS KEDOKTERAN,PENDIDIKAN DOKTER,KEDOKTERAN,S1,UNGGUL,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS KEDOKTERAN GIGI,PENDIDIKAN DOKTER GIGI,KEDOKTERAN GIGI,S1,UNGGUL,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS PERIKANAN DAN KELAUTAN,KELAUTAN,KELAUTAN,S1,UNGGUL,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS KEDOKTERAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK KIMIA,KIMIA,S1,UNGGUL,1114,4,Teknologi Industri
-,-,banpt-2114,-,-,TEKNIK LINGKUNGAN,LINGKUNGAN,S1,BAIK,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,UNGGUL,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,UNGGUL,1114,1,Teknik & Rekayasa
quipper-716,-,banpt-2114,-,FAKULTAS PERIKANAN DAN KELAUTAN,PERIKANAN,PERIKANAN,S1,UNGGUL,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK PERTAMBANGAN,PERTAMBANGAN,S1,B,1114,4,Teknologi Industri
quipper-716,-,banpt-2114,-,FAKULTAS SASTRA,SASTRA ARAB,SASTRA ARAB,S1,B,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS SASTRA,SASTRA INDONESIA,SASTRA INDONESIA,S1,B,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS SASTRA,SASTRA INGGRIS,SASTRA INGGRIS,S1,A,1114,0,Ekonomi & Bisnis
quipper-716,-,banpt-2114,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI,1114,1,Teknik & Rekayasa
quipper-716,-,banpt-2114,-,FAKULTAS ILMU KOMPUTER,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,1114,4,Teknologi Industri
-,rencanamu-225,-,-,-,AGRIBISNIS,AGRIBISNIS,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,AKUNTANSI,AKUNTANSI,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,ARSITEKTUR,ARSITEKTUR,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,FARMASI,FARMASI,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,ILMU HUKUM,HUKUM,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,PENDIDIKAN DOKTER,KEDOKTERAN,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,PENDIDIKAN DOKTER GIGI,KEDOKTERAN GIGI,S1,C,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,ILMU KELAUTAN,KELAUTAN,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,TEKNIK KIMIA,KIMIA,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,MANAJEMEN,MANAJEMEN,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,TEKNIK MESIN,MESIN,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,PEMANFAATAN SUMBER DAYA PERIKANAN,PERIKANAN,S1,A,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,TEKNIK PERTAMBANGAN,PERTAMBANGAN,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,SASTRA ARAB,SASTRA ARAB,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,SASTRA INDONESIA,SASTRA INDONESIA,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,B,12,0,Ekonomi & Bisnis
-,rencanamu-225,-,-,-,TEKNIK SIPIL,SIPIL,S1,B,12,0,Ekonomi & Bisnis
-,-,banpt-2319,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK,1084,0,Ekonomi & Bisnis
-,-,banpt-2319,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B,1084,0,Ekonomi & Bisnis
-,-,banpt-2319,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK SEKALI,1084,0,Ekonomi & Bisnis
-,-,banpt-2319,-,-,PENDIDIKAN FISIKA,FISIKA,S1,C,1084,0,Ekonomi & Bisnis
-,-,banpt-2319,-,-,KEHUTANAN,KEHUTANAN,S1,BAIK,1084,0,Ekonomi & Bisnis
-,-,banpt-2319,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,1084,0,Ekonomi & Bisnis
-,-,banpt-2319,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK,1084,0,Ekonomi & Bisnis
-,-,banpt-2319,-,-,PETERNAKAN,PETERNAKAN,S1,BAIK,1084,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,AGRIBISNIS,AGRIBISNIS,S1,C,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,AKUNTANSI,AKUNTANSI,S1,B,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,-,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,B,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,FARMASI,FARMASI,S1,-,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,PENDIDIKAN FISIKA,FISIKA,S1,C,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,PENDIDIKAN GURU SD,GURU SEKOLAH DASAR,S1,C,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,ILMU HUKUM,HUKUM,S1,B,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,MANAJEMEN,MANAJEMEN,S1,B,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,C,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,B,11,0,Ekonomi & Bisnis
-,rencanamu-226,-,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,-,11,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK SEKALI,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,AKUNTANSI,AKUNTANSI,S1,UNGGUL,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK SEKALI,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,BAIK SEKALI,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,FARMASI,FARMASI,S1,BAIK SEKALI,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,PENDIDIKAN FISIKA,FISIKA,S1,BAIK SEKALI,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK SEKALI,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,UNGGUL,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,ILMU HUKUM,HUKUM,S1,UNGGUL,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,MANAJEMEN,MANAJEMEN,S1,UNGGUL,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK SEKALI,709,0,Ekonomi & Bisnis
-,-,banpt-679,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK SEKALI,709,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK SEKALI,978,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,BAIK,978,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,978,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK,978,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,978,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,TEKNIK KIMIA,KIMIA,S1,BAIK SEKALI,978,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,978,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,MATEMATIKA,MATEMATIKA,S1,BAIK,978,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,TEKNIK MESIN,MESIN,S1,BAIK,978,0,Ekonomi & Bisnis
-,-,banpt-547,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,978,0,Ekonomi & Bisnis
-,-,banpt-395,-,-,FISIKA,FISIKA,S1,BAIK SEKALI,1428,0,Ekonomi & Bisnis
-,-,banpt-395,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,1428,0,Ekonomi & Bisnis
-,-,banpt-395,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK,1428,0,Ekonomi & Bisnis
-,-,banpt-395,-,-,MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI,1428,0,Ekonomi & Bisnis
-,-,banpt-395,-,-,TEKNIK MESIN,MESIN,S1,BAIK,1428,0,Ekonomi & Bisnis
-,-,banpt-395,-,-,PENDIDIKAN OLAH RAGA,OLAHRAGA,S1,BAIK SEKALI,1428,0,Ekonomi & Bisnis
-,-,banpt-395,-,-,PETERNAKAN,PETERNAKAN,S1,BAIK,1428,0,Ekonomi & Bisnis
-,-,banpt-395,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,1428,0,Ekonomi & Bisnis
-,-,banpt-1389,-,-,PENDIDIKAN BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK,1397,0,Ekonomi & Bisnis
-,-,banpt-1389,-,-,PENDIDIKAN FISIKA,FISIKA,S1,BAIK SEKALI,1397,0,Ekonomi & Bisnis
