institution_name,province,campus_accreditation,average_yearly_fee,kategori_final,link
SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI PONTIANAK,KALIMANTAN BARAT,TERAKREDITASI,8900000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH PONTIANAK,KALIMANTAN BARAT,B,8000000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-muhammadiyah-pontianak
STMIK PONTIANAK,KALIMANTAN BARAT,BAIK,8000000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI INDONESIA PONTIANAK,KALIMANTAN BARAT,BAIK,8000000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU HUKUM SOELTHAN M TSJAFIOEDDIN,KALIMANTAN BARAT,BAIK,7500000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
INSTITUT SAINS DAN BISNIS INTERNASIONAL SINGKAWANG,KALIMANTAN BARAT,BAIK SEKALI,7190000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MELAWI,KALIMANTAN BARAT,BAIK,6600000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PGRI PONTIANAK,KALIMANTAN BARAT,B,6560000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS OSO,KALIMANTAN BARAT,BAIK,6400000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
INSTITUT BISNIS DAN EKONOMI INDONESIA,KALIMANTAN BARAT,BAIK,6143000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI BOEDI OETOMO,KALIMANTAN BARAT,BAIK,6087000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI KELING KUMANG,KALIMANTAN BARAT,BAIK,5900000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS SABDA SETIA,KALIMANTAN BARAT,BAIK,5750000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI BAHASA ASING PONTIANAK,KALIMANTAN BARAT,BAIK,4800000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI MULIA SINGKAWANG,KALIMANTAN BARAT,BAIK,4250006.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN TANJUNGPURA,KALIMANTAN BARAT,BAIK,3500000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
AMIK PANCA BHAKTI,KALIMANTAN BARAT,TIDAK TERAKREDITASI,2800000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN BORNEO NUSANTARA,KALIMANTAN SELATAN,BAIK,50500000.0,KALIMANTAN SELATAN - Mahal (40-100 Jt) - Baik,-
UNIVERSITAS SARI MULIA,KALIMANTAN SELATAN,BAIK,41850000.0,KALIMANTAN SELATAN - Mahal (40-100 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH BANJARMASIN,KALIMANTAN SELATAN,BAIK SEKALI,30355000.0,KALIMANTAN SELATAN - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS BORNEO LESTARI,KALIMANTAN SELATAN,BAIK,25100000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
STIKES HUSADA BORNEO,KALIMANTAN SELATAN,BAIK,16200000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
STIKES SUAKA INSAN,KALIMANTAN SELATAN,BAIK,15500000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
STIKES DARUL AZHAR BATULICIN,KALIMANTAN SELATAN,BAIK,14000000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN ISFI BANJARMASIN,KALIMANTAN SELATAN,BAIK,13850000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN ABDI PERSADA BANJARMASIN,KALIMANTAN SELATAN,BAIK,12900000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI PANCASETIA,KALIMANTAN SELATAN,BAIK SEKALI,11457143.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ISLAM KALIMANTAN MUHAMMAD ARSYAD AL BANJARI BANJARMASIN,KALIMANTAN SELATAN,BAIK SEKALI,8095000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIMI BANJARMASIN,KALIMANTAN SELATAN,BAIK SEKALI,8000000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STMIK BANJARBARU,KALIMANTAN SELATAN,BAIK,7875000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN SELATAN,KALIMANTAN SELATAN,BAIK,7750000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI TABALONG,KALIMANTAN SELATAN,BAIK,6962500.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN INTAN MARTAPURA,KALIMANTAN SELATAN,BAIK,6400000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS CAHAYA BANGSA,KALIMANTAN SELATAN,BAIK,6400000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
STKIP PARIS BARANTAI,KALIMANTAN SELATAN,BAIK,6400000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI NASIONAL BANJARMASIN,KALIMANTAN SELATAN,BAIK,5980000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI AMUNTAI,KALIMANTAN SELATAN,BAIK SEKALI,5730000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS SAPTA MANDIRI,KALIMANTAN SELATAN,BAIK,5400000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PGRI KALIMANTAN,KALIMANTAN SELATAN,B,5275000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STKIP ISLAM SABILAL MUHTADIN BANJARMASIN,KALIMANTAN SELATAN,BAIK,5000000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
STMIK INDONESIA BANJARMASIN,KALIMANTAN SELATAN,BAIK,4668000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ACHMAD YANI BANJARMASIN,KALIMANTAN SELATAN,B,4400000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU PERTANIAN AMUNTAI,KALIMANTAN SELATAN,BAIK,3650000.0,KALIMANTAN SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PGRI PALANGKA RAYA,KALIMANTAN TENGAH,BAIK,287400000.0,KALIMANTAN TENGAH - Sultan (> 100 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH PALANGKA RAYA,KALIMANTAN TENGAH,BAIK SEKALI,20743000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIKES EKA HARAP,KALIMANTAN TENGAH,BAIK,19286000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
STIKES BORNEO CENDEKIA MEDIKA,KALIMANTAN TENGAH,BAIK SEKALI,16000000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS DARWAN ALI,KALIMANTAN TENGAH,BAIK,14895000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI DAHANI DAHANAI BUNTOK,KALIMANTAN TENGAH,BAIK,13750000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KRISTEN PALANGKA RAYA,KALIMANTAN TENGAH,BAIK,13350001.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI SAMPIT,KALIMANTAN TENGAH,BAIK,11325000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI MUARA TEWEH,KALIMANTAN TENGAH,BAIK,7000000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU HUKUM HABARING HURUNG SAMPIT,KALIMANTAN TENGAH,BAIK SEKALI,6750000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH SAMPIT,KALIMANTAN TENGAH,BAIK SEKALI,6500000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STMIK PALANGKA RAYA,KALIMANTAN TENGAH,BAIK,6400000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU HUKUM TAMBUN BUNGAI,KALIMANTAN TENGAH,BAIK,6300000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI PALANGKA RAYA,KALIMANTAN TENGAH,BAIK,5750000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA KALIMANTAN,KALIMANTAN TENGAH,BAIK,5000000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ANTAKUSUMA,KALIMANTAN TENGAH,BAIK,4000000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
STIE YBPK PALANGKA RAYA,KALIMANTAN TENGAH,BAIK,4000000.0,KALIMANTAN TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI KUALA KAPUAS,KALIMANTAN TENGAH,TIDAK TERAKREDITASI,3900000.0,KALIMANTAN TENGAH - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN SAMARINDA,KALIMANTAN TIMUR,BAIK,14000000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN MUTIARA MAHAKAM SAMARINDA,KALIMANTAN TIMUR,BAIK,13500000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIKES DIRGAHAYU SAMARINDA,KALIMANTAN TIMUR,BAIK SEKALI,13000000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,KALIMANTAN TIMUR,BAIK SEKALI,12501870.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-17-agustus-1945-samarinda
UNIVERSITAS MUHAMMADIYAH KALIMANTAN TIMUR,KALIMANTAN TIMUR,BAIK SEKALI,11985000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-muhammadiyah-kalimantan-timur
UNIVERSITAS BALIKPAPAN,KALIMANTAN TIMUR,B,9900000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-balikpapan
SEKOLAH TINGGI PERTANIAN KUTAI TIMUR,KALIMANTAN TIMUR,BAIK,9416250.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
STMIK SAMARINDA,KALIMANTAN TIMUR,BAIK,9100000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI BALIKPAPAN,KALIMANTAN TIMUR,BAIK SEKALI,8925000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI TEKNOLOGI BONTANG,KALIMANTAN TIMUR,BAIK,8850000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN TIMUR,KALIMANTAN TIMUR,BAIK,8480000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KUTAI KARTANEGARA TENGGARONG,KALIMANTAN TIMUR,BAIK SEKALI,8355000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI TEKNOLOGI MIGAS,KALIMANTAN TIMUR,B,7550000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
INSTITUT TEKNOLOGI KESEHATAN DAN SAINS WIYATA HUSADA SAMARINDA,KALIMANTAN TIMUR,BAIK SEKALI,7000000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS WIDYA GAMA MAHAKAM SAMARINDA,KALIMANTAN TIMUR,BAIK SEKALI,6950000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STMIK WIDYA CIPTA DHARMA,KALIMANTAN TIMUR,B,6500000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STMIK BORNEO INTERNASIONAL,KALIMANTAN TIMUR,BAIK,6400000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI NUSANTARA SANGATTA,KALIMANTAN TIMUR,BAIK,6400000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU PERTANIAN BERAU,KALIMANTAN TIMUR,BAIK,6267000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU HUKUM AWANG LONG,KALIMANTAN TIMUR,BAIK SEKALI,6000000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MULIA,KALIMANTAN TIMUR,BAIK,5900000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIE MADANI BALIKPAPAN,KALIMANTAN TIMUR,BAIK,5800000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH BERAU,KALIMANTAN TIMUR,BAIK SEKALI,5000000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI SAMARINDA,KALIMANTAN TIMUR,BAIK,4950000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIMI SAMARINDA,KALIMANTAN TIMUR,BAIK,4500000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI NASIONAL SAMARINDA,KALIMANTAN TIMUR,BAIK,4500000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
IKIP PGRI KALTIM,KALIMANTAN TIMUR,B,3275000.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI TEKNOLOGI INDUSTRI BONTANG,KALIMANTAN TIMUR,BAIK,2400132.0,KALIMANTAN TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KALTARA,KALIMANTAN UTARA,BAIK SEKALI,8400000.0,KALIMANTAN UTARA - General (Terjangkau),-
SEKOLAH TINGGI ILMU EKONOMI BULUNGAN TARAKAN,KALIMANTAN UTARA,BAIK,8000000.0,KALIMANTAN UTARA - General (Terjangkau),-
UNIVERSITAS MUHAMMADIYAH METRO,LAMPUNG,BAIK SEKALI,48115001.0,LAMPUNG - Mahal (40-100 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-muhammadiyah-metro
UNIVERSITAS MALAHAYATI,LAMPUNG,B,27000000.0,LAMPUNG - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-malahayati
UNIVERSITAS AISYAH PRINGSEWU,LAMPUNG,BAIK SEKALI,26550000.0,LAMPUNG - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH PRINGSEWU LAMPUNG,LAMPUNG,BAIK SEKALI,16485000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH KOTABUMI,LAMPUNG,B,11950000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN BAITUL HIKMAH,LAMPUNG,BAIK,11550000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN PATRIOT BANGSA LAMPUNG,LAMPUNG,BAIK,11000000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
INSTITUT INFORMATIKA DAN BISNIS DARMAJAYA,LAMPUNG,BAIK SEKALI,10252000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/institut-informatika-dan-bisnis-darmajaya
UNIVERSITAS SANG BUMI RUWA JURAI,LAMPUNG,BAIK SEKALI,9500000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH LAMPUNG,LAMPUNG,B,9450000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI GENTIARAS,LAMPUNG,BAIK SEKALI,9450000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MITRA INDONESIA,LAMPUNG,BAIK SEKALI,9180000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI,LAMPUNG,BAIK,9000000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI BISNIS DAN BAHASA DIAN CIPTA CENDIKIA,LAMPUNG,BAIK,8400000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN ROSALIA LAMPUNG,LAMPUNG,BAIK,8000000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DHARMA WACANA,LAMPUNG,B,7500000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN AN NUR HUSADA LAMPUNG UTARA,LAMPUNG,BAIK,6900000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI RAGAM TUNAS,LAMPUNG,BAIK,6750000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS DINIYYAH LAMPUNG,LAMPUNG,BAIK,6707500.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,LAMPUNG,BAIK,6600000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
INSTITUT BAKTI NUSANTARA,LAMPUNG,BAIK,6520000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SATU NUSA LAMPUNG,LAMPUNG,BAIK,6400000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER KALIREJO LAMPUNG,LAMPUNG,BAIK,6000000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BANDAR LAMPUNG,LAMPUNG,B,5800000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-bandar-lampung
INSTITUT TEKNOLOGI DAN BISNIS NUSANTARA,LAMPUNG,BAIK,5000000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN KUMALA LAMPUNG METRO,LAMPUNG,BAIK,5000000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
STMIK SURYA INTAN,LAMPUNG,BAIK,4800000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI AL-MADANI,LAMPUNG,BAIK,4800000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA LAMPUNG,LAMPUNG,BAIK,4800000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS INDONESIA MANDIRI,LAMPUNG,BAIK,4800000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI KRAKATAU,LAMPUNG,BAIK,4350000.0,LAMPUNG - Terjangkau (5-15 Jt) - Baik,-
STIKES PASAPUA AMBON,MALUKU,BAIK,70700004.0,MALUKU - Mahal (40-100 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN RS PROF. DR. J.A. LATUMETEN,MALUKU,BAIK,16000000.0,MALUKU - Menengah (15-40 Jt) - Baik,-
STIKES MALUKU HUSADA,MALUKU,B,9725000.0,MALUKU - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS DOKTOR HUSNI INGRATUBUN TUAL,MALUKU,BAIK,6400000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS DARUSSALAM AMBON,MALUKU,BAIK SEKALI,6000000.0,MALUKU - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIA ABDUL AZIS KATALOKA,MALUKU,BAIK,5568750.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN SERAM RAYA,MALUKU,BAIK,5000000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS IQRA BURU,MALUKU,BAIK,4650000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI TRINITAS,MALUKU,BAIK,4400000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS DR. DJAR WATTIHELUW,MALUKU,BAIK,4400000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH MALUKU,MALUKU,BAIK,4250000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI LANGGUR,MALUKU,BAIK,4200000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
STKIP HUNIMUA,MALUKU,BAIK,4000000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
STKIP ITA WOTU NUSA,MALUKU,BAIK,3100000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI DARUL RACHMAN TUAL,MALUKU,BAIK,3000000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS LELEMUKU SAUMLAKI,MALUKU,BAIK,2640000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PERSADA EVAV TUAL,MALUKU,BAIK,1826000.0,MALUKU - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN MAKARIWO HALMAHERA,MALUKU UTARA,BAIK,41500000.0,MALUKU UTARA - Mahal (40-100 Jt) - Baik,-
UNIVERSITAS HALMAHERA,MALUKU UTARA,BAIK SEKALI,15260000.0,MALUKU UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI PERTANIAN KEWIRAUSAHAAN BANAU,MALUKU UTARA,BAIK SEKALI,10000000.0,MALUKU UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH MALUKU UTARA,MALUKU UTARA,BAIK SEKALI,7886750.0,MALUKU UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-muhammadiyah-maluku-utara
UNIVERSITAS NAHDLATUL ULAMA MALUKU UTARA,MALUKU UTARA,BAIK,6600000.0,MALUKU UTARA - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS PASIFIK MOROTAI,MALUKU UTARA,BAIK,6000000.0,MALUKU UTARA - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU MARITIM INDONESIA TERNATE,MALUKU UTARA,BAIK,4900000.0,MALUKU UTARA - Sangat Hemat (< 5 Jt) - Baik,-
STMIK TIDORE MANDIRI,MALUKU UTARA,BAIK,4800000.0,MALUKU UTARA - Sangat Hemat (< 5 Jt) - Baik,-
INSTITUT SAINS DAN KEPENDIDIKAN KIE RAHA MALUKU UTARA,MALUKU UTARA,BAIK,4150000.0,MALUKU UTARA - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI TEKNIK ATLAS NUSANTARA,MALUKU UTARA,BAIK,4000000.0,MALUKU UTARA - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS BUMI HIJRAH TIDORE,MALUKU UTARA,BAIK,2700000.0,MALUKU UTARA - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS NUKU,MALUKU UTARA,BAIK,2250000.0,MALUKU UTARA - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS ISLAM AL-AZHAR,NUSA TENGGARA BARAT,BAIK SEKALI,115100000.0,NUSA TENGGARA BARAT - Sultan (> 100 Jt) - Baik Sekali (B),-
UNIVERSITAS HAMZANWADI,NUSA TENGGARA BARAT,B,46850000.0,NUSA TENGGARA BARAT - Mahal (40-100 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-hamzanwadi
UNIVERSITAS QAMARUL HUDA BADARUDDIN BAGU,NUSA TENGGARA BARAT,BAIK,26500000.0,NUSA TENGGARA BARAT - Menengah (15-40 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI MATARAM,NUSA TENGGARA BARAT,BAIK,26400000.0,NUSA TENGGARA BARAT - Menengah (15-40 Jt) - Baik,-
INSTITUT PENDIDIKAN NUSANTARA GLOBAL,NUSA TENGGARA BARAT,BAIK,26400000.0,NUSA TENGGARA BARAT - Menengah (15-40 Jt) - Baik,-
INSTITUT KESEHATAN YARSI MATARAM,NUSA TENGGARA BARAT,BAIK,19904000.0,NUSA TENGGARA BARAT - Menengah (15-40 Jt) - Baik,-
