institution_code,institution_name,akreditasi_kampus,address,provinsi,faculty,prodi,akreditasi_prodi,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
rencanamu-154,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,TEKNOLOGI HASIL PERTANIAN,C,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-155,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,AGRIBISNIS,C,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-156,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,MANAJEMEN,-,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-157,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,EKONOMI PEMBANGUNAN,C,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-158,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,ILMU HUKUM,C,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-159,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,TEKNIK SIPIL,C,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-160,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,TEKNIK INDUSTRI,C,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-161,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN MATEMATIKA,C,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-162,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,C,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-163,UNIVERSITAS QUALITY,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN GURU SD,C,3550000,3550000,28400000,7100000,7100000,28400000
rencanamu-164,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,MANAJEMEN,C,-,-,-,-,-,-
rencanamu-165,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,EKONOMI PEMBANGUNAN,C,-,-,-,-,-,-
rencanamu-166,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,AKUNTANSI,-,-,-,-,-,-,-
rencanamu-167,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,AGRIBISNIS,-,-,-,-,-,-,-
rencanamu-168,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,AGROTEKNOLOGI,-,-,-,-,-,-,-
rencanamu-169,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,KEHUTANAN,-,-,-,-,-,-,-
rencanamu-170,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,ILMU HUKUM,B,-,-,-,-,-,-
rencanamu-171,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,-,-,-,-,-,-,-
rencanamu-172,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,BAHASA INGGRIS,-,-,-,-,-,-,-
rencanamu-173,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,-,-,-,-,-,-,-
rencanamu-174,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN BIOLOGI,-,-,-,-,-,-,-
rencanamu-175,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN SEJARAH,-,-,-,-,-,-,-
rencanamu-176,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,TEKNIK MESIN,-,-,-,-,-,-,-
rencanamu-177,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,TEKNIK SIPIL,-,-,-,-,-,-,-
rencanamu-178,UNIVERSITAS SIMALUNGUN,-,-,SUMATERA UTARA,UMUM,PERENCANAAN WILAYAH DAN KOTA,-,-,-,-,-,-,-
rencanamu-179,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PETERNAKAN,C,-,-,-,-,-,-
rencanamu-180,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN MATEMATIKA,B,-,-,-,-,-,-
rencanamu-181,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN BIOLOGI,B,-,-,-,-,-,-
rencanamu-182,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN FISIKA,B,-,-,-,-,-,-
rencanamu-183,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN KIMIA,C,-,-,-,-,-,-
rencanamu-184,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,-,-,-,-,-,-,-
rencanamu-185,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN EKONOMI,B,-,-,-,-,-,-
rencanamu-186,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN BAHASA INGGRIS,B,-,-,-,-,-,-
rencanamu-187,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,-,-,-,-,-,-,-
rencanamu-188,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,BIMBINGAN DAN KONSELING,-,-,-,-,-,-,-
rencanamu-189,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,ILMU ADMINISTRASI NEGARA,-,-,-,-,-,-,-
rencanamu-190,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,ILMU HUKUM,B,-,-,-,-,-,-
rencanamu-191,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN AGAMA ISLAM,B,-,-,-,-,-,-
rencanamu-192,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,-,-,SUMATERA UTARA,UMUM,TEKNIK GEOLOGI,C,4875000,4875000,39000000,9750000,9750000,39000000
rencanamu-193,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,-,-,SUMATERA UTARA,UMUM,TEKNIK PERTAMBANGAN,C,4875000,4875000,39000000,9750000,9750000,39000000
rencanamu-194,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,-,-,SUMATERA UTARA,UMUM,ARSITEKTUR,B,4875000,4875000,39000000,9750000,9750000,39000000
rencanamu-195,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,-,-,SUMATERA UTARA,UMUM,PERENCANAAN WILAYAH DAN KOTA,C,4875000,4875000,39000000,9750000,9750000,39000000
rencanamu-196,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,-,-,SUMATERA UTARA,UMUM,DESAIN INTERIOR,C,4875000,4875000,39000000,9750000,9750000,39000000
rencanamu-197,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,-,-,SUMATERA UTARA,UMUM,TEKNIK INDUSTRI,C,4875000,4875000,39000000,9750000,9750000,39000000
rencanamu-198,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,-,-,SUMATERA UTARA,UMUM,TEKNIK INFORMATIKA,C,4875000,4875000,39000000,9750000,9750000,39000000
rencanamu-199,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,-,-,SUMATERA UTARA,UMUM,MANAJEMEN INFORMATIKA,C,4875000,4875000,39000000,9750000,9750000,39000000
rencanamu-200,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,AKUNTANSI,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-201,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,MANAJEMEN,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-202,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,AKUNTANSI,-,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-203,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,MANAJEMEN PERKANTORAN,-,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-204,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,SASTRA INGGRIS,-,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-205,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,ARSITEKTUR,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-206,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,SISTEM INFORMASI,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-207,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,TEKNIK INFORMATIKA,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-208,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,TEKNIK SIPIL,C,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-209,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,AGROTEKNOLOGI,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-210,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,TEKNOLOGI HASIL PERTANIAN,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-211,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,ILMU HUKUM,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-212,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,ILMU FILSAFAT,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-213,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,PENDIDIKAN MATEMATIKA,C,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-214,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,C,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-215,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,PENDIDIKAN GURU SD,C,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-216,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,SUMATERA UTARA,UMUM,PENDIDIKAN BAHASA INGGRIS,C,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-217,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,TEKNIK SIPIL,C,-,-,-,-,-,-
rencanamu-218,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,EKONOMI PEMBANGUNAN,C,-,-,-,-,-,-
rencanamu-219,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,MANAJEMEN,-,-,-,-,-,-,-
rencanamu-220,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,AGROEKOTEKNOLOGI,C,-,-,-,-,-,-
rencanamu-221,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,PETERNAKAN,C,-,-,-,-,-,-
rencanamu-222,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,-,-,-,-,-,-,-
rencanamu-223,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN BAHASA INGGRIS,C,-,-,-,-,-,-
rencanamu-224,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN FISIKA,C,-,-,-,-,-,-
rencanamu-225,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN MATEMATIKA,-,-,-,-,-,-,-
rencanamu-226,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,C,-,-,-,-,-,-
rencanamu-227,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,PENDIDIKAN SEJARAH,-,-,-,-,-,-,-
rencanamu-228,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,ILMU ADMINISTRASI NEGARA,-,-,-,-,-,-,-
rencanamu-229,UNIVERSITAS GRAHA NUSANTARA,-,-,SUMATERA UTARA,UMUM,ILMU PEMERINTAHAN,-,-,-,-,-,-,-
rencanamu-230,STMIK TRIGUNA DHARMA,B,-,SUMATERA UTARA,UMUM,MANAJEMEN INFORMATIKA,B,-,-,-,-,-,-
rencanamu-231,STMIK TRIGUNA DHARMA,B,-,SUMATERA UTARA,UMUM,TEKNIK KOMPUTER,B,-,-,-,-,-,-
rencanamu-232,STMIK TRIGUNA DHARMA,B,-,SUMATERA UTARA,UMUM,SISTEM INFORMASI,B,-,-,-,-,-,-
rencanamu-233,STMIK TRIGUNA DHARMA,B,-,SUMATERA UTARA,UMUM,SISTEM KOMPUTER,B,-,-,-,-,-,-
rencanamu-234,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,ILMU HUKUM,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-235,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,MANAJEMEN,-,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-236,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,AKUNTANSI,A,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-237,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,EKONOMI PEMBANGUNAN,A,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-238,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,PETERNAKAN,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-239,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,AGROEKOTEKNOLOGI,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-240,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,PENDIDIKAN AGAMA ISLAM,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-241,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,ARSITEKTUR,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-242,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,TEKNIK ELEKTRO,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-243,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,ILMU FILSAFAT,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-244,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,SISTEM KOMPUTER,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-245,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,ILMU HUKUM,-,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-246,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,MANAJEMEN,C,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-247,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,PERPAJAKAN,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-248,UNIVERSITAS PEMBANGUNAN PANCA BUDI,B,-,SUMATERA UTARA,UMUM,TEKNIK KOMPUTER,B,2312500,2312500,18500000,4625000,4625000,18500000
rencanamu-249,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,ILMU KEDOKTERAN,B,-,-,-,-,-,-
rencanamu-250,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,KEDOKTERAN GIGI,B,-,-,-,-,-,-
rencanamu-251,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,KEPERAWATAN,B,-,-,-,-,-,-
rencanamu-252,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,ILMU KESEHATAN MASYARAKAT,B,-,-,-,-,-,-
rencanamu-253,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,AKUNTANSI,B,-,-,-,-,-,-
rencanamu-254,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,MANAJEMEN,B,-,-,-,-,-,-
rencanamu-255,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,KEUANGAN DAN PERBANKAN,B,-,-,-,-,-,-
rencanamu-256,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,AKUNTANSI,C,-,-,-,-,-,-
rencanamu-257,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,TEKNIK ELEKTRO,C,-,-,-,-,-,-
rencanamu-258,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,TEKNIK INDUSTRI,C,-,-,-,-,-,-
rencanamu-259,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,SISTEM INFORMASI,C,-,-,-,-,-,-
rencanamu-260,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,TEKNIK INFORMATIKA,C,-,-,-,-,-,-
rencanamu-261,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,AGROTEKNOLOGI,B,-,-,-,-,-,-
rencanamu-262,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,AGRIBISNIS,B,-,-,-,-,-,-
rencanamu-263,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B,-,-,-,-,-,-
rencanamu-264,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,PENDIDIKAN BAHASA INGGRIS,B,-,-,-,-,-,-
rencanamu-265,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,ILMU HUKUM,B,-,-,-,-,-,-
rencanamu-266,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,PSIKOLOGI,C,-,-,-,-,-,-
rencanamu-267,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,KOMPUTERISASI AKUNTANSI,C,-,-,-,-,-,-
rencanamu-268,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,MANAJEMEN INFORMATIKA,C,-,-,-,-,-,-
rencanamu-269,UNIVERSITAS PRIMA INDONESIA,B,-,SUMATERA UTARA,UMUM,KEBIDANAN,B,-,-,-,-,-,-
rencanamu-270,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,ILMU EKONOMI,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-271,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,MANAJEMEN,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-272,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,AKUNTANSI,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-273,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,ILMU HUKUM,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-274,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-275,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN GURU SD,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-276,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN MATEMATIKA,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-277,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-278,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN BAHASA INGGRIS,A,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-279,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN BIOLOGI,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-280,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-281,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,SASTRA JEPANG,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-282,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,SASTRA INGGRIS,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-283,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,SASTRA INDONESIA,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-284,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,TEKNIK ARSITEKTUR,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-285,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,TEKNIK SIPIL,A,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-286,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,PERENCANAAN WILAYAH DAN KOTA,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-287,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,BUDIDAYA PERAIRAN,A,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-288,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,PEMANFAATAN SUMBER DAYA PERIKANAN,A,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-289,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,TEKNIK ELEKTRO,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-290,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,TEKNIK MESIN,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-291,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,TEKNIK INDUSTRI,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-292,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,TEKNIK KIMIA,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-293,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,TEKNIK EKONOMI KONSTRUKSI,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-294,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,"PENGELOLAAN SUMBERDAYA PERAIRAN, PESISIR DAN KELAUTAN",B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-295,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,TEKNIK SIPIL,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-296,UNIVERSITAS BUNG HATTA,B,-,SUMATERA BARAT,UMUM,ARSITEKTUR,C,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-297,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,AKUNTANSI,B,-,-,-,-,-,-
rencanamu-298,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,MANAJEMEN,B,-,-,-,-,-,-
rencanamu-299,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,ILMU HUKUM,B,-,-,-,-,-,-
rencanamu-300,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,ARSITEKTUR,B,-,-,-,-,-,-
rencanamu-301,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,TEKNIK ELEKTRO,B,-,-,-,-,-,-
rencanamu-302,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,TEKNIK INDUSTRI,C,-,-,-,-,-,-
rencanamu-303,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,TEKNIK MESIN,B,-,-,-,-,-,-
rencanamu-304,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,TEKNIK SIPIL,B,-,-,-,-,-,-
rencanamu-305,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,AGRIBISNIS,B,-,-,-,-,-,-
rencanamu-306,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,AGROTEKNOLOGI,-,-,-,-,-,-,-
rencanamu-307,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,TEKNIK HASIL PERTANIAN,B,-,-,-,-,-,-
rencanamu-308,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,ILMU ADMINISTRASI NEGARA,B,-,-,-,-,-,-
rencanamu-309,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,ILMU KOMUNIKASI,B,-,-,-,-,-,-
rencanamu-310,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,ILMU PEMERINTAHAN,B,-,-,-,-,-,-
rencanamu-311,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B,-,-,-,-,-,-
rencanamu-312,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN BAHASA INGGRIS,B,-,-,-,-,-,-
rencanamu-313,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN EKONOMI,B,-,-,-,-,-,-
rencanamu-314,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,PENDIDIKAN MATEMATIKA,B,-,-,-,-,-,-
rencanamu-315,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,SASTRA INGGRIS,B,-,-,-,-,-,-
rencanamu-316,UNIVERSITAS EKASAKTI,B,-,SUMATERA BARAT,UMUM,MANAJEMEN INFORMATIKA,B,-,-,-,-,-,-
