quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation
-,-,banpt-3227,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-3227,-,-,PETERNAKAN,PETERNAKAN,S1,BAIK
-,-,banpt-3227,-,-,TEKNOLOGI HASIL PERIKANAN,TEKNOLOGI HASIL PERIKANAN,S1,BAIK
-,-,banpt-494,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-494,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-494,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
quipper-378,-,-,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,ADMINISTRASI,S1,-
-,-,banpt-3418,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,B
-,rencanamu-210,-,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,B
-,rencanamu-210,-,-,-,ILMU ADMINISTRASI NIAGA,ADMINISTRASI NIAGA,S1,B
-,-,banpt-3418,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,B
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS ILMU KESEHATAN,FARMASI,FARMASI,S1,C
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,FISIKA,FISIKA,S1,B
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,GEOGRAFI,GEOGRAFI,S1,B
-,-,banpt-3418,-,-,TEKNIK GEOLOGI,GEOLOGI,S1,BAIK
quipper-378,-,banpt-3418,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,B
quipper-378,-,-,-,FAKULTAS AGAMA ISLAM,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,-
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU PERPUSTAKAAN,ILMU PERPUSTAKAAN,S1,B
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS ILMU KESEHATAN,KEBIDANAN,KEBIDANAN,S1,C
-,-,banpt-3418,-,-,MANAJEMEN RITEL,MANAJEMEN RITEL,S1,BAIK
-,rencanamu-210,banpt-3418,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,C
-,rencanamu-210,banpt-3418,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,B
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,B
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS TEKNIK,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,B
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS TEKNIK,TEKNIK PERTAMBANGAN,PERTAMBANGAN,S1,C
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS PERTANIAN,TEKNIK PERTANIAN,PERTANIAN,S1,B
quipper-378,-,-,-,FAKULTAS AGAMA ISLAM,SASTRA ARAB,SASTRA ARAB,S1,-
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,SEJARAH,SEJARAH,S1,C
quipper-378,rencanamu-210,banpt-3418,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,B
-,-,banpt-3418,-,-,SISTEM DAN TEKNOLOGI INFORMASI,SISTEM INFORMASI,S1,BAIK
quipper-378,-,-,-,FAKULTAS PERTANIAN,ILMU DAN TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,-
-,-,banpt-1315,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,B
-,-,banpt-1315,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-1315,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,BAIK SEKALI
-,-,banpt-1315,-,-,PENDIDIKAN FISIKA,FISIKA,S1,BAIK SEKALI
-,-,banpt-1315,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-1315,-,-,PENDIDIKAN KEWARGANEGARAAN,KEWARGANEGARAAN,S1,B
-,-,banpt-1315,-,-,PENDIDIKAN KIMIA,KIMIA,S1,BAIK SEKALI
-,-,banpt-1315,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B
-,-,banpt-3538,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,C
-,rencanamu-211,banpt-3538,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,C
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,BIOLOGI,BIOLOGI,S1,C
-,-,banpt-3538,-,-,SAINS BIOMEDIS,BIOMEDIS,S1,BAIK
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,ILMU EKONOMI,EKONOMI,S1,C
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,FISIKA,FISIKA,S1,C
-,-,banpt-3538,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK
quipper-549,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,GURU,S1,-
-,-,banpt-3538,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,C
quipper-549,-,-,-,FAKULTAS AGAMA ISLAM,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,-
quipper-549,-,-,-,MANAJEMEN INFORMATIKA,TEKNIK INFORMATIKA,INFORMATIKA,S1,-
-,-,banpt-3538,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK
-,rencanamu-211,-,-,-,KEUANGAN PERBANKAN,KEUANGAN PERBANKAN,S1,C
-,-,banpt-3538,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK
-,-,banpt-3538,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK SEKALI
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,C
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,C
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,C
quipper-549,-,-,-,FAKULTAS EKONOMI,PERBANKAN,PERBANKAN,S1,-
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,SEJARAH,SEJARAH,S1,C
quipper-549,rencanamu-211,banpt-3538,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,C
-,-,banpt-1716,-,-,PENDIDIKAN,,S1,BAIK SEKALI
-,-,banpt-1716,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-1716,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-1716,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI
-,-,banpt-1716,-,-,INFORMATIKA MEDIS,INFORMATIKA MEDIS,S1,BAIK
-,-,banpt-1716,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-2631,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,A
-,-,banpt-2631,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,A
-,-,banpt-2631,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK SEKALI
-,-,banpt-2631,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK SEKALI
-,-,banpt-2631,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK
-,-,banpt-2631,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-2631,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,UNGGUL
-,-,banpt-2631,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,B
-,-,banpt-2631,-,-,HUKUM,HUKUM,S1,TERAKREDITASI SEMENTARA
-,-,banpt-2631,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
-,-,banpt-2631,-,-,KEHUTANAN,KEHUTANAN,S1,B
-,-,banpt-2631,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK
-,-,banpt-2631,-,-,TEKNIK LINGKUNGAN,LINGKUNGAN,S1,BAIK SEKALI
-,-,banpt-2631,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-2631,-,-,PSIKOLOGI,PSIKOLOGI,S1,TERAKREDITASI SEMENTARA
-,-,banpt-2631,-,-,TEKNIK SIPIL,SIPIL,S1,B
-,-,banpt-2631,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-2631,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,B
-,-,banpt-UNIVERSITAS MUHAMMADIYAH PALANGKARAYA,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-UNIVERSITAS MUHAMMADIYAH PALANGKARAYA,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK
-,rencanamu-212,banpt-236,-,-,ADMINISTRASI PENDIDIKAN,ADMINISTRASI,S1,B
-,rencanamu-212,banpt-236,-,-,AGRIBISNIS,AGRIBISNIS,S1,B
-,rencanamu-212,banpt-236,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B
-,-,banpt-236,-,-,AKUAKULTUR,AKUAKULTUR,S1,UNGGUL
-,rencanamu-212,banpt-236,-,-,AKUNTANSI,AKUNTANSI,S1,B
-,rencanamu-212,banpt-236,-,-,ARSITEKTUR,ARSITEKTUR,S1,B
-,rencanamu-212,banpt-236,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,B
-,-,banpt-236,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI
-,rencanamu-212,banpt-236,-,-,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,B
-,rencanamu-212,banpt-236,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,B
-,rencanamu-212,banpt-236,-,-,ILMU HUKUM,HUKUM,S1,B
-,rencanamu-212,banpt-236,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK
-,rencanamu-212,banpt-236,-,-,ILMU KEDOKTERAN,KEDOKTERAN,S1,BAIK SEKALI
-,rencanamu-212,-,-,-,KEHUTANAN,KEHUTANAN,S1,B
-,rencanamu-212,banpt-236,-,-,TEKNIK KIMIA,KIMIA,S1,B
-,rencanamu-212,banpt-236,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,rencanamu-212,banpt-236,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B
-,rencanamu-212,banpt-236,-,-,PENDIDIKAN SEJARAH,SEJARAH,S1,B
-,rencanamu-212,banpt-236,-,-,TEKNIK SIPIL,SIPIL,S1,B
-,-,banpt-236,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK SEKALI
-,rencanamu-212,banpt-236,-,-,ILMU DAN TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,C
-,-,banpt-1570,-,-,AKUNTANSI,AKUNTANSI,S1,UNGGUL
-,-,banpt-1570,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK SEKALI
-,-,banpt-1570,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI
-,-,banpt-1570,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,UNGGUL
-,-,banpt-1570,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-1570,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-1570,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK SEKALI
-,-,banpt-1570,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK SEKALI
-,-,banpt-1570,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-1570,-,-,ILMU KELAUTAN,KELAUTAN,S1,BAIK
-,-,banpt-1570,-,-,TEKNIK KOMPUTER,KOMPUTER,S1,BAIK
-,-,banpt-1570,-,-,MANAJEMEN,MANAJEMEN,S1,UNGGUL
-,-,banpt-1570,-,-,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,BAIK
-,-,banpt-1570,-,-,TEKNIK PERTAMBANGAN,PERTAMBANGAN,S1,BAIK
-,-,banpt-1570,-,-,PENYULUH PERTANIAN,PERTANIAN,S1,BAIK
-,-,banpt-1570,-,-,REKAYASA PERANGKAT LUNAK,REKAYASA PERANGKAT LUNAK,S1,BAIK
-,rencanamu-213,banpt-3099,-,-,ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,C
-,rencanamu-213,banpt-3099,-,-,AGRIBISNIS,AGRIBISNIS,S1,C
-,-,banpt-3099,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-3099,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK SEKALI
-,rencanamu-213,banpt-3099,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-3099,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK
-,rencanamu-213,banpt-3099,-,-,KEHUTANAN,KEHUTANAN,S1,C
-,rencanamu-213,banpt-3099,-,-,ILMU KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B
-,rencanamu-213,banpt-3099,-,-,MANAJEMEN,MANAJEMEN,S1,C
-,-,banpt-3099,-,-,ILMU KEOLAHRAGAAN,OLAHRAGA,S1,BAIK
-,rencanamu-213,banpt-3099,-,-,TEKNIK SIPIL,SIPIL,S1,C
-,-,banpt-3099,-,-,SOSIOLOGI,SOSIOLOGI,S1,BAIK
-,-,banpt-2081,-,-,HUKUM,HUKUM,S1,BAIK
-,-,banpt-2081,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
-,-,banpt-2081,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK
-,-,banpt-2081,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK
-,-,banpt-2081,-,-,ILMU LINGKUNGAN,LINGKUNGAN,S1,BAIK
-,-,banpt-2081,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK
-,-,banpt-595,-,-,AGRIBISNIS,AGRIBISNIS,S1,B
-,-,banpt-595,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK SEKALI
-,-,banpt-595,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-595,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK SEKALI
-,-,banpt-595,-,-,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,BAIK SEKALI
-,-,banpt-595,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI
-,-,banpt-595,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK
-,-,banpt-595,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-595,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-595,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-595,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI
-,-,banpt-595,-,-,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,BAIK
-,-,banpt-595,-,-,PETERNAKAN,PETERNAKAN,S1,BAIK SEKALI
-,-,banpt-595,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI
-,-,banpt-UNIVERSITAS MUHAMMADIYAH PAREPARE,-,-,GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-UNIVERSITAS MUHAMMADIYAH PAREPARE,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL
-,-,banpt-1223,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-1223,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-1223,-,-,FISIOTERAPI,FISIOTERAPI,S1,UNGGUL
-,-,banpt-1223,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-1223,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK SEKALI
-,-,banpt-1223,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-1223,-,-,KEPERAWATAN,KEPERAWATAN,S1,UNGGUL
-,-,banpt-1223,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,-,banpt-1223,-,-,TEKNIK MESIN,MESIN,S1,BAIK
-,-,banpt-104,-,-,GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-104,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-104,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-104,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-104,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
quipper-450,-,banpt-382,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,UNGGUL
quipper-450,-,-,-,FAKULTAS EKONOMI,ILMU EKONOMI,EKONOMI,S1,-
-,-,banpt-382,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,UNGGUL
quipper-450,-,banpt-382,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK SEKALI
-,-,banpt-382,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK
quipper-450,-,-,-,FAKULTAS AGAMA ISLAM,KEGURUAN & PENDIDIKAN,GURU,S1,-
-,-,banpt-382,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK SEKALI
quipper-450,-,banpt-382,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,BAIK SEKALI
-,-,banpt-382,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK SEKALI
quipper-450,-,banpt-382,-,FAKULTAS TEKNIK,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
quipper-450,-,-,-,FAKULTAS ILMU KESEHATAN,KEBIDANAN,KEBIDANAN,S1,-
quipper-450,-,banpt-382,-,FAKULTAS ILMU KESEHATAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
quipper-450,-,banpt-382,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,UNGGUL
quipper-450,-,banpt-382,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B
quipper-450,-,banpt-382,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,UNGGUL
-,-,banpt-382,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,UNGGUL
-,-,banpt-382,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,BAIK SEKALI
-,-,banpt-3338,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,UNGGUL
-,-,banpt-3338,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI
quipper-647,-,banpt-3338,-,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,B
quipper-647,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,GURU,S1,-
-,-,banpt-3338,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,UNGGUL
-,-,banpt-3338,-,-,ILMU HUKUM,HUKUM,S1,BAIK
quipper-647,-,banpt-3338,-,FAKULTAS TEKNIK,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK
quipper-647,-,banpt-3338,-,FAKULTAS ILMU KESEHATAN,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-3338,-,-,PENDIDIKAN KIMIA,KIMIA,S1,UNGGUL
quipper-647,-,banpt-3338,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,BAIK
quipper-647,-,banpt-3338,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,BAIK SEKALI
-,-,banpt-3338,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK
-,-,banpt-3338,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-UNIVERSITAS MUHAMMADIYAH PRINGSEWU,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI
-,-,banpt-642,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,UNGGUL
-,-,banpt-642,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK
-,-,banpt-642,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-642,-,-,KEPERAWATAN,KEPERAWATAN,S1,UNGGUL
-,-,banpt-642,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,-,banpt-642,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL
-,-,banpt-642,-,-,SISTEM DAN TEKNOLOGI INFORMASI,SISTEM INFORMASI,S1,BAIK
quipper-285,-,banpt-3222,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,UNGGUL
quipper-285,-,-,-,FAKULTAS FARMASI DAN SAINS,APOTEKER,APOTEKER,S1,-
quipper-285,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,-
quipper-285,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BIOLOGI,BIOLOGI,S1,-
quipper-285,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN EKONOMI,EKONOMI,S1,-
quipper-285,-,-,-,FAKULTAS TEKNOLOGI INDUSTRI DAN INFORMATIKA,TEKNIK ELEKTRO,ELEKTRO,S1,-
quipper-285,-,-,-,FAKULTAS FARMASI DAN SAINS,FARMASI,FARMASI,S1,-
quipper-285,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN FISIKA,FISIKA,S1,-
quipper-285,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GEOGRAFI,GEOGRAFI,S1,-
quipper-285,-,-,-,FAKULTAS ILMU-ILMU KESEHATAN,ILMU GIZI,GIZI,S1,-
quipper-285,-,banpt-3222,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B
quipper-285,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,-
-,-,banpt-3222,-,-,HUKUM BISNIS,HUKUM,S1,TERAKREDITASI SEMENTARA
quipper-285,-,banpt-3222,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,UNGGUL
quipper-285,-,banpt-3222,-,FAKULTAS TEKNOLOGI INDUSTRI DAN INFORMATIKA,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
quipper-285,-,-,-,FAKULTAS KEDOKTERAN,KEDOKTERAN,KEDOKTERAN,S1,-
quipper-285,-,-,-,FAKULTAS FARMASI DAN SAINS,ANALIS KESEHATAN,KESEHATAN MASYARAKAT,S1,-
quipper-285,-,banpt-3222,-,FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,MANAJEMEN,S1,UNGGUL
quipper-285,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,-
quipper-285,-,-,-,FAKULTAS TEKNOLOGI INDUSTRI DAN INFORMATIKA,TEKNIK MESIN,MESIN,S1,-
quipper-285,-,-,-,FAKULTAS EKONOMI DAN BISNIS,PERPAJAKAN,PERPAJAKAN,S1,-
quipper-285,-,banpt-3222,-,FAKULTAS PSIKOLOGI,PSIKOLOGI,PSIKOLOGI,S1,UNGGUL
quipper-285,-,banpt-3222,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN SEJARAH,SEJARAH,S1,UNGGUL
-,-,banpt-3222,-,-,SISTEM DAN TEKNOLOGI INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI
-,rencanamu-214,-,-,-,ADMINISTRASI PENDIDIKAN,ADMINISTRASI,S1,A
-,rencanamu-214,-,-,-,AKUNTANSI,AKUNTANSI,S1,B
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,A
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,B
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,A
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,B
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,FARMASI,FARMASI,S1,B
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,PENDIDIKAN FISIKA,FISIKA,S1,B
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,PENDIDIKAN GEOGRAFI,GEOGRAFI,S1,A
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,GIZI,GIZI,S1,B
-,rencanamu-214,-,-,-,PENDIDIKAN GURU PAUD,GURU PAUD,S1,B
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,PENDIDIKAN GURU SD,GURU SEKOLAH DASAR,S1,A
