prodi_code,prodi_name,jenjang,akreditasi_prodi,institution_code
521,PENDIDIKAN AGAMA ISLAM,S1,B,3381
522,TEKNIK BUDIDAYA PERIKANAN,D-III,BAIK SEKALI,2535
523,PEMANFAATAN SUMBER DAYA PERIKANAN,S1,BAIK,3909
524,MANAJEMEN AGRIBISNIS,D-III,BAIK SEKALI,2672
525,PERMESINAN KAPAL,D-III,BAIK SEKALI,1833
526,SISTEM INFORMASI,S1,BAIK,2470
527,AGROBISNIS PERIKANAN,S1,BAIK,1157
528,PENDIDIKAN AGAMA ISLAM,S1,B,2904
529,HUKUM KELUARGA ISLAM,S1,B,3347
530,PENDIDIKAN BAHASA INGGRIS,S1,B,696
531,PENGELOLAAN INFRASTRUKTUR AIR BERSIH DAN SANITASI,S2,UNGGUL,2697
532,PENDIDIKAN BAHASA JERMAN,S1,B,3804
533,MANAJEMEN INFORMATIKA,D-III,B,968
534,ILMU PENDIDIKAN TEOLOGI,S1,B,2348
535,PENDIDIKAN BAHASA INGGRIS,S1,B,
536,SASTRA INGGRIS,S1,B,421
537,PENDIDIKAN AGAMA ISLAM,S1,B,2644
538,HUKUM TATANEGARA,S1,B,
539,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,
540,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,A,3308
541,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,3680
542,ILMU ADMINISTRASI,S2,B,2383
543,PERBANKAN SYARIAH,S1,B,3917
544,PENDIDIKAN EKONOMI,S1,BAIK SEKALI,1710
545,TEKNOLOGI INFORMASI,S3,A,2277
546,MANAJEMEN INFORMATIKA,D-III,B,762
547,AKUNTANSI,S1,BAIK,3791
548,PENDIDIKAN EKONOMI,S1,BAIK SEKALI,310
549,ILMU ADMINISTRASI NEGARA,S1,BAIK,
550,TEKNIK ELEKTRO,S1,BAIK,3190
551,PERHOTELAN,D-III,BAIK,2235
552,AGRIBISNIS,S1,BAIK,3895
553,EKONOMI SYARIAH,S1,BAIK,409
554,PENDIDIKAN AGAMA ISLAM,S1,B,
555,KESEHATAN HEWAN,D-III,A,2699
556,PSIKOLOGI ISLAM,S1,B,
557,MANAJEMEN PENDIDIKAN ISLAM,S1,B,2069
558,HUKUM KELUARGA ISLAM,S1,B,3566
559,PENDIDIKAN AGAMA ISLAM,S1,B,3501
560,MANAJEMEN PENDIDIKAN ISLAM,S1,B,3020
561,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,3440
562,PENDIDIKAN AGAMA ISLAM,S1,B,
563,PENDIDIKAN AGAMA ISLAM,S1,B,3659
564,TEKNIK INFORMATIKA,D-III,B,3980
565,TEKNIK MEKATRONIKA,D-III,B,3980
566,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,548
567,TATA BOGA,D-I,B,2731
568,PENCIPTAAN DAN PENGKAJIAN SENI,S2,B,3631
569,BAHASA DAN SASTRA ARAB,S1,B,
570,PENDIDIKAN AGAMA KRISTEN,S1,B,3922
571,PERBANKAN SYARIAH,S1,C,
572,HUKUM EKONOMI SYARIAH,S1,A,
573,EKONOMI SYARIAH,S1,B,667
574,ILMU HUKUM,S1,B,253
575,PSIKOLOGI,S1,A,2339
576,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,3876
577,HUKUM KELUARGA ISLAM,S2,B,624
578,MANAJEMEN,S1,B,
579,MANAJEMEN,S2,A,608
580,SISTEM INFORMASI AKUNTANSI,S1,B,1745
581,ILMU KIMIA,S3,A,2680
582,PENDIDIKAN AGAMA ISLAM,S1,B,595
583,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S2,B,2371
584,TEKNIK KOMPUTER,D-III,B,986
585,PENGEMBANGAN MASYARAKAT ISLAM,S1,B,3499
586,PENDIDIKAN BAHASA INGGRIS,S1,B,3943
587,AKUNTANSI,S1,B,3679
588,SISTEM KOMPUTER,S1,BAIK,3826
589,SASTRA INDONESIA,S1,BAIK,3760
590,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,593
591,TEKNOLOGI PRODUKSI TANAMAN PERKEBUNAN,D-IV,BAIK,3848
592,PENDIDIKAN AGAMA ISLAM,S1,B,
593,TEKNIK INFORMATIKA,S1,B,
594,PSIKOLOGI,S1,A,2699
595,ILMU ADMINISTRASI NIAGA,S1,B,1499
596,BAHASA INGGRIS,D-III,B,2368
597,AKUNTANSI,S1,B,
598,AGROTEKNOLOGI,S1,B,2329
599,PENDIDIKAN MATEMATIKA,S1,B,2874
600,AKUNTANSI,S1,A,2063
601,BUDIDAYA PERIKANAN,D-III,B,
602,FILSAFAT HINDU,S1,BAIK,
603,AHWAL AL-SYAKHSHIYAH,S1,B,89
604,PENDIDIKAN AGAMA ISLAM,S1,B,3584
605,SEJARAH PERADABAN ISLAM,S1,B,
606,TADRIS BAHASA INDONESIA,S1,B,1638
607,TEKNIK ELEKTRONIKA,D-III,B,2081
608,MANAJEMEN PERKOTAAN,S2,A,2680
609,AGAMA DAN BUDAYA,S1,B,3849
610,HUKUM,S1,BAIK,981
611,PEMANFAATAN SUMBER DAYA PERIKANAN,S1,BAIK,2470
612,PENDIDIKAN MATEMATIKA,S1,BAIK,2915
613,PENDIDIKAN AGAMA ISLAM,S2,BAIK,2031
614,TEKNIK KIMIA,S1,UNGGUL,2435
615,TEKNIK ELEKTRO,S1,BAIK,2169
616,TEKNIK INFORMATIKA,S1,BAIK,3635
617,PENDIDIKAN BIOLOGI,S1,BAIK,2169
618,AKUNTANSI,S1,BAIK,2317
619,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",S1,BAIK,1169
620,KOMPUTERISASI AKUNTANSI,D-III,BAIK,3695
621,TEKNIK MESIN,S1,BAIK,1731
622,MANAJEMEN INFORMATIKA,D-III,BAIK,
623,DESAIN KOMUNIKASI VISUAL,S1,BAIK,3798
624,AKUNTANSI,S1,BAIK,3419
625,TEKNOLOGI PENGELOLAAN SUMBERDAYA PERAIRAN,D-IV,BAIK,3357
626,AGROTEKNOLOGI,S1,BAIK,980
627,PENDIDIKAN BIOLOGI,S1,BAIK,3694
628,EKONOMI SYARIAH,S2,B,
629,TEKNIK INFORMATIKA,S1,B,3836
630,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,2251
631,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,
632,BIMBINGAN DAN KONSELING ISLAM,S1,B,
633,HUKUM TATANEGARA,S1,B,3575
634,SASTRA INGGRIS,S1,A,2083
635,SISTEM INFORMASI,S1,B,1745
636,PENDIDIKAN AGAMA ISLAM,S1,B,3336
637,SISTEM INFORMASI,S1,B,2292
638,HUKUM KELUARGA,S1,B,3428
639,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,2878
640,SISTEM INFORMASI,S1,BAIK,3826
641,TEKNIK INFORMATIKA,S1,BAIK,2310
642,TEKNIK ELEKTRO,D-III,BAIK,1330
643,DESAIN KOMUNIKASI VISUAL,S1,BAIK,4014
644,PENDIDIKAN AGAMA HINDU,S2,BAIK SEKALI,3180
645,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK,605
646,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK,3635
647,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,2896
648,PENDIDIKAN BAHASA INGGRIS,S1,BAIK,2175
649,EKONOMI SYARI'AH,S1,BAIK,3255
650,ARSITEKTUR,S2,BAIK,2277
651,EKONOMI SYARIAH,S1,BAIK,
652,TEKNOLOGI PENANGKAPAN IKAN,D-III,C,
653,TEKNIK INFORMATIKA,S1,TIDAK TERAKREDITASI,678
654,TEKNIK DAN MANAJEMEN LINGKUNGAN,D-III,BAIK,2672
655,DESAIN KOMUNIKASI VISUAL,S1,A,3237
656,SISTEM KOMPUTER,S1,B,412
657,HUKUM PIDANA ISLAM,S1,A,3499
658,KEHUTANAN,S1,B,
659,PENDIDIKAN TEKNOLOGI INFORMASI,S1,B,2698
660,SOSIOLOGI,S1,B,763
661,PENDIDIKAN SENI TARI KEAGAMAAN HINDU,S1,B,3097
662,KOMPUTERISASI AKUNTANSI,D-III,C,
663,PERBANKAN SYARIAH,S1,B,3451
664,AGROTEKNOLOGI,S1,BAIK,2161
665,MANAJEMEN,S1,BAIK,1953
666,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,3903
667,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,3584
668,PANGAN DAN NUTRISI,S1,B,1851
669,TEKNIK INFORMATIKA,D-IV,B,2363
670,BIMBINGAN DAN KONSELING PENDIDIKAN ISLAM,S1,C,
671,ILMU HADIS,S1,B,3593
672,BIMBINGAN DAN KONSELING ISLAM,S1,B,
673,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,665
674,PSIKOLOGI,S1,B,2251
675,SASTRA INGGRIS,S1,A,3237
676,AKUNTANSI SYARIAH,S1,A,
677,PASTORAL KONSELING,S1,B,275
678,SEJARAH PERADABAN ISLAM,S1,B,
679,BAHASA DAN SASTRA ARAB,S1,A,
680,MANAJEMEN INFORMATIKA,D-III,B,3524
681,TADRIS MATEMATIKA,S1,B,
682,PERBANDINGAN MADZHAB,S1,A,3499
683,HUKUM EKONOMI SYARIAH,S2,B,624
684,PERBANKAN SYARI'AH,S1,B,
685,PERBANKAN SYARIAH,S1,B,2139
686,ILMU HADIS,S1,B,
687,KOMUNIKASI DAN PENYIARAN ISLAM,S2,B,
688,PENDIDIKAN AGAMA ISLAM,S1,B,3472
689,PENDIDIKAN AGAMA HINDU,S1,BAIK,2735
690,PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,447
691,PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,2127
692,INOVASI REGIONAL,S2,BAIK,2088
693,AKUNTANSI,D-III,BAIK,4010
694,AKUNTANSI,S1,BAIK,2546
695,DESAIN KOMUNIKASI VISUAL,S1,BAIK,3375
696,PENDIDIKAN EKONOMI,S1,BAIK,2915
697,AGROBISNIS PERIKANAN,S1,BAIK SEKALI,310
698,PENDIDIKAN MATEMATIKA,S1,BAIK,412
699,AGRIBISNIS,S1,BAIK SEKALI,2028
700,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,2497
701,PASTORAL KONSELING,S1,B,3849
702,ILMU HUKUM,S1,B,2345
703,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,1785
704,TEKNIK INFORMATIKA,S1,B,760
705,DESAIN INTERIOR,S1,B,3806
706,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,2328
707,ILMU KEOLAHRAGAAN,S1,B,668
708,AGROBISNIS PERIKANAN,S1,A,608
709,ILMU EKONOMI,S2,B,2694
710,EKONOMI SYARI`AH,S1,A,
711,SENI RUPA,S1,B,2756
712,EKONOMI SYARI`AH,S1,B,327
713,BUDIDAYA PERAIRAN,S1,B,2616
714,TEOLOGI,S1,B,
715,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,C,
716,PENDIDIKAN EKONOMI,S1,B,1259
717,PENDIDIKAN EKONOMI,S1,B,81
718,SURVEI PEMETAAN DAN INFORMASI GEOGRAFIS,D-III,B,3198
719,TEKNIK PERTANIAN,S1,A,2261
720,PENDIDIKAN FISIKA,S1,B,
721,PEMANFAATAN SUMBERDAYA PERAIRAN,S1,B,
722,MANAJEMEN,S1,B,3715
723,MANAJEMEN,S1,B,2498
724,HUKUM,S1,B,2441
725,ILMU SEJARAH,S1,TIDAK TERAKREDITASI,
726,MANAJEMEN INFORMATIKA,D-III,TIDAK TERAKREDITASI,
727,PENDIDIKAN AGAMA ISLAM,S1,B,3347
728,ILMU HUKUM,S3,B,2041
729,MANAJEMEN PENDIDIKAN ISLAM,S1,B,3451
730,AGROTEKNOLOGI,S1,BAIK,
731,BIMBINGAN KONSELING,S1,BAIK,3986
732,PERBANKAN SYARIAH,S1,A,
733,PROFESI AKUNTAN,PROFESI,B,2083
734,MANAJEMEN,S2,UNGGUL,
735,MANAJEMEN,S1,BAIK,2713
736,EKONOMI SYARIAH,S2,BAIK SEKALI,3096
737,TADRIS MATEMATIKA,S1,BAIK,517
738,TEKNOLOGI HASIL PERIKANAN,S1,BAIK,708
739,PENDIDIKAN GURU SEKOLAH DASAR,S1,B,3271
740,HUKUM KELUARGA,S2,B,
741,PENDIDIKAN AGAMA ISLAM,S1,B,3681
742,MANAJEMEN,S2,B,1170
743,HUKUM EKONOMI SYARIAH,S1,B,3307
744,PENDIDIKAN MATEMATIKA,S1,BAIK,
745,PENDIDIKAN AGAMA ISLAM,S1,B,3494
746,AKUNTANSI SYARI'AH,S1,B,
747,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,3161
748,DESAIN KOMUNIKASI VISUAL,S1,B,2566
749,STRATEGI OPERASI LAUT,S2,A,1735
750,KOMUNIKASI DAN PENYIARAN ISLAM,S1,A,
751,ILMU AL-QURAN DAN TAFSIR,S1,B,624
752,HUKUM TATANEGARA,S1,B,
753,SEJARAH KEBUDAYAAN ISLAM,S1,B,
754,TEOLOGI,S2,B,3051
755,BIMBINGAN DAN KONSELING ISLAM,S1,B,624
756,PENDIDIKAN AGAMA ISLAM,S1,B,1751
757,KAJIAN BUDAYA,S3,B,3229
758,AQIDAH FILSAFAT ISLAM,S1,B,
759,AHWAL AL-SYAKHSHIYYAH,S1,B,690
760,ILMU AL-QUR'AN DAN TAFSIR,S1,B,3732
761,PENDIDIKAN AGAMA ISLAM,S1,B,
762,TEKNIK MESIN,D-III,BAIK SEKALI,2212
763,TEKNIK SIPIL,S1,BAIK,412
764,STUDI NAUTIKA,D-III,BAIK,2255
765,TEKNOLOGI NAUTIKA,D-III,BAIK,2255
766,KEPANDITAAN,S1,BAIK,3623
767,BUDIDAYA PERIKANAN,D-III,BAIK,3186
768,PENDIDIKAN AGAMA ISLAM,S1,BAIK,3635
769,TATA HIDANG,D-III,BAIK SEKALI,91
770,ILMU KESEJAHTERAAN SOSIAL,S2,UNGGUL,2679
771,TEKNIK PERAWATAN MESIN,D-II,BAIK,107
772,PENDIDIKAN GEOGRAFI,S1,UNGGUL,3198
773,TADRIS FISIKA,S1,BAIK,
774,MAGISTER HUKUM BISNIS DAN KENEGARAAN,S2,A,2699
775,MANAJEMEN,S1,B,3060
776,POLITIK DAN PEMERINTAHAN,S1,A,2699
777,PENDIDIKAN AGAMA ISLAM,S1,B,
778,PENDIDIKAN KIMIA,S1,A,3804
779,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,
780,HUKUM EKONOMI SYARIAH,S1,BAIK,
781,TEKNOLOGI INDUSTRI,D-III,BAIK SEKALI,
782,PERBANKAN SYARIAH,S1,BAIK,
783,PSIKOLOGI ISLAM,S1,BAIK,
784,TEKNIK PERTAMBANGAN,D-III,C,
785,MANAJEMEN PENDIDIKAN ISLAM,S2,B,
786,ILMU ADMINISTRASI NEGARA,S1,BAIK,3992
787,KETATALAKSANAAN PELAYARAN NIAGA DAN KEPELABUHAN,D-III,B,3819
788,PETERNAKAN,S1,BAIK SEKALI,542
789,DESAIN GRAFIS,S1,BAIK,3791
790,PENDIDIKAN PROFESI GURU,PROFESI,A,1909
791,AGRIBISNIS,S1,BAIK,2174
792,MANAJEMEN PERPAJAKAN,D-III,BAIK,
793,PENDIDIKAN FISIKA,S1,BAIK SEKALI,644
794,PENDIDIKAN BAHASA INGGRIS,S1,B,619
795,PEMANFAATAN SUMBER DAYA PERIKANAN,S1,BAIK,3701
796,AKUNTANSI,D-III,TIDAK TERAKREDITASI,767
797,TEKNIK ELEKTRONIKA,D-III,TIDAK TERAKREDITASI,3974
798,PENDIDIKAN TEOLOGI,S1,A,1235
799,DHARMA ACARYA,S2,BAIK SEKALI,837
800,HUKUM,S2,B,2036
801,PENDIDIKAN FISIKA,S1,BAIK SEKALI,1119
802,TEKNIK ELEKTRO,S2,BAIK SEKALI,3246
803,PENDIDIKAN AGAMA ISLAM,S1,BAIK,
804,AKUNTANSI,D-III,B,
805,PENDIDIKAN IPA,S1,BAIK,3285
806,SOSIOLOGI AGAMA,S1,B,3593
807,BAHASA DAN SASTRA ARAB,S1,B,
808,PENDIDIKAN BAHASA ARAB,S1,B,
809,TASAWUF DAN PSIKOTERAPI,S1,A,342
810,HUKUM KELUARGA,S2,B,3524
811,BIMBINGAN DAN KONSELING PENDIDIKAN ISLAM,S2,B,3524
812,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,
813,HUKUM TATANEGARA,S1,B,3020
814,PENDIDIKAN AGAMA ISLAM,S1,A,973
815,PENDIDIKAN AGAMA ISLAM,S1,B,2748
816,SEJARAH PERADABAN ISLAM,S1,B,1117
817,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,
818,BIMBINGAN DAN KONSELING ISLAM,S1,B,3499
819,BAHASA DAN SASTRA ARAB,S1,A,2191
820,PENDIDIKAN BAHASA ARAB,S2,B,3284
821,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,
822,PASTORAL KONSELING,S1,BAIK,1843
823,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,BAIK,1164
824,PENDIDIKAN AGAMA ISLAM,S1,B,
825,HUKUM,S1,B,2112
826,TEKNOLOGI INDUSTRI PERTANIAN,S1,B,2403
827,PSIKOLOGI,S1,A,3208
828,PSIKOLOGI,S1,B,2319
829,TEKNIK ELEKTRO,S1,B,2319
830,PENDIDIKAN BAHASA INGGRIS,S1,B,
831,AKUNTANSI,D-III,B,412
832,KOMPUTERISASI AKUNTANSI,D-III,B,412
833,PENDIDIKAN AGAMA ISLAM,S1,B,
834,PENDIDIKAN BAHASA INGGRIS,S1,B,
835,PENDIDIKAN AGAMA ISLAM,S1,B,
836,PENDIDIKAN BAHASA ARAB,S1,A,
837,HIDRO OSEANOGRAFI,D-III,B,3291
838,HIDROGRAFI,S1,B,3291
839,TEKNIK MANAJEMEN INDUSTRI,S1,B,3291
840,ANALISIS SISTEM DAN RISET OPERASI,S2,B,3291
841,AKUNTANSI,S1,B,3926
842,ILMU ADMINISTRASI NEGARA,S1,B,
843,ILMU KOMUNIKASI,S1,B,
844,AHWAL AL-SYAKHSHIYAH,S2,B,
845,TEKNIK LINGKUNGAN,S1,B,608
846,AGROTEKNOLOGI,S1,B,2673
847,ILMU HUKUM,S1,B,2673
848,MANAJEMEN AGRIBISNIS,D-III,A,
849,TEKNIK SIPIL,D-III,A,2212
850,TEKNIK LISTRIK,D-III,B,1909
851,PENDIDIKAN KIMIA,S1,A,2603
852,ILMU HUKUM,S1,B,90
853,FILSAFAT AGAMA,S1,B,
854,PENDIDIKAN SEJARAH,S1,B,
855,PERBANKAN SYARIAH,D-III,B,
856,PENDIDIKAN BAHASA ARAB,S1,A,
857,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,13
858,PENDIDIKAN TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,B,90
859,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,
860,HUKUM EKONOMI SYARI`AH,S1,B,2998
861,DHARMA ACARYA,S1,B,499
862,PENDIDIKAN GURU SEKOLAH DASAR,S1,B,
863,AKUNTANSI,S1,B,2014
864,PENDIDIKAN AGAMA ISLAM,S1,B,
865,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,
866,EKONOMI SYARI`AH,S1,B,
867,TEKNIK KESELAMATAN OTOMOTIF,D-IV,B,1653
868,TEKNOLOGI HASIL PERTANIAN,S1,B,1832
869,PSIKOLOGI,S1,B,315
870,AKUNTANSI,S1,B,1576
871,AKUNTANSI,S1,B,3255
872,MANAJEMEN,S1,B,1992
873,TEKNIK ELEKTRO,S1,B,
874,MANAJEMEN,S1,B,1989
875,FILSAFAT AGAMA KRISTEN,S1,A,1120
876,MANAJEMEN,S1,B,
877,PENDIDIKAN GURU SEKOLAH DASAR,S1,B,
878,TEKNOLOGI INDUSTRI PERTANIAN,S1,B,3846
879,MANAJEMEN,S1,B,2900
880,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,1872
881,ILMU KOMUNIKASI,S1,B,968
882,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,
883,BIMBINGAN DAN KONSELING,S1,B,
884,BAHASA JEPANG,D-III,B,2368
885,ILMU HUKUM,S1,B,2620
886,ARSITEKTUR,S2,A,2510
887,PENDIDIKAN GURU SEKOLAH DASAR,S1,B,284
888,PENDIDIKAN MATEMATIKA,S1,B,143
889,TEKNIK INFORMATIKA,S1,B,
890,PENGELOLAAN AGRIBISNIS,D-IV,B,2565
891,TATA AIR PERTANIAN,D-III,B,2565
892,TEKNOLOGI PANGAN,D-III,B,2565
893,TEKNIK KONVERSI ENERGI,D-III,B,
894,MANAJEMEN,S1,B,2874
895,ILMU HUKUM,S1,A,1119
896,BIMBINGAN DAN KONSELING,S1,B,13
897,SASTRA INDONESIA,S1,A,2756
898,PENDIDIKAN BAHASA ARAB,S1,A,3804
899,PENDIDIKAN BAHASA,S2,B,3308
900,TEKNOLOGI PENDIDIKAN,S2,B,3308
901,PSIKOLOGI,S1,B,997
902,AGRIBISNIS,S1,B,
903,MANAJEMEN,S1,B,
904,SASTRA INDONESIA,S1,B,410
905,PSIKOLOGI,S1,B,1169
906,KRIMINOLOGI,S1,B,1169
907,ILMU SOSIATRI,S1,B,3030
908,PENDIDIKAN SOSIOLOGI,S1,B,
909,PENDIDIKAN MATEMATIKA,S1,B,
910,PENDIDIKAN SEJARAH,S1,B,81
911,PENDIDIKAN MATEMATIKA,S1,B,
912,TEKNIK MESIN,S1,B,
913,MANAJEMEN,S1,B,3225
914,PENDIDIKAN OLAH RAGA,S1,C,3715
915,HUKUM EKONOMI SYARI`AH,S2,B,3524
916,ILMU HUKUM,S1,B,2196
917,PENDIDIKAN SEJARAH,S1,B,2920
918,ILMU HUKUM,S1,B,2920
919,AKUNTANSI,S1,B,
920,PENDIDIKAN BIOLOGI,S1,B,3517
921,MANAJEMEN,S1,B,3002
922,TEKNOLOGI MEKANISASI PERTANIAN,D-III,B,2565
923,HUKUM,S1,A,13
924,PENDIDIKAN JASMANI,S1,B,13
925,PERBANKAN SYARIAH,S1,B,517
926,HUKUM,S1,B,3418
927,HUKUM,S1,BAIK,1164
928,PENDIDIKAN BAHASA INGGRIS,S1,B,
929,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,
930,ILMU TASAWUF,S1,BAIK,
931,PROFESI ARSITEK,PROFESI,UNGGUL,2696
932,TEOLOGI,S1,TIDAK TERAKREDITASI,
933,INFORMATIKA,S1,B,
934,EKOWISATA,D-III,BAIK,2235
935,BIMBINGAN PENYULUHAN ISLAM,S1,A,2191
936,PENDIDIKAN BAHASA ARAB,S1,A,2083
937,PENDIDIKAN AGAMA ISLAM,S1,B,3470
938,MANAJEMEN PENDIDIKAN ISLAM,S2,B,2904
939,ILMU AL-QUR'AN DANTAFSIR,S1,B,3584
940,INFORMATIKA,S1,BAIK,3943
941,TADRIS MATEMATIKA,S1,BAIK,1478
942,DESAIN FURNITUR,D-III,BAIK,
943,AGRIBISNIS,S1,B,3060
944,ILMU HUKUM,S1,BAIK,
945,SISTEM INFORMASI,S1,B,972
946,TEOLOGI,S1,TIDAK TERAKREDITASI,
947,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,2874
948,ANALISIS KIMIA,D-II,BAIK,107
949,HUKUM KELUARGA ISLAM,S2,B,
950,ILMU AL QUR'AN DAN TAFSIR,S2,B,
951,BIMBINGAN DAN KONSELING ISLAM,S1,B,2251
952,KOMUNIKASI DAN PENYIARAN ISLAM,S2,B,1626
953,TEOLOGI,S1,BAIK,
954,TEOLOGI,S1,BAIK,2896
955,MANAJEMEN PERENCANAAN DAN PEMASARAN PARIWISATA,D-III,UNGGUL,3092
956,ILMU ADMINISTRASI NEGARA,S1,B,
957,EKONOMI SYARI`AH,S1,B,
958,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,
959,SEKRETARI,D-III,BAIK,3711
960,PENDIDIKAN MATEMATIKA,S1,B,3281
961,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,3281
962,ILMU ADMINISTRASI NEGARA,S1,A,975
963,HUKUM,S1,B,277
964,HUKUM PIDANA ISLAM,S1,B,3451
965,PSIKOLOGI,S2,B,2044
966,AKUNTANSI,D-III,B,
967,ILMU HUKUM,S1,B,2932
968,HUKUM EKONOMI SYARI`AH,S1,B,
969,TEKNIK ELEKTRO,S1,B,3291
970,PERBANKAN SYARIAH,D-III,A,
971,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,
972,TEKNOLOGI PRODUKSI BENIH DAN PAKAN IKAN,D-III,B,2093
973,PENGUJIAN KENDARAAN BERMOTOR,D-III,B,1653
974,MANAJEMEN KESELAMATAN TRANSPORTASI JALAN,D-IV,B,1653
975,KIMIA,S1,A,2063
976,MANAJEMEN INFORMATIKA,D-III,B,3224
977,PENDIDIKAN MATEMATIKA,S1,B,
978,AKUNTANSI,S2,B,370
979,PENDIDIKAN MATEMATIKA,S1,B,2603
980,MANAJEMEN,S1,B,3748
981,PENDIDIKAN SENI TARI,S1,B,
982,PENDIDIKAN OLAHRAGA DAN KESEHATAN,S1,B,1119
983,ILMU HUKUM,S3,B,2694
984,BUDI DAYA TERNAK,D-III,A,2565
985,TEKNIK MESIN,D-III,B,3246
986,PERBANKAN DAN KEUANGAN,D-III,A,
987,HUKUM,S1,B,2940
988,ILMU EKONOMI,S2,B,2673
989,PENDIDIKAN FISIKA,S1,A,2603
990,MANAJEMEN,S1,B,1627
991,ILMU PERPUSTAKAAN,S1,B,410
992,TEOLOGI,S1,B,1975
993,SENI PEDALANGAN,S1,A,3806
994,TEKNIK INFORMATIKA,S1,B,2083
995,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,2778
996,ILMU ADMINISTRASI,S2,B,2943
997,PENDIDIKAN MATEMATIKA,S1,UNGGUL,1180
998,KEUANGAN DAN PERBANKAN,D-III,BAIK,2706
999,MANAJEMEN HAJI DAN UMRAH,S1,B,
1000,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,3524
1001,SOSIOLOGI AGAMA,S1,A,2062
1002,PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,957
1003,ILMU AL-QUR'AN DAN TAFSIR,S2,B,1638
1004,PENDIDIKAN AGAMA ISLAM,S1,B,3161
1005,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,
1006,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S2,B,202
1007,EKONOMI SYARIAH,S1,A,3474
1008,HUKUM KELUARGA,S2,B,1615
1009,MANAJEMEN PENDIDIKAN ISLAM,S2,B,327
1010,TADRIS IPA,S1,BAIK,3499
1011,AKUNTANSI,S2,B,968
1012,PENDIDIKAN AGAMA ISLAM,S2,B,2136
1013,PENDIDIKAN AGAMA ISLAM,S2,B,
1014,MANAJEMEN INFORMATIKA,D-I,B,3743
1015,ILMU KOMUNIKASI,S2,A,2679
1016,EKONOMI PEMBANGUNAN,S1,B,769
1017,ILMU ADMINISTRASI,S2,B,2664
1018,PENDIDIKAN BAHASA ARAB,S1,B,
1019,EKONOMI SYARI`AH,S1,B,2036
1020,PETERNAKAN,S1,B,3255
1021,PETERNAKAN,S1,B,1830
1022,HUKUM KELUARGA ISLAM,S1,BAIK,
1023,PENDIDIKAN IPA,S1,BAIK,
1024,PERBANKAN SYARIAH,S1,B,626
1025,PENDIDIKAN BAHASA ARAB,S1,B,665
1026,KOMUNIKASI DAN PENYIARAN ISLAM,S1,A,
1027,HUKUM EKONOMI SYARIAH,S1,B,
1028,TASAWUF DAN PSIKOTERAPI,S1,A,
1029,PENDIDIKAN BAHASA ARAB,S1,A,2191
1030,HUKUM EKONOMI SYARIAH,S1,B,
