institution_code,institution_name,akreditasi_institusi,address,regency,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
banpt-2108,UNIVERSITAS CITRA BANGSA,BAIK SEKALI,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2109,SEKOLAH TINGGI TEKNOLOGI BINA TUNGGAL,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2110,AKADEMI KEUANGAN DAN PERBANKAN DENPASAR,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2112,POLITEKNIK HARAPAN BERSAMA,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2113,SEKOLAH TINGGI ILMU EKONOMI INDOCAKTI,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2114,UNIVERSITAS MUSLIM INDONESIA,UNGGUL,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2115,POLITEKNIK LEMBAGA PENDIDIKAN DAN PENGEMBANGAN PROFESI INDONESIA MAKASSAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2117,STIA NUSANTARA SAKTI SUNGAI PENUH,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2118,AKADEMI KEBIDANAN PASAMAN BARAT,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2120,UNIVERSITAS KAHURIPAN KEDIRI,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2121,AKADEMI SEKRETARI MARSUDIRINI SANTA MARIA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2122,STIKES MAMBA UL ULUM SURAKARTA,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2123,POLITEKNIK INDONESIA VENEZUELA,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2124,INSTITUT SAINS DAN BISNIS ATMA LUHUR,B,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2125,UNIVERSITAS PANCASILA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2126,SEKOLAH TINGGI MANAJEMEN LABORA,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2127,STMIK JAYAKARTA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2128,UNIVERSITAS ADVENT INDONESIA,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2129,SEKOLAH TINGGI ILMU EKONOMI EKADHARMA INDONESIA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2130,AKADEMI TELEKOMUNIKASI BOGOR,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2131,AKADEMI SEKRETARI DAN MANAJEMEN INDONESIA DESANTA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2132,SEKOLAH TINGGI ILMU KESEHATAN PEMKAB PURWOREJO,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2133,INSTITUT PARIWISATA TRISAKTI,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2134,STISIP TASIKMALAYA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2135,POLITEKNIK BINA MADANI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2136,UNIVERSITAS MUHAMMADIYAH BANTEN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2137,STKIP PARACENDEKIA N W SUMBAWA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2138,UNIVERSITAS BALI DWIPA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2139,UNIVERSITAS TEKNOLOGI INDONESIA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2140,UNIVERSITAS TULANG BAWANG,BAIK SEKALI,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2142,UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2143,UNIVERSITAS MUHAMMADIYAH SUMATERA BARAT,BAIK SEKALI,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2144,UNIVERSITAS KRISTEN DUTA WACANA,UNGGUL,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2145,SEKOLAH TINGGI ILMU KESEHATAN KHAS KEMPEK,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2146,UNIVERSITAS HAJI SUMATERA UTARA,BAIK SEKALI,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2147,AKADEMI AKUNTANSI BOEKITTINGGI,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2149,SEKOLAH TINGGI ILMU EKONOMI YAPIS MERAUKE,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2151,STKIP SINAR PANCASILA,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2152,SEKOLAH TINGGI ILMU EKONOMI DARUL FALAH,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2153,INSTITUT  SAINS DAN TEKNOLOGI NAHDLATUL ULAMA BALI,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2154,AKADEMI ILMU PELAYARAN NUSA TENGGARA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2155,UNIVERSITAS TRILOGI,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2156,UNIVERSITAS PENDIDIKAN MANDALIKA,BAIK SEKALI,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2157,UNIVERSITAS KARYADARMA KUPANG,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2158,UNIVERSITAS PGRI ARGOPURO JEMBER,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2159,SEKOLAH TINGGI ILMU EKONOMI PERTIBA,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2160,INSTITUT TEKNOLOGI DAN BISNIS ADIAS,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2161,SEKOLAH TINGGI ILMU EKONOMI AMA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2162,UNIVERSITAS TRIBHUWANA TUNGGA DEWI,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2163,UNIVERSITAS PGRI SUMATERA BARAT,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2164,AKADEMI FARMASI PRAYOGA PADANG,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2172,SEKOLAH TINGGI ILMU EKONOMI CENDEKIA KARYA UTAMA,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2174,SEKOLAH TINGGI ILMU EKONOMI YKP,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2175,AKADEMI KEBIDANAN AR-RAHMAH BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2178,STIKES MARANATHA KUPANG,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2179,UNIVERSITAS ARYASATYA DEO MURI,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2180,UNIVERSITAS SAN PEDRO,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2181,UNIVERSITAS SALI AL-AITAAM,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2182,STMIK BANDUNG BALI,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2183,SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA CIKARANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2184,INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH BALI,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2185,INSTITUT KESEHATAN HELVETIA,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2187,SEKOLAH TINGGI PERTANIAN FLORES BAJAWA,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2188,UNIVERSITAS NAHDLATUL ULAMA SURABAYA,UNGGUL,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2189,SEKOLAH TINGGI ILMU EKONOMI BIMA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2190,AKADEMI ADMINISTRASI RUMAH SAKIT MATARAM,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2191,UNIVERSITAS SUBANG,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2192,AKADEMI FARMASI SURABAYA,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2193,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NUUWAR,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2194,STIE OTTOW & GEISSLER FAK-FAK,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2195,UNIVERSITAS MUHAMMADIYAH BERAU,BAIK SEKALI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2196,POLITEKNIK TRIGUNA TASIKMALAYA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2197,AKADEMI MARITIM CIREBON,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2200,UNIVERSITAS BINA INSANI,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2203,AKADEMI MARITIM BELAWAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2205,UNIVERSITAS KATOLIK SANTO THOMAS,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2207,IKIP PGRI PONTIANAK,B,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2208,SEKOLAH TINGGI ILMU KOMUNIKASI,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2209,POLITEKNIK TRI MITRA KARYA MANDIRI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2210,STMIK IKMI CIREBON,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2211,SEKOLAH TINGGI TEKNOLOGI CIPASUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2212,UNIVERSITAS BANI SALEH,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2213,SEKOLAH TINGGI ILMU EKONOMI PEMNAS INDONESIA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2214,SEKOLAH TINGGI ILMU MANAJEMEN YKPN YOGYAKARTA,BAIK SEKALI,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2217,POLITEKNIK KESEHATAN PUTRA INDONESIA MALANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2218,SEKOLAH TINGGI FILSAFAT TEOLOGI FAJAR TIMUR,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2219,UNIVERSITAS MAYASARI BAKTI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2220,AKADEMI TEKNOLOGI INDUSTRI DEWANTARA PALOPO,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2222,SEKOLAH TINGGI BISNIS RUNATA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2223,POLITEKNIK CRISTO RE,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2224,SEKOLAH TINGGI ILMU EKONOMI SULTAN AGUNG,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2226,UNIVERSITAS MUHAMMADIYAH BUTON,BAIK SEKALI,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2230,UNIVERSITAS KRISTEN PETRA,UNGGUL,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2231,INSTITUT TEKNOLOGI DAN PENDIDIKAN MARKANDEYA BALI,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2232,STMIK BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2233,POLITEKNIK PERDANA MANDIRI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2236,AKADEMI SEKRETARI DAN MANAJEMEN ARIYANTI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2238,UNIVERSITAS IBBI,BAIK SEKALI,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2239,SEKOLAH TINGGI ILMU KOMPUTER YOS SUDARSO,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2241,UNIVERSITAS IBNU CHALDUN,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2243,STIE JAKARTA INTERNATIONAL COLLEGE,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2244,STIH LITIGASI,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2245,AKADEMI MARITIM SUAKA BAHARI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2246,UNIVERSITAS DHARMAWANGSA,BAIK SEKALI,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2247,UNIVERSITAS IPWIJA,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2248,UNIVERSITAS TEKNOLOGI MUHAMMADIYAH JAKARTA,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2251,UNIVERSITAS BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2252,SEKOLAH TINGGI ILMU EKONOMI TRIGUNA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2254,SEKOLAH TINGGI ILMU EKONOMI PPI,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2255,SEKOLAH TINGGI ILMU EKONOMI PROFESSIONAL MANAJEMEN COLLEGE INDONESIA,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2256,SEKOLAH TINGGI PERPAJAKAN INDONESIA,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2257,SEKOLAH TINGGI ILMU KESEHATAN KUNINGAN,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2259,UNIVERSITAS NUSA LONTAR ROTE,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2260,POLITEKNIK AKBARA,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2262,UNIVERSITAS PIGNATELLI TRIPUTRA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2263,SEKOLAH TINGGI ILMU KESEHATAN PANTI RAPIH YOGYAKARTA,BAIK SEKALI,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2264,STKIP MUHAMMADIYAH KUNINGAN,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2265,POLITEKNIK ELBAJO COMMODUS,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2267,INSTITUT TEKNOLOGI DAN BISNIS PALCOMTECH,BAIK SEKALI,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2268,SEKOLAH TINGGI TEKNOLOGI MIGAS,B,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2269,SEKOLAH TINGGI ILMU ADMINISTRASI ADABIAH,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2270,SEKOLAH TINGGI BAHASA ASING IEC JAKARTA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2271,UNIVERSITAS MUHAMMADIYAH CIREBON,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2272,STMIK ROSMA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2273,POLITEKNIK GAJAH TUNGGAL,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2274,SEKOLAH TINGGI ILMU EKONOMI PERBANKAN INDONESIA,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2275,INSTITUT TEKNOLOGI DAN BISNIS STIKOM BALI,B,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2277,SEKOLAH TINGGI ANALIS KIMIA CILEGON,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2278,UNIVERSITAS ASA INDONESIA,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2279,SEKOLAH TINGGI ILMU KESEHATAN BAITURRAHIM,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2280,UNIVERSITAS MULTIMEDIA NUSANTARA JAKARTA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2282,UNIVERSITAS NAHDLATUL WATHAN MATARAM,BAIK SEKALI,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2286,INSTITUT SHANTI BHUANA,BAIK SEKALI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2287,AKADEMI KEBIDANAN PRIMA HUSADA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2288,STISIP IMAM BONJOL,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2289,UNIVERSITAS PANDANARAN,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2292,SEKOLAH TINGGI ILMU KESEHATAN NGUDIA HUSADA MADURA,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2293,UNIVERSITAS SUMATERA BARAT,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2295,SEKOLAH TINGGI ILMU ADMINISTRASI MADANI,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2296,AKADEMI PARIWISATA STIPARY,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2297,STKIP HARAPAN BIMA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2301,SEKOLAH TINGGI ILMU EKONOMI MUHAMMADIYAH ASAHAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2302,UNIVERSITAS NASIONAL KARANGTURI SEMARANG,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2303,POLITEKNIK SAMPIT,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2304,UNIVERSITAS PARAMADINA,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2305,UNIVERSITAS BUANA PERJUANGAN KARAWANG,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2306,POLITEKNIK PGRI BANTEN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2307,UNIVERSITAS GUNADARMA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2308,SEKOLAH TINGGI ILMU EKONOMI DHARMA PUTRA SEMARANG,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2309,UNIVERSITAS BUDI DARMA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2310,INSTITUT DESAIN DAN BISNIS BALI,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2312,INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA PEKALONGAN,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2313,POLITEKNIK SERUYAN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2314,UNIVERSITAS CAHAYA BANGSA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2317,AKADEMI MANAJEMEN INFORMATIKA & KOMPUTER UNIVERSAL,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2318,UNIVERSITAS MUHAMMADIYAH MALUKU UTARA,BAIK SEKALI,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2319,UNIVERSITAS MUSLIM MAROS,BAIK SEKALI,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2320,INSTITUT BUDI UTOMO NASIONAL,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2321,UNIVERSITAS ICHSAN SATYA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2323,AKADEMI FARMASI IMAM BONJOL,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2325,SEKOLAH TINGGI ILMU KESEHATAN MAKASSAR,BAIK SEKALI,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
